a,b,c,d,ugf
1.12e-05,0.000132012,5.066667e-06,141197609.3,137156639.5
1.12e-05,0.000132012,5.066667e-06,143448249.5,139467686.7
1.12e-05,0.000132012,5.333333e-06,3.84e-05,3.84e-05
1.12e-05,0.000132012,5.333333e-06,4.27e-05,4.27e-05
1.12e-05,0.000132012,5.333333e-06,4.69e-05,4.69e-05
1.12e-05,0.000132012,5.333333e-06,5.12e-05,5.12e-05
1.12e-05,0.000132012,5.333333e-06,5.55e-05,5.55e-05
1.12e-05,0.000132012,5.333333e-06,5.97e-05,5.97e-05
1.12e-05,0.000132012,5.333333e-06,6.4e-05,6.4e-05
1.12e-05,0.000132012,5.333333e-06,6.83e-05,6.83e-05
1.12e-05,0.000132012,5.333333e-06,7.25e-05,7.25e-05
1.12e-05,0.000132012,5.333333e-06,7.68e-05,7.68e-05
1.12e-05,0.000132012,5.333333e-06,8.11e-05,8.11e-05
1.12e-05,0.000132012,5.333333e-06,8.53e-05,8.53e-05
1.12e-05,0.000132012,5.333333e-06,8.96e-05,8.96e-05
1.12e-05,0.000132012,5.333333e-06,68786140.07,69712438.29
1.12e-05,0.000132012,5.333333e-06,83165007.81,84557782.85
1.12e-05,0.000132012,5.333333e-06,98072163.2,99328031.32
1.12e-05,0.000132012,5.333333e-06,108083898.6,109249595.5
1.12e-05,0.000132012,5.333333e-06,115440443.2,116549749.0
1.12e-05,0.000132012,5.333333e-06,121004839.8,122070803.8
1.12e-05,0.000132012,5.333333e-06,125230302.8,126508166.5
1.12e-05,0.000132012,5.333333e-06,130382096.4,132070117.9
1.12e-05,0.000132012,5.333333e-06,134976697.4,136614203.5
1.12e-05,0.000132012,5.333333e-06,138792471.2,140387724.4
1.12e-05,0.000132012,5.333333e-06,141974503.4,143534960.9
1.12e-05,0.000132012,5.333333e-06,144625518.7,146157757.2
1.12e-05,0.000132012,5.333333e-06,146825456.2,148335185.5
1.12e-05,0.0003889991,2.4e-06,3.84e-05,3.84e-05
1.12e-05,0.0003889991,2.4e-06,4.27e-05,4.27e-05
1.12e-05,0.0003889991,2.4e-06,4.69e-05,4.69e-05
1.12e-05,0.0003889991,2.4e-06,5.12e-05,5.12e-05
1.12e-05,0.0003889991,2.4e-06,5.55e-05,5.55e-05
1.12e-05,0.0003889991,2.4e-06,5.97e-05,5.97e-05
1.12e-05,0.0003889991,2.4e-06,6.4e-05,6.4e-05
1.12e-05,0.0003889991,2.4e-06,6.83e-05,6.83e-05
