a,b,c,d,ugf
1.12e-05,4.48e-05,3.2e-06,6.4e-05,23348590.99
1.12e-05,4.48e-05,3.2e-06,6.83e-05,26498705.09
1.12e-05,4.48e-05,3.2e-06,7.25e-05,30156798.75
1.12e-05,4.48e-05,3.2e-06,7.68e-05,33511867.31
1.12e-05,4.48e-05,3.2e-06,8.11e-05,36957732.62
1.12e-05,4.48e-05,3.2e-06,8.53e-05,42744835.29
1.12e-05,4.48e-05,3.2e-06,8.96e-05,48023493.25
1.12e-05,4.48e-05,3.466667e-06,3.84e-05,4334982.109
1.12e-05,4.48e-05,3.466667e-06,4.27e-05,4879747.654
1.12e-05,4.48e-05,3.466667e-06,4.69e-05,5504183.905
1.12e-05,4.48e-05,3.466667e-06,5.12e-05,6015044.603
1.12e-05,4.48e-05,3.466667e-06,5.55e-05,6442945.971
1.12e-05,4.48e-05,3.466667e-06,5.97e-05,6807828.147
1.12e-05,4.48e-05,3.466667e-06,6.4e-05,7359730.562
1.12e-05,4.48e-05,3.466667e-06,6.83e-05,7953530.967
1.12e-05,4.48e-05,3.466667e-06,7.25e-05,8479192.012
1.12e-05,4.48e-05,3.466667e-06,7.68e-05,8948995.622
1.12e-05,4.48e-05,3.466667e-06,8.11e-05,9372234.331
1.12e-05,4.48e-05,3.466667e-06,8.53e-05,9756096.792
1.12e-05,4.48e-05,3.466667e-06,8.96e-05,10106259.88
1.12e-05,4.48e-05,3.733333e-06,3.84e-05,4137233.604
1.12e-05,4.48e-05,3.733333e-06,4.27e-05,4562085.927
1.12e-05,4.48e-05,3.733333e-06,4.69e-05,5227628.625
1.12e-05,4.48e-05,3.733333e-06,5.12e-05,5778297.205
1.12e-05,4.48e-05,3.733333e-06,5.55e-05,6238733.955
1.12e-05,4.48e-05,3.733333e-06,5.97e-05,6630663.969
1.12e-05,4.48e-05,3.733333e-06,6.4e-05,7027793.743
1.12e-05,4.48e-05,3.733333e-06,6.83e-05,7660624.84
1.12e-05,4.48e-05,3.733333e-06,7.25e-05,8220229.124
1.12e-05,4.48e-05,3.733333e-06,7.68e-05,8719773.352
1.12e-05,4.48e-05,3.733333e-06,8.11e-05,9169268.248
1.12e-05,4.48e-05,3.733333e-06,8.53e-05,9576472.94
1.12e-05,4.48e-05,3.733333e-06,8.96e-05,9947515.444
1.12e-05,4.48e-05,4.8e-06,3.84e-05,3839402.958
1.12e-05,4.48e-05,4.8e-06,4.27e-05,4317124.645
1.12e-05,4.48e-05,4.8e-06,4.69e-05,4818168.273
1.12e-05,4.48e-05,4.8e-06,5.12e-05,5425645.759
1.12e-05,4.48e-05,4.8e-06,5.55e-05,5932330.494
1.12e-05,4.48e-05,4.8e-06,5.97e-05,6363654.17
1.12e-05,4.48e-05,4.8e-06,6.4e-05,6735514.977
1.12e-05,4.48e-05,4.8e-06,6.83e-05,7218268.223
1.12e-05,4.48e-05,4.8e-06,7.25e-05,7826110.005
1.12e-05,4.48e-05,4.8e-06,7.68e-05,8368328.566
1.12e-05,4.48e-05,4.8e-06,8.11e-05,8855563.997
1.12e-05,4.48e-05,4.8e-06,8.53e-05,9296380.163
1.12e-05,4.48e-05,4.8e-06,8.96e-05,9697542.512
1.12e-05,4.48e-05,4.266667e-06,3.84e-05,3975613.697
1.12e-05,4.48e-05,4.266667e-06,4.27e-05,4429241.621
1.12e-05,4.48e-05,4.266667e-06,4.69e-05,5004380.881
1.12e-05,4.48e-05,4.266667e-06,5.12e-05,5586271.003
1.12e-05,4.48e-05,4.266667e-06,5.55e-05,6072315.847
1.12e-05,4.48e-05,4.266667e-06,5.97e-05,6485622.927
1.12e-05,4.48e-05,4.266667e-06,6.4e-05,6842589.825
1.12e-05,4.48e-05,4.266667e-06,6.83e-05,7420319.567
1.12e-05,4.48e-05,4.266667e-06,7.25e-05,8006512.861
1.12e-05,4.48e-05,4.266667e-06,7.68e-05,8529464.282
1.12e-05,4.48e-05,4.266667e-06,8.11e-05,8999655.307
1.12e-05,4.48e-05,4.266667e-06,8.53e-05,9425287.132
1.12e-05,4.48e-05,4.266667e-06,8.96e-05,9812837.634
1.12e-05,4.48e-05,4.533333e-06,3.84e-05,3759368.202
1.12e-05,4.48e-05,4.533333e-06,4.27e-05,4251051.566
1.12e-05,4.48e-05,4.533333e-06,4.69e-05,4709620.465
1.12e-05,4.48e-05,4.533333e-06,5.12e-05,5331867.544
1.12e-05,4.48e-05,4.533333e-06,5.55e-05,5850883.313
1.12e-05,4.48e-05,4.533333e-06,5.97e-05,6292238.021
1.12e-05,4.48e-05,4.533333e-06,6.4e-05,6672717.795
1.12e-05,4.48e-05,4.533333e-06,6.83e-05,7100063.11
1.12e-05,4.48e-05,4.533333e-06,7.25e-05,7720242.148
1.12e-05,4.48e-05,4.533333e-06,7.68e-05,8273646.479
1.12e-05,4.48e-05,4.533333e-06,8.11e-05,8770772.583
1.12e-05,4.48e-05,4.533333e-06,8.53e-05,9220397.582
1.12e-05,4.48e-05,4.533333e-06,8.96e-05,9629456.196
1.12e-05,4.48e-05,4e-06,3.84e-05,57512149.23
1.12e-05,4.48e-05,4e-06,4.27e-05,72327984.58
1.12e-05,4.48e-05,4e-06,4.69e-05,82412266.28
1.12e-05,4.48e-05,4e-06,5.12e-05,93210570.4
1.12e-05,4.48e-05,4e-06,5.55e-05,101405599.6
1.12e-05,4.48e-05,4e-06,5.97e-05,107638184.0
1.12e-05,4.48e-05,4e-06,6.4e-05,112518467.9
1.12e-05,4.48e-05,4e-06,6.83e-05,116395340.1
1.12e-05,4.48e-05,4e-06,7.25e-05,119482352.0
1.12e-05,4.48e-05,4e-06,7.68e-05,121939765.5
1.12e-05,4.48e-05,4e-06,8.11e-05,123899448.1
1.12e-05,4.48e-05,4e-06,8.53e-05,125465567.0
1.12e-05,4.48e-05,4e-06,8.96e-05,127557696.0
1.12e-05,4.48e-05,5.6e-06,3.84e-05,62253332.53
1.12e-05,4.48e-05,5.6e-06,4.27e-05,76950988.88
1.12e-05,4.48e-05,5.6e-06,4.69e-05,88975348.44
1.12e-05,4.48e-05,5.6e-06,5.12e-05,99690199.1
1.12e-05,4.48e-05,5.6e-06,5.55e-05,107507510.4
1.12e-05,4.48e-05,5.6e-06,5.97e-05,113439224.8
1.12e-05,4.48e-05,5.6e-06,6.4e-05,118025228.3
1.12e-05,4.48e-05,5.6e-06,6.83e-05,121614881.9
1.12e-05,4.48e-05,5.6e-06,7.25e-05,124447599.4
1.12e-05,4.48e-05,5.6e-06,7.68e-05,127396788.4
1.12e-05,4.48e-05,5.6e-06,8.11e-05,130854612.8
1.12e-05,4.48e-05,5.6e-06,8.53e-05,133730325.0
1.12e-05,4.48e-05,5.6e-06,8.96e-05,136110891.7
1.12e-05,4.48e-05,5.066667e-06,3.84e-05,65871111.07
1.12e-05,4.48e-05,5.066667e-06,4.27e-05,80462285.33
1.12e-05,4.48e-05,5.066667e-06,4.69e-05,94182672.36
1.12e-05,4.48e-05,5.066667e-06,5.12e-05,104499664.4
1.12e-05,4.48e-05,5.066667e-06,5.55e-05,112058647.4
1.12e-05,4.48e-05,5.066667e-06,5.97e-05,117787974.6
1.12e-05,4.48e-05,5.066667e-06,6.4e-05,122175713.5
1.12e-05,4.48e-05,5.066667e-06,6.83e-05,125569001.0
1.12e-05,4.48e-05,5.066667e-06,7.25e-05,130095245.9
1.12e-05,4.48e-05,5.066667e-06,7.68e-05,134060286.6
1.12e-05,4.48e-05,5.066667e-06,8.11e-05,137366789.7
1.12e-05,4.48e-05,5.066667e-06,8.53e-05,140120640.1
1.12e-05,4.48e-05,5.066667e-06,8.96e-05,142404750.1
1.013333e-05,0.000132012,5.333333e-06,3.84e-05,10451345.0
1.013333e-05,0.000132012,5.333333e-06,4.27e-05,12025842.46
1.013333e-05,0.000132012,5.333333e-06,4.69e-05,13369418.83
1.013333e-05,0.000132012,5.333333e-06,5.12e-05,14520202.76
1.013333e-05,0.000132012,5.333333e-06,5.55e-05,15520474.75
1.013333e-05,0.000132012,5.333333e-06,5.97e-05,17122100.04
1.013333e-05,0.000132012,5.333333e-06,6.4e-05,18942846.21
1.013333e-05,0.000132012,5.333333e-06,6.83e-05,20595504.51
1.013333e-05,0.000132012,5.333333e-06,7.25e-05,22101599.89
1.013333e-05,0.000132012,5.333333e-06,7.68e-05,23483062.85
1.013333e-05,0.000132012,5.333333e-06,8.11e-05,25768057.65
1.013333e-05,0.000132012,5.333333e-06,8.53e-05,28502610.14
1.013333e-05,0.000132012,5.333333e-06,8.96e-05,31054195.58
1.013333e-05,0.000132012,2.4e-06,3.84e-05,10395108.25
1.013333e-05,0.000132012,2.4e-06,4.27e-05,11935166.86
1.013333e-05,0.000132012,2.4e-06,4.69e-05,13306668.46
1.013333e-05,0.000132012,2.4e-06,5.12e-05,14480536.49
1.013333e-05,0.000132012,2.4e-06,5.55e-05,15500209.51
1.013333e-05,0.000132012,2.4e-06,5.97e-05,17115920.0
1.013333e-05,0.000132012,2.4e-06,6.4e-05,18971301.59
1.013333e-05,0.000132012,2.4e-06,6.83e-05,20658525.72
1.013333e-05,0.000132012,2.4e-06,7.25e-05,22192206.49
1.013333e-05,0.000132012,2.4e-06,7.68e-05,23602754.21
1.013333e-05,0.000132012,2.4e-06,8.11e-05,26102603.15
1.013333e-05,0.000132012,2.4e-06,8.53e-05,28884291.06
1.013333e-05,0.000132012,2.4e-06,8.96e-05,31500703.99
1.013333e-05,0.000132012,2.666667e-06,3.84e-05,10242613.84
1.013333e-05,0.000132012,2.666667e-06,4.27e-05,11683419.2
1.013333e-05,0.000132012,2.666667e-06,4.69e-05,13126131.11
1.013333e-05,0.000132012,2.666667e-06,5.12e-05,14358979.31
1.013333e-05,0.000132012,2.666667e-06,5.55e-05,15428324.6
1.013333e-05,0.000132012,2.666667e-06,5.97e-05,17053281.4
1.013333e-05,0.000132012,2.666667e-06,6.4e-05,19006453.02
1.013333e-05,0.000132012,2.666667e-06,6.83e-05,20770748.16
1.013333e-05,0.000132012,2.666667e-06,7.25e-05,22383650.67
1.013333e-05,0.000132012,2.666667e-06,7.68e-05,23859493.09
1.013333e-05,0.000132012,2.666667e-06,8.11e-05,26853586.33
1.013333e-05,0.000132012,2.666667e-06,8.53e-05,29799689.79
1.013333e-05,0.000132012,2.666667e-06,8.96e-05,32544802.97
1.013333e-05,0.000132012,2.933333e-06,3.84e-05,10111655.48
1.013333e-05,0.000132012,2.933333e-06,4.27e-05,11462223.98
1.013333e-05,0.000132012,2.933333e-06,4.69e-05,12962780.35
1.013333e-05,0.000132012,2.933333e-06,5.12e-05,14243594.42
1.013333e-05,0.000132012,2.933333e-06,5.55e-05,15353402.57
1.013333e-05,0.000132012,2.933333e-06,5.97e-05,16963421.34
1.013333e-05,0.000132012,2.933333e-06,6.4e-05,18993155.71
1.013333e-05,0.000132012,2.933333e-06,6.83e-05,20828374.46
1.013333e-05,0.000132012,2.933333e-06,7.25e-05,22498145.62
1.013333e-05,0.000132012,2.933333e-06,7.68e-05,24086067.68
1.013333e-05,0.000132012,2.933333e-06,8.11e-05,27392213.65
1.013333e-05,0.000132012,2.933333e-06,8.53e-05,30455461.31
1.013333e-05,0.000132012,2.933333e-06,8.96e-05,33302966.15
1.013333e-05,0.000132012,3.2e-06,3.84e-05,9931041.687
1.013333e-05,0.000132012,3.2e-06,4.27e-05,11154287.93
1.013333e-05,0.000132012,3.2e-06,4.69e-05,12728465.7
1.013333e-05,0.000132012,3.2e-06,5.12e-05,14073602.35
1.013333e-05,0.000132012,3.2e-06,5.55e-05,15237615.2
1.013333e-05,0.000132012,3.2e-06,5.97e-05,16805532.47
1.013333e-05,0.000132012,3.2e-06,6.4e-05,18937455.44
1.013333e-05,0.000132012,3.2e-06,6.83e-05,20863397.7
1.013333e-05,0.000132012,3.2e-06,7.25e-05,22615593.45
1.013333e-05,0.000132012,3.2e-06,7.68e-05,24531632.53
1.013333e-05,0.000132012,3.2e-06,8.11e-05,28006922.69
1.013333e-05,0.000132012,3.2e-06,8.53e-05,31247573.08
1.013333e-05,0.000132012,3.2e-06,8.96e-05,34253931.35
1.013333e-05,0.000132012,3.466667e-06,3.84e-05,3624840.611
1.013333e-05,0.000132012,3.466667e-06,4.27e-05,4084138.555
1.013333e-05,0.000132012,3.466667e-06,4.69e-05,4449384.05
1.013333e-05,0.000132012,3.466667e-06,5.12e-05,4934898.826
1.013333e-05,0.000132012,3.466667e-06,5.55e-05,5447224.312
1.013333e-05,0.000132012,3.466667e-06,5.97e-05,5881877.802
1.013333e-05,0.000132012,3.466667e-06,6.4e-05,6256371.346
1.013333e-05,0.000132012,3.466667e-06,6.83e-05,6583072.818
1.013333e-05,0.000132012,3.466667e-06,7.25e-05,6871838.068
1.013333e-05,0.000132012,3.466667e-06,7.68e-05,7373669.4
1.013333e-05,0.000132012,3.466667e-06,8.11e-05,7870300.063
1.013333e-05,0.000132012,3.466667e-06,8.53e-05,8321247.767
1.013333e-05,0.000132012,3.466667e-06,8.96e-05,8731257.459
1.013333e-05,0.000132012,3.733333e-06,3.84e-05,3379392.968
1.013333e-05,0.000132012,3.733333e-06,4.27e-05,3879078.185
1.013333e-05,0.000132012,3.733333e-06,4.69e-05,4275924.773
1.013333e-05,0.000132012,3.733333e-06,5.12e-05,4629596.564
1.013333e-05,0.000132012,3.733333e-06,5.55e-05,5179026.506
1.013333e-05,0.000132012,3.733333e-06,5.97e-05,5645688.207
1.013333e-05,0.000132012,3.733333e-06,6.4e-05,6047156.892
1.013333e-05,0.000132012,3.733333e-06,6.83e-05,6396944.911
1.013333e-05,0.000132012,3.733333e-06,7.25e-05,6704885.819
1.013333e-05,0.000132012,3.733333e-06,7.68e-05,7050018.575
1.013333e-05,0.000132012,3.733333e-06,8.11e-05,7579666.948
1.013333e-05,0.000132012,3.733333e-06,8.53e-05,8057646.811
1.013333e-05,0.000132012,3.733333e-06,8.96e-05,8493345.092
1.013333e-05,0.000132012,4.8e-06,3.84e-05,3014093.944
1.013333e-05,0.000132012,4.8e-06,4.27e-05,3568520.501
1.013333e-05,0.000132012,4.8e-06,4.69e-05,4011764.78
1.013333e-05,0.000132012,4.8e-06,5.12e-05,4372891.969
1.013333e-05,0.000132012,4.8e-06,5.55e-05,4777002.927
1.013333e-05,0.000132012,4.8e-06,5.97e-05,5289171.652
1.013333e-05,0.000132012,4.8e-06,6.4e-05,5729026.225
1.013333e-05,0.000132012,4.8e-06,6.83e-05,6112756.344
1.013333e-05,0.000132012,4.8e-06,7.25e-05,6450004.866
1.013333e-05,0.000132012,4.8e-06,7.68e-05,6749106.562
1.013333e-05,0.000132012,4.8e-06,8.11e-05,7130202.827
1.013333e-05,0.000132012,4.8e-06,8.53e-05,7651179.313
1.013333e-05,0.000132012,4.8e-06,8.96e-05,8122161.313
1.013333e-05,0.000132012,4.266667e-06,3.84e-05,3178858.372
1.013333e-05,0.000132012,4.266667e-06,4.27e-05,3710814.092
1.013333e-05,0.000132012,4.266667e-06,4.69e-05,4132965.579
1.013333e-05,0.000132012,4.266667e-06,5.12e-05,4477082.148
1.013333e-05,0.000132012,4.266667e-06,5.55e-05,4960911.13
1.013333e-05,0.000132012,4.266667e-06,5.97e-05,5451682.697
1.013333e-05,0.000132012,4.266667e-06,6.4e-05,5874826.103
1.013333e-05,0.000132012,4.266667e-06,6.83e-05,6243088.202
1.013333e-05,0.000132012,4.266667e-06,7.25e-05,6567017.693
1.013333e-05,0.000132012,4.266667e-06,7.68e-05,6854475.448
1.013333e-05,0.000132012,4.266667e-06,8.11e-05,7337631.688
1.013333e-05,0.000132012,4.266667e-06,8.53e-05,7837557.408
1.013333e-05,0.000132012,4.266667e-06,8.96e-05,8293177.652
1.013333e-05,0.000132012,4.533333e-06,3.84e-05,2957210.877
1.013333e-05,0.000132012,4.533333e-06,4.27e-05,3484703.87
1.013333e-05,0.000132012,4.533333e-06,4.69e-05,3940287.216
1.013333e-05,0.000132012,4.533333e-06,5.12e-05,4311361.11
1.013333e-05,0.000132012,4.533333e-06,5.55e-05,4669232.456
1.013333e-05,0.000132012,4.533333e-06,5.97e-05,5193454.872
1.013333e-05,0.000132012,4.533333e-06,6.4e-05,5644089.57
1.013333e-05,0.000132012,4.533333e-06,6.83e-05,6036027.954
1.013333e-05,0.000132012,4.533333e-06,7.25e-05,6381076.426
1.013333e-05,0.000132012,4.533333e-06,7.68e-05,6686972.92
1.013333e-05,0.000132012,4.533333e-06,8.11e-05,7008726.711
1.013333e-05,0.000132012,4.533333e-06,8.53e-05,7540808.468
1.013333e-05,0.000132012,4.533333e-06,8.96e-05,8021441.176
1.013333e-05,0.000132012,4e-06,3.84e-05,43865582.48
1.013333e-05,0.000132012,4e-06,4.27e-05,54152396.96
1.013333e-05,0.000132012,4e-06,4.69e-05,66222241.11
1.013333e-05,0.000132012,4e-06,5.12e-05,74724512.94
1.013333e-05,0.000132012,4e-06,5.55e-05,81033029.5
1.013333e-05,0.000132012,4e-06,5.97e-05,87581943.56
1.013333e-05,0.000132012,4e-06,6.4e-05,93887474.65
1.013333e-05,0.000132012,4e-06,6.83e-05,99136299.34
1.013333e-05,0.000132012,4e-06,7.25e-05,103497150.7
1.013333e-05,0.000132012,4e-06,7.68e-05,107066236.1
1.013333e-05,0.000132012,4e-06,8.11e-05,109961552.3
1.013333e-05,0.000132012,4e-06,8.53e-05,112305617.8
1.013333e-05,0.000132012,4e-06,8.96e-05,114204455.3
1.013333e-05,0.000132012,5.6e-06,3.84e-05,46389982.79
1.013333e-05,0.000132012,5.6e-06,4.27e-05,58312250.56
1.013333e-05,0.000132012,5.6e-06,4.69e-05,70772384.89
1.013333e-05,0.000132012,5.6e-06,5.12e-05,79083689.96
1.013333e-05,0.000132012,5.6e-06,5.55e-05,86404122.61
1.013333e-05,0.000132012,5.6e-06,5.97e-05,93833590.29
1.013333e-05,0.000132012,5.6e-06,6.4e-05,99790018.69
1.013333e-05,0.000132012,5.6e-06,6.83e-05,104709079.4
1.013333e-05,0.000132012,5.6e-06,7.25e-05,108766972.2
1.013333e-05,0.000132012,5.6e-06,7.68e-05,112081826.6
1.013333e-05,0.000132012,5.6e-06,8.11e-05,114773608.9
1.013333e-05,0.000132012,5.6e-06,8.53e-05,116957487.4
1.013333e-05,0.000132012,5.6e-06,8.96e-05,118730798.9
1.013333e-05,0.000132012,5.066667e-06,3.84e-05,48338731.19
1.013333e-05,0.000132012,5.066667e-06,4.27e-05,61905553.71
1.013333e-05,0.000132012,5.066667e-06,4.69e-05,74209463.92
1.013333e-05,0.000132012,5.066667e-06,5.12e-05,82386262.59
1.013333e-05,0.000132012,5.066667e-06,5.55e-05,91285192.93
1.013333e-05,0.000132012,5.066667e-06,5.97e-05,98467141.32
1.013333e-05,0.000132012,5.066667e-06,6.4e-05,104204863.1
1.013333e-05,0.000132012,5.066667e-06,6.83e-05,108898591.8
1.013333e-05,0.000132012,5.066667e-06,7.25e-05,112746029.7
1.013333e-05,0.000132012,5.066667e-06,7.68e-05,115881692.4
1.013333e-05,0.000132012,5.066667e-06,8.11e-05,118428443.6
1.013333e-05,0.000132012,5.066667e-06,8.53e-05,120497249.8
1.013333e-05,0.000132012,5.066667e-06,8.96e-05,122179806.9
1.013333e-05,0.0003889991,5.333333e-06,3.84e-05,10761427.18
1.013333e-05,0.0003889991,5.333333e-06,4.27e-05,12331130.81
1.013333e-05,0.0003889991,5.333333e-06,4.69e-05,13651288.69
1.013333e-05,0.0003889991,5.333333e-06,5.12e-05,14782695.16
1.013333e-05,0.0003889991,5.333333e-06,5.55e-05,15766549.77
1.013333e-05,0.0003889991,5.333333e-06,5.97e-05,17657542.95
1.013333e-05,0.0003889991,5.333333e-06,6.4e-05,19452547.66
1.013333e-05,0.0003889991,5.333333e-06,6.83e-05,21082108.83
1.013333e-05,0.0003889991,5.333333e-06,7.25e-05,22567394.17
1.013333e-05,0.0003889991,5.333333e-06,7.68e-05,23929867.68
1.013333e-05,0.0003889991,5.333333e-06,8.11e-05,26758042.92
1.013333e-05,0.0003889991,5.333333e-06,8.53e-05,29456157.07
1.013333e-05,0.0003889991,5.333333e-06,8.96e-05,31973648.85
1.013333e-05,0.0003889991,2.4e-06,3.84e-05,10642901.98
1.013333e-05,0.0003889991,2.4e-06,4.27e-05,12246242.13
1.013333e-05,0.0003889991,2.4e-06,4.69e-05,13593633.12
1.013333e-05,0.0003889991,2.4e-06,5.12e-05,14747526.5
1.013333e-05,0.0003889991,2.4e-06,5.55e-05,15750260.02
1.013333e-05,0.0003889991,2.4e-06,5.97e-05,17660506.0
1.013333e-05,0.0003889991,2.4e-06,6.4e-05,19489255.85
1.013333e-05,0.0003889991,2.4e-06,6.83e-05,21152448.52
1.013333e-05,0.0003889991,2.4e-06,7.25e-05,22664583.66
1.013333e-05,0.0003889991,2.4e-06,7.68e-05,24143023.02
1.013333e-05,0.0003889991,2.4e-06,8.11e-05,27107049.14
1.013333e-05,0.0003889991,2.4e-06,8.53e-05,29850968.51
1.013333e-05,0.0003889991,2.4e-06,8.96e-05,32431497.94
1.013333e-05,0.0003889991,2.666667e-06,3.84e-05,10403553.18
1.013333e-05,0.0003889991,2.666667e-06,4.27e-05,12009508.08
1.013333e-05,0.0003889991,2.666667e-06,4.69e-05,13426308.55
1.013333e-05,0.0003889991,2.666667e-06,5.12e-05,14637631.26
1.013333e-05,0.0003889991,2.666667e-06,5.55e-05,15688683.06
1.013333e-05,0.0003889991,2.666667e-06,5.97e-05,17621501.92
1.013333e-05,0.0003889991,2.666667e-06,6.4e-05,19545437.52
1.013333e-05,0.0003889991,2.666667e-06,6.83e-05,21283623.98
1.013333e-05,0.0003889991,2.666667e-06,7.25e-05,22872697.67
1.013333e-05,0.0003889991,2.666667e-06,7.68e-05,24775753.49
1.013333e-05,0.0003889991,2.666667e-06,8.11e-05,27895391.5
1.013333e-05,0.0003889991,2.666667e-06,8.53e-05,30799261.1
1.013333e-05,0.0003889991,2.666667e-06,8.96e-05,33504691.54
1.013333e-05,0.0003889991,2.933333e-06,3.84e-05,10278881.19
1.013333e-05,0.0003889991,2.933333e-06,4.27e-05,11800724.15
1.013333e-05,0.0003889991,2.933333e-06,4.69e-05,13273871.02
1.013333e-05,0.0003889991,2.933333e-06,5.12e-05,14531873.38
1.013333e-05,0.0003889991,2.933333e-06,5.55e-05,15622267.35
1.013333e-05,0.0003889991,2.933333e-06,5.97e-05,17551070.23
1.013333e-05,0.0003889991,2.933333e-06,6.4e-05,19549495.7
1.013333e-05,0.0003889991,2.933333e-06,6.83e-05,21356610.81
1.013333e-05,0.0003889991,2.933333e-06,7.25e-05,23000948.89
1.013333e-05,0.0003889991,2.933333e-06,7.68e-05,25207443.31
1.013333e-05,0.0003889991,2.933333e-06,8.11e-05,28464058.06
1.013333e-05,0.0003889991,2.933333e-06,8.53e-05,31482037.67
1.013333e-05,0.0003889991,2.933333e-06,8.96e-05,34286685.12
1.013333e-05,0.0003889991,3.2e-06,3.84e-05,10106781.12
1.013333e-05,0.0003889991,3.2e-06,4.27e-05,11509525.3
1.013333e-05,0.0003889991,3.2e-06,4.69e-05,13054328.37
1.013333e-05,0.0003889991,3.2e-06,5.12e-05,14374895.34
1.013333e-05,0.0003889991,3.2e-06,5.55e-05,15517968.06
1.013333e-05,0.0003889991,3.2e-06,5.97e-05,17419317.55
1.013333e-05,0.0003889991,3.2e-06,6.4e-05,19517103.18
1.013333e-05,0.0003889991,3.2e-06,6.83e-05,21412360.97
1.013333e-05,0.0003889991,3.2e-06,7.25e-05,23136705.98
1.013333e-05,0.0003889991,3.2e-06,7.68e-05,25699119.92
1.013333e-05,0.0003889991,3.2e-06,8.11e-05,29120769.1
1.013333e-05,0.0003889991,3.2e-06,8.53e-05,32310110.5
1.013333e-05,0.0003889991,3.2e-06,8.96e-05,35268745.3
1.013333e-05,0.0003889991,3.466667e-06,3.84e-05,3722461.837
1.013333e-05,0.0003889991,3.466667e-06,4.27e-05,4171164.314
1.013333e-05,0.0003889991,3.466667e-06,4.69e-05,4528194.704
1.013333e-05,0.0003889991,3.466667e-06,5.12e-05,5082804.704
1.013333e-05,0.0003889991,3.466667e-06,5.55e-05,5583056.06
1.013333e-05,0.0003889991,3.466667e-06,5.97e-05,6007737.185
1.013333e-05,0.0003889991,3.466667e-06,6.4e-05,6373830.749
1.013333e-05,0.0003889991,3.466667e-06,6.83e-05,6693341.436
1.013333e-05,0.0003889991,3.466667e-06,7.25e-05,7043097.419
1.013333e-05,0.0003889991,3.466667e-06,7.68e-05,7587185.594
1.013333e-05,0.0003889991,3.466667e-06,8.11e-05,8073237.979
1.013333e-05,0.0003889991,3.466667e-06,8.53e-05,8514746.482
1.013333e-05,0.0003889991,3.466667e-06,8.96e-05,8916322.245
1.013333e-05,0.0003889991,3.733333e-06,3.84e-05,3483801.4
1.013333e-05,0.0003889991,3.733333e-06,4.27e-05,3972208.706
1.013333e-05,0.0003889991,3.733333e-06,4.69e-05,4360291.082
1.013333e-05,0.0003889991,3.733333e-06,5.12e-05,4786976.748
1.013333e-05,0.0003889991,3.733333e-06,5.55e-05,5323561.316
1.013333e-05,0.0003889991,3.733333e-06,5.97e-05,5779572.281
1.013333e-05,0.0003889991,3.733333e-06,6.4e-05,6172057.8
1.013333e-05,0.0003889991,3.733333e-06,6.83e-05,6514146.044
1.013333e-05,0.0003889991,3.733333e-06,7.25e-05,6815398.45
1.013333e-05,0.0003889991,3.733333e-06,7.68e-05,7276223.455
1.013333e-05,0.0003889991,3.733333e-06,8.11e-05,7794475.345
1.013333e-05,0.0003889991,3.733333e-06,8.53e-05,8262379.084
1.013333e-05,0.0003889991,3.733333e-06,8.96e-05,8689011.902
1.013333e-05,0.0003889991,4.8e-06,3.84e-05,3124279.92
1.013333e-05,0.0003889991,4.8e-06,4.27e-05,3670826.121
1.013333e-05,0.0003889991,4.8e-06,4.69e-05,4104478.311
1.013333e-05,0.0003889991,4.8e-06,5.12e-05,4457884.317
1.013333e-05,0.0003889991,4.8e-06,5.55e-05,4934610.963
1.013333e-05,0.0003889991,4.8e-06,5.97e-05,5435125.309
1.013333e-05,0.0003889991,4.8e-06,6.4e-05,5865135.28
1.013333e-05,0.0003889991,4.8e-06,6.83e-05,6240393.834
1.013333e-05,0.0003889991,4.8e-06,7.25e-05,6570276.533
1.013333e-05,0.0003889991,4.8e-06,7.68e-05,6862900.511
1.013333e-05,0.0003889991,4.8e-06,8.11e-05,7362961.418
1.013333e-05,0.0003889991,4.8e-06,8.53e-05,7872747.18
1.013333e-05,0.0003889991,4.8e-06,8.96e-05,8333771.498
1.013333e-05,0.0003889991,4.266667e-06,3.84e-05,3288802.255
1.013333e-05,0.0003889991,4.266667e-06,4.27e-05,3808921.457
1.013333e-05,0.0003889991,4.266667e-06,4.69e-05,4221860.089
1.013333e-05,0.0003889991,4.266667e-06,5.12e-05,4558567.389
1.013333e-05,0.0003889991,4.266667e-06,5.55e-05,5112531.846
1.013333e-05,0.0003889991,4.266667e-06,5.97e-05,5592124.654
1.013333e-05,0.0003889991,4.266667e-06,6.4e-05,6005804.073
1.013333e-05,0.0003889991,4.266667e-06,6.83e-05,6365949.513
1.013333e-05,0.0003889991,4.266667e-06,7.25e-05,6682823.591
1.013333e-05,0.0003889991,4.266667e-06,7.68e-05,7017062.79
1.013333e-05,0.0003889991,4.266667e-06,8.11e-05,7562154.424
1.013333e-05,0.0003889991,4.266667e-06,8.53e-05,8051447.577
1.013333e-05,0.0003889991,4.266667e-06,8.96e-05,8497495.516
1.013333e-05,0.0003889991,4.533333e-06,3.84e-05,3027761.641
1.013333e-05,0.0003889991,4.533333e-06,4.27e-05,3589481.642
1.013333e-05,0.0003889991,4.533333e-06,4.69e-05,4035249.029
1.013333e-05,0.0003889991,4.533333e-06,5.12e-05,4398417.953
