a,b,c,d,pm
1.12e-05,4.48e-05,3.2e-06,6.83e-05,99.36164244
1.12e-05,4.48e-05,3.2e-06,7.25e-05,99.40330806
1.12e-05,4.48e-05,3.2e-06,7.68e-05,99.20994573
1.12e-05,4.48e-05,3.2e-06,8.11e-05,98.62775178
1.12e-05,4.48e-05,3.2e-06,8.53e-05,96.55102944
1.12e-05,4.48e-05,3.2e-06,8.96e-05,94.06255957
1.12e-05,4.48e-05,3.466667e-06,3.84e-05,87.1762809
1.12e-05,4.48e-05,3.466667e-06,4.27e-05,84.9198935
1.12e-05,4.48e-05,3.466667e-06,4.69e-05,83.76573994
1.12e-05,4.48e-05,3.466667e-06,5.12e-05,82.72929296
1.12e-05,4.48e-05,3.466667e-06,5.55e-05,81.77927984
1.12e-05,4.48e-05,3.466667e-06,5.97e-05,80.89888436
1.12e-05,4.48e-05,3.466667e-06,6.4e-05,80.55687761
1.12e-05,4.48e-05,3.466667e-06,6.83e-05,80.4673714
1.12e-05,4.48e-05,3.466667e-06,7.25e-05,80.37477233
1.12e-05,4.48e-05,3.466667e-06,7.68e-05,80.27825386
1.12e-05,4.48e-05,3.466667e-06,8.11e-05,80.17795361
1.12e-05,4.48e-05,3.466667e-06,8.53e-05,80.07457195
1.12e-05,4.48e-05,3.466667e-06,8.96e-05,79.96907855
1.12e-05,4.48e-05,3.733333e-06,3.84e-05,92.01226238
1.12e-05,4.48e-05,3.733333e-06,4.27e-05,88.93292114
1.12e-05,4.48e-05,3.733333e-06,4.69e-05,87.67142539
1.12e-05,4.48e-05,3.733333e-06,5.12e-05,86.55820994
1.12e-05,4.48e-05,3.733333e-06,5.55e-05,85.52763368
1.12e-05,4.48e-05,3.733333e-06,5.97e-05,84.56478783
1.12e-05,4.48e-05,3.733333e-06,6.4e-05,83.77519848
1.12e-05,4.48e-05,3.733333e-06,6.83e-05,83.64184847
1.12e-05,4.48e-05,3.733333e-06,7.25e-05,83.50574976
1.12e-05,4.48e-05,3.733333e-06,7.68e-05,83.36650722
1.12e-05,4.48e-05,3.733333e-06,8.11e-05,83.22436851
1.12e-05,4.48e-05,3.733333e-06,8.53e-05,83.08001544
1.12e-05,4.48e-05,3.733333e-06,8.96e-05,82.93436519
1.12e-05,4.48e-05,4.8e-06,3.84e-05,98.25612787
1.12e-05,4.48e-05,4.8e-06,4.27e-05,94.99980363
1.12e-05,4.48e-05,4.8e-06,4.69e-05,92.61370523
1.12e-05,4.48e-05,4.8e-06,5.12e-05,91.42412872
1.12e-05,4.48e-05,4.8e-06,5.55e-05,90.31207893
1.12e-05,4.48e-05,4.8e-06,5.97e-05,89.25544466
1.12e-05,4.48e-05,4.8e-06,6.4e-05,88.25150989
1.12e-05,4.48e-05,4.8e-06,6.83e-05,87.64176284
1.12e-05,4.48e-05,4.8e-06,7.25e-05,87.45825811
1.12e-05,4.48e-05,4.8e-06,7.68e-05,87.27065824
1.12e-05,4.48e-05,4.8e-06,8.11e-05,87.08061966
1.12e-05,4.48e-05,4.8e-06,8.53e-05,86.88883893
1.12e-05,4.48e-05,4.8e-06,8.96e-05,86.69619983
1.12e-05,4.48e-05,4.266667e-06,3.84e-05,95.53289907
1.12e-05,4.48e-05,4.266667e-06,4.27e-05,92.34785924
1.12e-05,4.48e-05,4.266667e-06,4.69e-05,90.47040411
1.12e-05,4.48e-05,4.266667e-06,5.12e-05,89.31120683
1.12e-05,4.48e-05,4.266667e-06,5.55e-05,88.23036081
1.12e-05,4.48e-05,4.266667e-06,5.97e-05,87.21436027
1.12e-05,4.48e-05,4.266667e-06,6.4e-05,86.24909618
1.12e-05,4.48e-05,4.266667e-06,6.83e-05,85.90954489
1.12e-05,4.48e-05,4.266667e-06,7.25e-05,85.74546066
1.12e-05,4.48e-05,4.266667e-06,7.68e-05,85.57816903
1.12e-05,4.48e-05,4.266667e-06,8.11e-05,85.40830932
1.12e-05,4.48e-05,4.266667e-06,8.53e-05,85.23656971
1.12e-05,4.48e-05,4.266667e-06,8.96e-05,85.06384778
1.12e-05,4.48e-05,4.533333e-06,3.84e-05,99.76690825
1.12e-05,4.48e-05,4.533333e-06,4.27e-05,96.47739269
1.12e-05,4.48e-05,4.533333e-06,4.69e-05,93.79544613
1.12e-05,4.48e-05,4.533333e-06,5.12e-05,92.59079034
1.12e-05,4.48e-05,4.533333e-06,5.55e-05,91.45989836
1.12e-05,4.48e-05,4.533333e-06,5.97e-05,90.38514689
1.12e-05,4.48e-05,4.533333e-06,6.4e-05,89.36099989
1.12e-05,4.48e-05,4.533333e-06,6.83e-05,88.59531956
1.12e-05,4.48e-05,4.533333e-06,7.25e-05,88.40211235
1.12e-05,4.48e-05,4.533333e-06,7.68e-05,88.20360173
1.12e-05,4.48e-05,4.533333e-06,8.11e-05,88.00271003
1.12e-05,4.48e-05,4.533333e-06,8.53e-05,87.80013243
1.12e-05,4.48e-05,4.533333e-06,8.96e-05,87.59673828
1.12e-05,4.48e-05,4e-06,3.84e-05,97.81939778
1.12e-05,4.48e-05,4e-06,4.27e-05,92.72816782
1.12e-05,4.48e-05,4e-06,4.69e-05,88.2969564
1.12e-05,4.48e-05,4e-06,5.12e-05,85.52335526
1.12e-05,4.48e-05,4e-06,5.55e-05,82.5963469
1.12e-05,4.48e-05,4e-06,5.97e-05,78.99361415
1.12e-05,4.48e-05,4e-06,6.4e-05,74.86721946
1.12e-05,4.48e-05,4e-06,6.83e-05,70.77834747
1.12e-05,4.48e-05,4e-06,7.25e-05,67.12312394
1.12e-05,4.48e-05,4e-06,7.68e-05,63.98889504
1.12e-05,4.48e-05,4e-06,8.11e-05,61.32089843
1.12e-05,4.48e-05,4e-06,8.53e-05,59.03626644
1.12e-05,4.48e-05,4e-06,8.96e-05,57.2260022
1.12e-05,4.48e-05,5.6e-06,3.84e-05,97.64979071
1.12e-05,4.48e-05,5.6e-06,4.27e-05,91.75372389
1.12e-05,4.48e-05,5.6e-06,4.69e-05,87.33870514
1.12e-05,4.48e-05,5.6e-06,5.12e-05,84.37527537
1.12e-05,4.48e-05,5.6e-06,5.55e-05,81.23646756
1.12e-05,4.48e-05,5.6e-06,5.97e-05,77.56472732
1.12e-05,4.48e-05,5.6e-06,6.4e-05,73.51197824
1.12e-05,4.48e-05,5.6e-06,6.83e-05,69.55465717
1.12e-05,4.48e-05,5.6e-06,7.25e-05,66.01857325
1.12e-05,4.48e-05,5.6e-06,7.68e-05,63.1358164
1.12e-05,4.48e-05,5.6e-06,8.11e-05,60.88927674
1.12e-05,4.48e-05,5.6e-06,8.53e-05,58.93524142
1.12e-05,4.48e-05,5.6e-06,8.96e-05,57.227269
1.12e-05,4.48e-05,5.066667e-06,3.84e-05,97.38094687
1.12e-05,4.48e-05,5.066667e-06,4.27e-05,90.85355849
1.12e-05,4.48e-05,5.066667e-06,4.69e-05,86.53936825
1.12e-05,4.48e-05,5.066667e-06,5.12e-05,83.34344204
1.12e-05,4.48e-05,5.066667e-06,5.55e-05,80.03340669
1.12e-05,4.48e-05,5.066667e-06,5.97e-05,76.30237454
1.12e-05,4.48e-05,5.066667e-06,6.4e-05,72.3024473
1.12e-05,4.48e-05,5.066667e-06,6.83e-05,68.44559074
1.12e-05,4.48e-05,5.066667e-06,7.25e-05,65.50860464
1.12e-05,4.48e-05,5.066667e-06,7.68e-05,62.96475726
1.12e-05,4.48e-05,5.066667e-06,8.11e-05,60.74381474
1.12e-05,4.48e-05,5.066667e-06,8.53e-05,58.80753826
1.12e-05,4.48e-05,5.066667e-06,8.96e-05,57.11192622
1.013333e-05,0.000132012,5.333333e-06,3.84e-05,86.557521
1.013333e-05,0.000132012,5.333333e-06,4.27e-05,87.73679883
1.013333e-05,0.000132012,5.333333e-06,4.69e-05,88.83867545
1.013333e-05,0.000132012,5.333333e-06,5.12e-05,89.87143899
1.013333e-05,0.000132012,5.333333e-06,5.55e-05,90.85677131
1.013333e-05,0.000132012,5.333333e-06,5.97e-05,91.88474308
1.013333e-05,0.000132012,5.333333e-06,6.4e-05,92.85130685
1.013333e-05,0.000132012,5.333333e-06,6.83e-05,93.71248077
1.013333e-05,0.000132012,5.333333e-06,7.25e-05,94.49214264
1.013333e-05,0.000132012,5.333333e-06,7.68e-05,95.20355088
1.013333e-05,0.000132012,5.333333e-06,8.11e-05,95.5519012
1.013333e-05,0.000132012,5.333333e-06,8.53e-05,95.55988545
1.013333e-05,0.000132012,5.333333e-06,8.96e-05,95.40487143
1.013333e-05,0.000132012,2.4e-06,3.84e-05,87.536287
1.013333e-05,0.000132012,2.4e-06,4.27e-05,88.63268566
1.013333e-05,0.000132012,2.4e-06,4.69e-05,89.70905287
1.013333e-05,0.000132012,2.4e-06,5.12e-05,90.7203482
1.013333e-05,0.000132012,2.4e-06,5.55e-05,91.68757853
1.013333e-05,0.000132012,2.4e-06,5.97e-05,92.69594937
1.013333e-05,0.000132012,2.4e-06,6.4e-05,93.65001257
1.013333e-05,0.000132012,2.4e-06,6.83e-05,94.49740599
1.013333e-05,0.000132012,2.4e-06,7.25e-05,95.27006393
1.013333e-05,0.000132012,2.4e-06,7.68e-05,95.97037186
1.013333e-05,0.000132012,2.4e-06,8.11e-05,96.24645225
1.013333e-05,0.000132012,2.4e-06,8.53e-05,96.22421608
1.013333e-05,0.000132012,2.4e-06,8.96e-05,96.01548084
1.013333e-05,0.000132012,2.666667e-06,3.84e-05,89.84129223
1.013333e-05,0.000132012,2.666667e-06,4.27e-05,90.73008119
1.013333e-05,0.000132012,2.666667e-06,4.69e-05,91.74907296
1.013333e-05,0.000132012,2.666667e-06,5.12e-05,92.71195695
1.013333e-05,0.000132012,2.666667e-06,5.55e-05,93.63826752
1.013333e-05,0.000132012,2.666667e-06,5.97e-05,94.60208282
1.013333e-05,0.000132012,2.666667e-06,6.4e-05,95.52244668
1.013333e-05,0.000132012,2.666667e-06,6.83e-05,96.35477182
1.013333e-05,0.000132012,2.666667e-06,7.25e-05,97.1054294
1.013333e-05,0.000132012,2.666667e-06,7.68e-05,97.79634134
1.013333e-05,0.000132012,2.666667e-06,8.11e-05,97.90305686
1.013333e-05,0.000132012,2.666667e-06,8.53e-05,97.77509316
1.013333e-05,0.000132012,2.666667e-06,8.96e-05,97.47727683
1.013333e-05,0.000132012,2.933333e-06,3.84e-05,91.53478611
1.013333e-05,0.000132012,2.933333e-06,4.27e-05,92.25975338
1.013333e-05,0.000132012,2.933333e-06,4.69e-05,93.23868002
1.013333e-05,0.000132012,2.933333e-06,5.12e-05,94.16773766
1.013333e-05,0.000132012,2.933333e-06,5.55e-05,95.06544062
1.013333e-05,0.000132012,2.933333e-06,5.97e-05,95.99809887
1.013333e-05,0.000132012,2.933333e-06,6.4e-05,96.90179916
1.013333e-05,0.000132012,2.933333e-06,6.83e-05,97.71932887
1.013333e-05,0.000132012,2.933333e-06,7.25e-05,98.46683053
1.013333e-05,0.000132012,2.933333e-06,7.68e-05,99.13586921
1.013333e-05,0.000132012,2.933333e-06,8.11e-05,99.1366021
1.013333e-05,0.000132012,2.933333e-06,8.53e-05,98.94255995
1.013333e-05,0.000132012,2.933333e-06,8.96e-05,98.58543896
1.013333e-05,0.000132012,3.2e-06,3.84e-05,93.58454726
1.013333e-05,0.000132012,3.2e-06,4.27e-05,94.09539844
1.013333e-05,0.000132012,3.2e-06,4.69e-05,95.03277403
1.013333e-05,0.000132012,3.2e-06,5.12e-05,95.92227618
1.013333e-05,0.000132012,3.2e-06,5.55e-05,96.78672026
1.013333e-05,0.000132012,3.2e-06,5.97e-05,97.6831599
1.013333e-05,0.000132012,3.2e-06,6.4e-05,98.57249907
1.013333e-05,0.000132012,3.2e-06,6.83e-05,99.38182897
1.013333e-05,0.000132012,3.2e-06,7.25e-05,100.1246596
1.013333e-05,0.000132012,3.2e-06,7.68e-05,100.7195913
1.013333e-05,0.000132012,3.2e-06,8.11e-05,100.6562452
1.013333e-05,0.000132012,3.2e-06,8.53e-05,100.3874695
1.013333e-05,0.000132012,3.2e-06,8.96e-05,99.94021067
1.013333e-05,0.000132012,3.466667e-06,3.84e-05,92.59503341
1.013333e-05,0.000132012,3.466667e-06,4.27e-05,90.08783623
1.013333e-05,0.000132012,3.466667e-06,4.69e-05,87.82140016
1.013333e-05,0.000132012,3.466667e-06,5.12e-05,86.48761977
1.013333e-05,0.000132012,3.466667e-06,5.55e-05,85.69750446
1.013333e-05,0.000132012,3.466667e-06,5.97e-05,84.96227464
1.013333e-05,0.000132012,3.466667e-06,6.4e-05,84.2716501
1.013333e-05,0.000132012,3.466667e-06,6.83e-05,83.61905676
1.013333e-05,0.000132012,3.466667e-06,7.25e-05,83.0048937
1.013333e-05,0.000132012,3.466667e-06,7.68e-05,82.86149828
1.013333e-05,0.000132012,3.466667e-06,8.11e-05,82.80588322
1.013333e-05,0.000132012,3.466667e-06,8.53e-05,82.7495268
1.013333e-05,0.000132012,3.466667e-06,8.96e-05,82.68959411
1.013333e-05,0.000132012,3.733333e-06,3.84e-05,96.92327943
1.013333e-05,0.000132012,3.733333e-06,4.27e-05,94.34028013
1.013333e-05,0.000132012,3.733333e-06,4.69e-05,91.97794294
1.013333e-05,0.000132012,3.733333e-06,5.12e-05,89.91923824
1.013333e-05,0.000132012,3.733333e-06,5.55e-05,89.09039659
1.013333e-05,0.000132012,3.733333e-06,5.97e-05,88.30566283
1.013333e-05,0.000132012,3.733333e-06,6.4e-05,87.56374747
1.013333e-05,0.000132012,3.733333e-06,6.83e-05,86.85833349
1.013333e-05,0.000132012,3.733333e-06,7.25e-05,86.18538216
1.013333e-05,0.000132012,3.733333e-06,7.68e-05,85.6732591
1.013333e-05,0.000132012,3.733333e-06,8.11e-05,85.59437821
1.013333e-05,0.000132012,3.733333e-06,8.53e-05,85.50290275
1.013333e-05,0.000132012,3.733333e-06,8.96e-05,85.41217745
1.013333e-05,0.000132012,4.8e-06,3.84e-05,102.4935683
1.013333e-05,0.000132012,4.8e-06,4.27e-05,99.81343324
1.013333e-05,0.000132012,4.8e-06,4.69e-05,97.36616233
1.013333e-05,0.000132012,4.8e-06,5.12e-05,95.08019613
1.013333e-05,0.000132012,4.8e-06,5.55e-05,93.38467687
1.013333e-05,0.000132012,4.8e-06,5.97e-05,92.55435905
1.013333e-05,0.000132012,4.8e-06,6.4e-05,91.7634731
1.013333e-05,0.000132012,4.8e-06,6.83e-05,90.999155
1.013333e-05,0.000132012,4.8e-06,7.25e-05,90.26553624
1.013333e-05,0.000132012,4.8e-06,7.68e-05,89.55965037
1.013333e-05,0.000132012,4.8e-06,8.11e-05,89.09647176
1.013333e-05,0.000132012,4.8e-06,8.53e-05,88.97446503
1.013333e-05,0.000132012,4.8e-06,8.96e-05,88.84901346
1.013333e-05,0.000132012,4.266667e-06,3.84e-05,100.0466643
1.013333e-05,0.000132012,4.266667e-06,4.27e-05,97.42779169
1.013333e-05,0.000132012,4.266667e-06,4.69e-05,95.01236655
1.013333e-05,0.000132012,4.266667e-06,5.12e-05,92.76854374
1.013333e-05,0.000132012,4.266667e-06,5.55e-05,91.51984076
1.013333e-05,0.000132012,4.266667e-06,5.97e-05,90.71234461
1.013333e-05,0.000132012,4.266667e-06,6.4e-05,89.93722482
1.013333e-05,0.000132012,4.266667e-06,6.83e-05,89.19763823
1.013333e-05,0.000132012,4.266667e-06,7.25e-05,88.48936108
1.013333e-05,0.000132012,4.266667e-06,7.68e-05,87.80975092
1.013333e-05,0.000132012,4.266667e-06,8.11e-05,87.57713372
1.013333e-05,0.000132012,4.266667e-06,8.53e-05,87.46911785
1.013333e-05,0.000132012,4.266667e-06,8.96e-05,87.35988913
1.013333e-05,0.000132012,4.533333e-06,3.84e-05,104.241118
1.013333e-05,0.000132012,4.533333e-06,4.27e-05,101.1364657
1.013333e-05,0.000132012,4.533333e-06,4.69e-05,98.67468936
1.013333e-05,0.000132012,4.533333e-06,5.12e-05,96.3682506
1.013333e-05,0.000132012,4.533333e-06,5.55e-05,94.413575
1.013333e-05,0.000132012,4.533333e-06,5.97e-05,93.5737538
1.013333e-05,0.000132012,4.533333e-06,6.4e-05,92.76883025
1.013333e-05,0.000132012,4.533333e-06,6.83e-05,91.99636921
1.013333e-05,0.000132012,4.533333e-06,7.25e-05,91.24921253
1.013333e-05,0.000132012,4.533333e-06,7.68e-05,90.52938193
1.013333e-05,0.000132012,4.533333e-06,8.11e-05,89.92499715
1.013333e-05,0.000132012,4.533333e-06,8.53e-05,89.80051428
1.013333e-05,0.000132012,4.533333e-06,8.96e-05,89.66821946
1.013333e-05,0.000132012,4e-06,3.84e-05,102.2937656
1.013333e-05,0.000132012,4e-06,4.27e-05,99.50954162
1.013333e-05,0.000132012,4e-06,4.69e-05,95.96089406
1.013333e-05,0.000132012,4e-06,5.12e-05,93.1294716
1.013333e-05,0.000132012,4e-06,5.55e-05,90.32111033
1.013333e-05,0.000132012,4e-06,5.97e-05,87.27568822
1.013333e-05,0.000132012,4e-06,6.4e-05,83.55686688
1.013333e-05,0.000132012,4e-06,6.83e-05,79.37189398
1.013333e-05,0.000132012,4e-06,7.25e-05,75.36236299
1.013333e-05,0.000132012,4e-06,7.68e-05,71.83867173
1.013333e-05,0.000132012,4e-06,8.11e-05,68.83248429
1.013333e-05,0.000132012,4e-06,8.53e-05,66.27509747
1.013333e-05,0.000132012,4e-06,8.96e-05,64.0839162
1.013333e-05,0.000132012,5.6e-06,3.84e-05,102.9366963
1.013333e-05,0.000132012,5.6e-06,4.27e-05,99.36037899
1.013333e-05,0.000132012,5.6e-06,4.69e-05,95.21707214
1.013333e-05,0.000132012,5.6e-06,5.12e-05,92.08881967
1.013333e-05,0.000132012,5.6e-06,5.55e-05,89.36057992
1.013333e-05,0.000132012,5.6e-06,5.97e-05,86.48815623
1.013333e-05,0.000132012,5.6e-06,6.4e-05,82.79540307
1.013333e-05,0.000132012,5.6e-06,6.83e-05,78.72005907
1.013333e-05,0.000132012,5.6e-06,7.25e-05,74.8236013
1.013333e-05,0.000132012,5.6e-06,7.68e-05,71.38454875
1.013333e-05,0.000132012,5.6e-06,8.11e-05,68.43362687
1.013333e-05,0.000132012,5.6e-06,8.53e-05,65.90919008
1.013333e-05,0.000132012,5.6e-06,8.96e-05,63.73546994
1.013333e-05,0.000132012,5.066667e-06,3.84e-05,103.3841476
1.013333e-05,0.000132012,5.066667e-06,4.27e-05,99.05503699
1.013333e-05,0.000132012,5.066667e-06,4.69e-05,94.52218271
1.013333e-05,0.000132012,5.066667e-06,5.12e-05,91.17578022
1.013333e-05,0.000132012,5.066667e-06,5.55e-05,88.69992889
1.013333e-05,0.000132012,5.066667e-06,5.97e-05,85.7416842
1.013333e-05,0.000132012,5.066667e-06,6.4e-05,82.07142861
1.013333e-05,0.000132012,5.066667e-06,6.83e-05,78.07768086
1.013333e-05,0.000132012,5.066667e-06,7.25e-05,74.26910679
1.013333e-05,0.000132012,5.066667e-06,7.68e-05,70.89772862
1.013333e-05,0.000132012,5.066667e-06,8.11e-05,67.99213334
1.013333e-05,0.000132012,5.066667e-06,8.53e-05,65.49553381
1.013333e-05,0.000132012,5.066667e-06,8.96e-05,63.33727271
1.013333e-05,0.0003889991,5.333333e-06,3.84e-05,86.330876
1.013333e-05,0.0003889991,5.333333e-06,4.27e-05,87.5447797
1.013333e-05,0.0003889991,5.333333e-06,4.69e-05,88.66215061
1.013333e-05,0.0003889991,5.333333e-06,5.12e-05,89.71056385
1.013333e-05,0.0003889991,5.333333e-06,5.55e-05,90.71205563
1.013333e-05,0.0003889991,5.333333e-06,5.97e-05,91.79105187
1.013333e-05,0.0003889991,5.333333e-06,6.4e-05,92.76255313
1.013333e-05,0.0003889991,5.333333e-06,6.83e-05,93.62860466
1.013333e-05,0.0003889991,5.333333e-06,7.25e-05,94.41324141
1.013333e-05,0.0003889991,5.333333e-06,7.68e-05,95.12985645
1.013333e-05,0.0003889991,5.333333e-06,8.11e-05,95.30477416
1.013333e-05,0.0003889991,5.333333e-06,8.53e-05,95.28240976
1.013333e-05,0.0003889991,5.333333e-06,8.96e-05,95.09555891
1.013333e-05,0.0003889991,2.4e-06,3.84e-05,87.26817951
1.013333e-05,0.0003889991,2.4e-06,4.27e-05,88.45139657
1.013333e-05,0.0003889991,2.4e-06,4.69e-05,89.54310096
1.013333e-05,0.0003889991,2.4e-06,5.12e-05,90.56995971
1.013333e-05,0.0003889991,2.4e-06,5.55e-05,91.5533237
1.013333e-05,0.0003889991,2.4e-06,5.97e-05,92.61151003
1.013333e-05,0.0003889991,2.4e-06,6.4e-05,93.5708903
1.013333e-05,0.0003889991,2.4e-06,6.83e-05,94.42347796
1.013333e-05,0.0003889991,2.4e-06,7.25e-05,95.20144941
1.013333e-05,0.0003889991,2.4e-06,7.68e-05,95.88403037
1.013333e-05,0.0003889991,2.4e-06,8.11e-05,96.00038027
1.013333e-05,0.0003889991,2.4e-06,8.53e-05,95.94748651
1.013333e-05,0.0003889991,2.4e-06,8.96e-05,95.70588855
1.013333e-05,0.0003889991,2.666667e-06,3.84e-05,89.52471264
1.013333e-05,0.0003889991,2.666667e-06,4.27e-05,90.57491129
1.013333e-05,0.0003889991,2.666667e-06,4.69e-05,91.60885966
1.013333e-05,0.0003889991,2.666667e-06,5.12e-05,92.58708457
1.013333e-05,0.0003889991,2.666667e-06,5.55e-05,93.52944423
1.013333e-05,0.0003889991,2.666667e-06,5.97e-05,94.54114419
1.013333e-05,0.0003889991,2.666667e-06,6.4e-05,95.46763661
1.013333e-05,0.0003889991,2.666667e-06,6.83e-05,96.30610459
1.013333e-05,0.0003889991,2.666667e-06,7.25e-05,97.06290225
1.013333e-05,0.0003889991,2.666667e-06,7.68e-05,97.63288166
1.013333e-05,0.0003889991,2.666667e-06,8.11e-05,97.66200737
1.013333e-05,0.0003889991,2.666667e-06,8.53e-05,97.50142059
1.013333e-05,0.0003889991,2.666667e-06,8.96e-05,97.16904392
1.013333e-05,0.0003889991,2.933333e-06,3.84e-05,91.23764807
1.013333e-05,0.0003889991,2.933333e-06,4.27e-05,92.12449254
1.013333e-05,0.0003889991,2.933333e-06,4.69e-05,93.11808479
1.013333e-05,0.0003889991,2.933333e-06,5.12e-05,94.06230278
1.013333e-05,0.0003889991,2.933333e-06,5.55e-05,94.9759728
1.013333e-05,0.0003889991,2.933333e-06,5.97e-05,95.95595035
1.013333e-05,0.0003889991,2.933333e-06,6.4e-05,96.86646279
1.013333e-05,0.0003889991,2.933333e-06,6.83e-05,97.69077929
1.013333e-05,0.0003889991,2.933333e-06,7.25e-05,98.44514315
1.013333e-05,0.0003889991,2.933333e-06,7.68e-05,98.93190252
1.013333e-05,0.0003889991,2.933333e-06,8.11e-05,98.90155173
1.013333e-05,0.0003889991,2.933333e-06,8.53e-05,98.67333967
1.013333e-05,0.0003889991,2.933333e-06,8.96e-05,98.28039327
1.013333e-05,0.0003889991,3.2e-06,3.84e-05,93.31147433
1.013333e-05,0.0003889991,3.2e-06,4.27e-05,93.98491348
1.013333e-05,0.0003889991,3.2e-06,4.69e-05,94.9366919
1.013333e-05,0.0003889991,3.2e-06,5.12e-05,95.84111023
1.013333e-05,0.0003889991,3.2e-06,5.55e-05,96.72139905
1.013333e-05,0.0003889991,3.2e-06,5.97e-05,97.66548603
1.013333e-05,0.0003889991,3.2e-06,6.4e-05,98.56253613
1.013333e-05,0.0003889991,3.2e-06,6.83e-05,99.3795537
1.013333e-05,0.0003889991,3.2e-06,7.25e-05,100.1301356
1.013333e-05,0.0003889991,3.2e-06,7.68e-05,100.526544
1.013333e-05,0.0003889991,3.2e-06,8.11e-05,100.4303845
1.013333e-05,0.0003889991,3.2e-06,8.53e-05,100.1261896
1.013333e-05,0.0003889991,3.2e-06,8.96e-05,99.64058151
1.013333e-05,0.0003889991,3.466667e-06,3.84e-05,91.83463492
1.013333e-05,0.0003889991,3.466667e-06,4.27e-05,89.28626161
1.013333e-05,0.0003889991,3.466667e-06,4.69e-05,86.98775516
1.013333e-05,0.0003889991,3.466667e-06,5.12e-05,85.94464571
1.013333e-05,0.0003889991,3.466667e-06,5.55e-05,85.14001487
1.013333e-05,0.0003889991,3.466667e-06,5.97e-05,84.39182111
1.013333e-05,0.0003889991,3.466667e-06,6.4e-05,83.68948812
1.013333e-05,0.0003889991,3.466667e-06,6.83e-05,83.02625292
1.013333e-05,0.0003889991,3.466667e-06,7.25e-05,82.52460468
1.013333e-05,0.0003889991,3.466667e-06,7.68e-05,82.47440733
1.013333e-05,0.0003889991,3.466667e-06,8.11e-05,82.41560764
1.013333e-05,0.0003889991,3.466667e-06,8.53e-05,82.35620235
1.013333e-05,0.0003889991,3.466667e-06,8.96e-05,82.29341092
1.013333e-05,0.0003889991,3.733333e-06,3.84e-05,96.2268647
1.013333e-05,0.0003889991,3.733333e-06,4.27e-05,93.59188714
1.013333e-05,0.0003889991,3.733333e-06,4.69e-05,91.18737021
1.013333e-05,0.0003889991,3.733333e-06,5.12e-05,89.42524082
1.013333e-05,0.0003889991,3.733333e-06,5.55e-05,88.57826204
1.013333e-05,0.0003889991,3.733333e-06,5.97e-05,87.77696549
1.013333e-05,0.0003889991,3.733333e-06,6.4e-05,87.01995294
1.013333e-05,0.0003889991,3.733333e-06,6.83e-05,86.30069481
1.013333e-05,0.0003889991,3.733333e-06,7.25e-05,85.61500654
1.013333e-05,0.0003889991,3.733333e-06,7.68e-05,85.32103573
1.013333e-05,0.0003889991,3.733333e-06,8.11e-05,85.23791789
1.013333e-05,0.0003889991,3.733333e-06,8.53e-05,85.14230977
1.013333e-05,0.0003889991,3.733333e-06,8.96e-05,85.04766758
1.013333e-05,0.0003889991,4.8e-06,3.84e-05,101.8412132
1.013333e-05,0.0003889991,4.8e-06,4.27e-05,99.14051541
1.013333e-05,0.0003889991,4.8e-06,4.69e-05,96.63903263
1.013333e-05,0.0003889991,4.8e-06,5.12e-05,94.30717266
1.013333e-05,0.0003889991,4.8e-06,5.55e-05,92.93248338
1.013333e-05,0.0003889991,4.8e-06,5.97e-05,92.08152698
1.013333e-05,0.0003889991,4.8e-06,6.4e-05,91.27162443
1.013333e-05,0.0003889991,4.8e-06,6.83e-05,90.48951226
1.013333e-05,0.0003889991,4.8e-06,7.25e-05,89.7393651
1.013333e-05,0.0003889991,4.8e-06,7.68e-05,89.01808818
1.013333e-05,0.0003889991,4.8e-06,8.11e-05,88.78450268
1.013333e-05,0.0003889991,4.8e-06,8.53e-05,88.65708136
1.013333e-05,0.0003889991,4.8e-06,8.96e-05,88.52649948
1.013333e-05,0.0003889991,4.266667e-06,3.84e-05,99.39902831
1.013333e-05,0.0003889991,4.266667e-06,4.27e-05,96.7210777
1.013333e-05,0.0003889991,4.266667e-06,4.69e-05,94.25652437
1.013333e-05,0.0003889991,4.266667e-06,5.12e-05,91.97177104
1.013333e-05,0.0003889991,4.266667e-06,5.55e-05,91.04128099
1.013333e-05,0.0003889991,4.266667e-06,5.97e-05,90.21497903
1.013333e-05,0.0003889991,4.266667e-06,6.4e-05,89.42240494
1.013333e-05,0.0003889991,4.266667e-06,6.83e-05,88.66672651
1.013333e-05,0.0003889991,4.266667e-06,7.25e-05,87.94355789
1.013333e-05,0.0003889991,4.266667e-06,7.68e-05,87.34891853
1.013333e-05,0.0003889991,4.266667e-06,8.11e-05,87.24558983
1.013333e-05,0.0003889991,4.266667e-06,8.53e-05,87.13276835
1.013333e-05,0.0003889991,4.266667e-06,8.96e-05,87.01892614
1.013333e-05,0.0003889991,4.533333e-06,3.84e-05,103.1901832
1.013333e-05,0.0003889991,4.533333e-06,4.27e-05,100.4828254
1.013333e-05,0.0003889991,4.533333e-06,4.69e-05,97.96413437
1.013333e-05,0.0003889991,4.533333e-06,5.12e-05,95.60911318
1.013333e-05,0.0003889991,4.533333e-06,5.55e-05,93.97610452
1.013333e-05,0.0003889991,4.533333e-06,5.97e-05,93.11472099
