a,b,c,d,gain
1.12e-05,4.48e-05,4.266667e-06,5.55e-05,11.20494059
1.12e-05,4.48e-05,4.266667e-06,5.97e-05,11.98097514
1.12e-05,4.48e-05,4.266667e-06,6.4e-05,12.70758973
1.12e-05,4.48e-05,4.266667e-06,6.83e-05,13.39130925
1.12e-05,4.48e-05,4.266667e-06,7.25e-05,14.03889821
1.12e-05,4.48e-05,4.266667e-06,7.68e-05,14.65485176
1.12e-05,4.48e-05,4.266667e-06,8.11e-05,15.2427356
1.12e-05,4.48e-05,4.266667e-06,8.53e-05,15.80580156
1.12e-05,4.48e-05,4.266667e-06,8.96e-05,16.34681469
1.12e-05,4.48e-05,4.266667e-06,3.84e-05,7.679801949
1.12e-05,4.48e-05,4.266667e-06,4.27e-05,8.768734365
1.12e-05,4.48e-05,4.266667e-06,4.69e-05,9.754756702
1.12e-05,4.48e-05,4.266667e-06,5.12e-05,10.65660924
1.12e-05,4.48e-05,4.266667e-06,5.55e-05,11.48930799
1.12e-05,4.48e-05,4.266667e-06,5.97e-05,12.26379873
1.12e-05,4.48e-05,4.266667e-06,6.4e-05,12.98980573
1.12e-05,4.48e-05,4.266667e-06,6.83e-05,13.67300835
1.12e-05,4.48e-05,4.266667e-06,7.25e-05,14.31991481
1.12e-05,4.48e-05,4.266667e-06,7.68e-05,14.93498162
1.12e-05,4.48e-05,4.266667e-06,8.11e-05,15.52194654
1.12e-05,4.48e-05,4.266667e-06,8.53e-05,16.08405685
1.12e-05,4.48e-05,4.266667e-06,8.96e-05,16.62407367
1.12e-05,4.48e-05,4.533333e-06,3.84e-05,7.146443669
1.12e-05,4.48e-05,4.533333e-06,4.27e-05,8.236268032
1.12e-05,4.48e-05,4.533333e-06,4.69e-05,9.222690407
1.12e-05,4.48e-05,4.533333e-06,5.12e-05,10.12544319
1.12e-05,4.48e-05,4.533333e-06,5.55e-05,10.95865768
1.12e-05,4.48e-05,4.533333e-06,5.97e-05,11.73491633
1.12e-05,4.48e-05,4.533333e-06,6.4e-05,12.46207282
1.12e-05,4.48e-05,4.533333e-06,6.83e-05,13.1461896
1.12e-05,4.48e-05,4.533333e-06,7.25e-05,13.79429886
1.12e-05,4.48e-05,4.533333e-06,7.68e-05,14.4111015
1.12e-05,4.48e-05,4.533333e-06,8.11e-05,14.99985336
1.12e-05,4.48e-05,4.533333e-06,8.53e-05,15.56381191
1.12e-05,4.48e-05,4.533333e-06,8.96e-05,16.1057476
1.12e-05,4.48e-05,4.533333e-06,3.84e-05,7.033664506
1.12e-05,4.48e-05,4.533333e-06,4.27e-05,8.12363308
1.12e-05,4.48e-05,4.533333e-06,4.69e-05,9.11022004
1.12e-05,4.48e-05,4.533333e-06,5.12e-05,10.01318222
1.12e-05,4.48e-05,4.533333e-06,5.55e-05,10.8467653
1.12e-05,4.48e-05,4.533333e-06,5.97e-05,11.62317655
1.12e-05,4.48e-05,4.533333e-06,6.4e-05,12.35058566
1.12e-05,4.48e-05,4.533333e-06,6.83e-05,13.03485887
1.12e-05,4.48e-05,4.533333e-06,7.25e-05,13.68315552
1.12e-05,4.48e-05,4.533333e-06,7.68e-05,14.30037675
1.12e-05,4.48e-05,4.533333e-06,8.11e-05,14.88955049
1.12e-05,4.48e-05,4.533333e-06,8.53e-05,15.45393755
1.12e-05,4.48e-05,4.533333e-06,8.96e-05,15.99631276
1.12e-05,4.48e-05,4e-06,3.84e-05,36.89867854
1.12e-05,4.48e-05,4e-06,4.27e-05,41.8137396
1.12e-05,4.48e-05,4e-06,4.69e-05,46.70357753
1.12e-05,4.48e-05,4e-06,5.12e-05,50.15635188
1.12e-05,4.48e-05,4e-06,5.55e-05,52.40036891
1.12e-05,4.48e-05,4e-06,5.97e-05,53.81651704
1.12e-05,4.48e-05,4e-06,6.4e-05,54.68213785
1.12e-05,4.48e-05,4e-06,6.83e-05,55.20741781
1.12e-05,4.48e-05,4e-06,7.25e-05,55.52335531
1.12e-05,4.48e-05,4e-06,7.68e-05,55.70567155
1.12e-05,4.48e-05,4e-06,8.11e-05,55.79706764
1.12e-05,4.48e-05,4e-06,8.53e-05,55.82143812
1.12e-05,4.48e-05,4e-06,8.96e-05,55.79181114
1.12e-05,4.48e-05,4e-06,3.84e-05,36.81957919
1.12e-05,4.48e-05,4e-06,4.27e-05,41.82420786
1.12e-05,4.48e-05,4e-06,4.69e-05,46.7441391
1.12e-05,4.48e-05,4e-06,5.12e-05,50.1643472
1.12e-05,4.48e-05,4e-06,5.55e-05,52.36918856
1.12e-05,4.48e-05,4e-06,5.97e-05,53.7548502
1.12e-05,4.48e-05,4e-06,6.4e-05,54.60240575
1.12e-05,4.48e-05,4e-06,6.83e-05,55.11874582
1.12e-05,4.48e-05,4e-06,7.25e-05,55.4314903
1.12e-05,4.48e-05,4e-06,7.68e-05,55.61411651
1.12e-05,4.48e-05,4e-06,8.11e-05,55.70806411
1.12e-05,4.48e-05,4e-06,8.53e-05,55.73658555
1.12e-05,4.48e-05,4e-06,8.96e-05,55.71243469
1.12e-05,4.48e-05,5.6e-06,3.84e-05,36.69406599
1.12e-05,4.48e-05,5.6e-06,4.27e-05,41.85443164
1.12e-05,4.48e-05,5.6e-06,4.69e-05,46.81605432
1.12e-05,4.48e-05,5.6e-06,5.12e-05,50.17402312
1.12e-05,4.48e-05,5.6e-06,5.55e-05,52.3095962
1.12e-05,4.48e-05,5.6e-06,5.97e-05,53.64305131
1.12e-05,4.48e-05,5.6e-06,6.4e-05,54.46006821
1.12e-05,4.48e-05,5.6e-06,6.83e-05,54.96143988
1.12e-05,4.48e-05,5.6e-06,7.25e-05,55.26892616
1.12e-05,4.48e-05,5.6e-06,7.68e-05,55.45219438
1.12e-05,4.48e-05,5.6e-06,8.11e-05,55.55055512
1.12e-05,4.48e-05,5.6e-06,8.53e-05,55.58617551
1.12e-05,4.48e-05,5.6e-06,8.96e-05,55.57134002
1.12e-05,4.48e-05,5.6e-06,3.84e-05,36.64358198
1.12e-05,4.48e-05,5.6e-06,4.27e-05,41.87233312
1.12e-05,4.48e-05,5.6e-06,4.69e-05,46.84797537
1.12e-05,4.48e-05,5.6e-06,5.12e-05,50.17651895
1.12e-05,4.48e-05,5.6e-06,5.55e-05,52.28129613
1.12e-05,4.48e-05,5.6e-06,5.97e-05,53.59216062
1.12e-05,4.48e-05,5.6e-06,6.4e-05,54.3961091
1.12e-05,4.48e-05,5.6e-06,6.83e-05,54.89112626
1.12e-05,4.48e-05,5.6e-06,7.25e-05,55.1964111
1.12e-05,4.48e-05,5.6e-06,7.68e-05,55.37999513
1.12e-05,4.48e-05,5.6e-06,8.11e-05,55.4802792
1.12e-05,4.48e-05,5.6e-06,8.53e-05,55.51896572
1.12e-05,4.48e-05,5.6e-06,8.96e-05,55.5081358
1.12e-05,4.48e-05,5.066667e-06,3.84e-05,36.56016305
1.12e-05,4.48e-05,5.066667e-06,4.27e-05,41.9108471
1.12e-05,4.48e-05,5.066667e-06,4.69e-05,46.90499092
1.12e-05,4.48e-05,5.066667e-06,5.12e-05,50.17819729
1.12e-05,4.48e-05,5.066667e-06,5.55e-05,52.22767352
1.12e-05,4.48e-05,5.066667e-06,5.97e-05,53.49882186
1.12e-05,4.48e-05,5.066667e-06,6.4e-05,54.27999626
1.12e-05,4.48e-05,5.066667e-06,6.83e-05,54.76400663
1.12e-05,4.48e-05,5.066667e-06,7.25e-05,55.06551868
1.12e-05,4.48e-05,5.066667e-06,7.68e-05,55.24970699
1.12e-05,4.48e-05,5.066667e-06,8.11e-05,55.35338881
1.12e-05,4.48e-05,5.066667e-06,8.53e-05,55.39745598
1.12e-05,4.48e-05,5.066667e-06,8.96e-05,55.39363118
1.12e-05,4.48e-05,5.066667e-06,3.84e-05,36.52526847
1.12e-05,4.48e-05,5.066667e-06,4.27e-05,41.9307407
1.12e-05,4.48e-05,5.066667e-06,4.69e-05,46.93050963
1.12e-05,4.48e-05,5.066667e-06,5.12e-05,50.17775853
1.12e-05,4.48e-05,5.066667e-06,5.55e-05,52.20229144
1.12e-05,4.48e-05,5.066667e-06,5.97e-05,53.45585666
1.12e-05,4.48e-05,5.066667e-06,6.4e-05,54.22702729
1.12e-05,4.48e-05,5.066667e-06,6.83e-05,54.70622838
1.12e-05,4.48e-05,5.066667e-06,7.25e-05,55.00610741
1.12e-05,4.48e-05,5.066667e-06,7.68e-05,55.19058184
1.12e-05,4.48e-05,5.066667e-06,8.11e-05,55.29577402
1.12e-05,4.48e-05,5.066667e-06,8.53e-05,55.34221931
1.12e-05,4.48e-05,5.066667e-06,8.96e-05,55.34148121
1.12e-05,4.48e-05,5.333333e-06,3.84e-05,36.41573888
1.12e-05,4.48e-05,5.333333e-06,4.27e-05,42.00970331
1.12e-05,4.48e-05,5.333333e-06,4.69e-05,47.01659922
1.12e-05,4.48e-05,5.333333e-06,5.12e-05,50.17038669
1.12e-05,4.48e-05,5.333333e-06,5.55e-05,52.10934915
1.12e-05,4.48e-05,5.333333e-06,5.97e-05,53.30399879
1.12e-05,4.48e-05,5.333333e-06,6.4e-05,54.04198423
1.12e-05,4.48e-05,5.333333e-06,6.83e-05,54.50533672
1.12e-05,4.48e-05,5.333333e-06,7.25e-05,54.79989868
1.12e-05,4.48e-05,5.333333e-06,7.68e-05,54.98540953
1.12e-05,4.48e-05,5.333333e-06,8.11e-05,55.09568925
1.12e-05,4.48e-05,5.333333e-06,8.53e-05,55.15008815
1.12e-05,4.48e-05,5.333333e-06,8.96e-05,55.15963346
1.12e-05,4.48e-05,5.333333e-06,3.84e-05,36.46552109
1.12e-05,4.48e-05,5.333333e-06,4.27e-05,41.97063187
1.12e-05,4.48e-05,5.333333e-06,4.69e-05,46.97646087
1.12e-05,4.48e-05,5.333333e-06,5.12e-05,50.17500581
1.12e-05,4.48e-05,5.333333e-06,5.55e-05,52.15418786
1.12e-05,4.48e-05,5.333333e-06,5.97e-05,53.37626932
1.12e-05,4.48e-05,5.333333e-06,6.4e-05,54.12964342
1.12e-05,4.48e-05,5.333333e-06,6.83e-05,54.60032562
1.12e-05,4.48e-05,5.333333e-06,7.25e-05,54.89733442
1.12e-05,4.48e-05,5.333333e-06,7.68e-05,55.08234807
1.12e-05,4.48e-05,5.333333e-06,8.11e-05,55.19025369
1.12e-05,4.48e-05,5.333333e-06,8.53e-05,55.2409517
1.12e-05,4.48e-05,5.333333e-06,8.96e-05,55.24571962
1.013333e-05,0.000132012,2.4e-06,3.84e-05,18.52647948
1.013333e-05,0.000132012,2.4e-06,4.27e-05,19.78830527
1.013333e-05,0.000132012,2.4e-06,4.69e-05,20.96465596
1.013333e-05,0.000132012,2.4e-06,5.12e-05,22.07569325
1.013333e-05,0.000132012,2.4e-06,5.55e-05,23.13711912
1.013333e-05,0.000132012,2.4e-06,5.97e-05,24.16171423
1.013333e-05,0.000132012,2.4e-06,6.4e-05,25.1591522
1.013333e-05,0.000132012,2.4e-06,6.83e-05,26.14270124
1.013333e-05,0.000132012,2.4e-06,7.25e-05,27.117705
1.013333e-05,0.000132012,2.4e-06,7.68e-05,28.0933111
1.013333e-05,0.000132012,2.4e-06,8.11e-05,29.08185705
1.013333e-05,0.000132012,2.4e-06,8.53e-05,30.08995903
1.013333e-05,0.000132012,2.4e-06,8.96e-05,31.12838898
1.013333e-05,0.000132012,2.4e-06,3.84e-05,18.26758095
1.013333e-05,0.000132012,2.4e-06,4.27e-05,19.53147718
1.013333e-05,0.000132012,2.4e-06,4.69e-05,20.71028263
1.013333e-05,0.000132012,2.4e-06,5.12e-05,21.8241973
1.013333e-05,0.000132012,2.4e-06,5.55e-05,22.88897672
1.013333e-05,0.000132012,2.4e-06,5.97e-05,23.91747027
1.013333e-05,0.000132012,2.4e-06,6.4e-05,24.91787946
1.013333e-05,0.000132012,2.4e-06,6.83e-05,25.90813443
1.013333e-05,0.000132012,2.4e-06,7.25e-05,26.88783202
1.013333e-05,0.000132012,2.4e-06,7.68e-05,27.87352049
1.013333e-05,0.000132012,2.4e-06,8.11e-05,28.86954909
1.013333e-05,0.000132012,2.4e-06,8.53e-05,29.88107172
1.013333e-05,0.000132012,2.4e-06,8.96e-05,30.93813512
1.013333e-05,0.000132012,2.666667e-06,3.84e-05,17.8275717
1.013333e-05,0.000132012,2.666667e-06,4.27e-05,19.09524208
1.013333e-05,0.000132012,2.666667e-06,4.69e-05,20.27846838
1.013333e-05,0.000132012,2.666667e-06,5.12e-05,21.39752778
1.013333e-05,0.000132012,2.666667e-06,5.55e-05,22.4682744
1.013333e-05,0.000132012,2.666667e-06,5.97e-05,23.50368541
1.013333e-05,0.000132012,2.666667e-06,6.4e-05,24.51488187
1.013333e-05,0.000132012,2.666667e-06,6.83e-05,25.51072979
1.013333e-05,0.000132012,2.666667e-06,7.25e-05,26.50405349
1.013333e-05,0.000132012,2.666667e-06,7.68e-05,27.50082623
1.013333e-05,0.000132012,2.666667e-06,8.11e-05,28.5047949
1.013333e-05,0.000132012,2.666667e-06,8.53e-05,29.54594846
1.013333e-05,0.000132012,2.666667e-06,8.96e-05,30.61951395
1.013333e-05,0.000132012,2.666667e-06,3.84e-05,17.63781603
1.013333e-05,0.000132012,2.666667e-06,4.27e-05,18.90723159
1.013333e-05,0.000132012,2.666667e-06,4.69e-05,20.09247314
1.013333e-05,0.000132012,2.666667e-06,5.12e-05,21.21385807
1.013333e-05,0.000132012,2.666667e-06,5.55e-05,22.28728862
1.013333e-05,0.000132012,2.666667e-06,5.97e-05,23.3258001
1.013333e-05,0.000132012,2.666667e-06,6.4e-05,24.34058551
1.013333e-05,0.000132012,2.666667e-06,6.83e-05,25.33942728
1.013333e-05,0.000132012,2.666667e-06,7.25e-05,26.33873379
1.013333e-05,0.000132012,2.666667e-06,7.68e-05,27.34099665
1.013333e-05,0.000132012,2.666667e-06,8.11e-05,28.35674631
1.013333e-05,0.000132012,2.666667e-06,8.53e-05,29.40188309
1.013333e-05,0.000132012,2.666667e-06,8.96e-05,30.48403626
1.013333e-05,0.000132012,2.933333e-06,3.84e-05,16.89098261
1.013333e-05,0.000132012,2.933333e-06,4.27e-05,18.16662065
1.013333e-05,0.000132012,2.933333e-06,4.69e-05,19.36069284
1.013333e-05,0.000132012,2.933333e-06,5.12e-05,20.49203513
1.013333e-05,0.000132012,2.933333e-06,5.55e-05,21.57679919
1.013333e-05,0.000132012,2.933333e-06,5.97e-05,22.62829553
1.013333e-05,0.000132012,2.933333e-06,6.4e-05,23.65803822
1.013333e-05,0.000132012,2.933333e-06,6.83e-05,24.67651213
1.013333e-05,0.000132012,2.933333e-06,7.25e-05,25.69069121
1.013333e-05,0.000132012,2.933333e-06,7.68e-05,26.71965064
1.013333e-05,0.000132012,2.933333e-06,8.11e-05,27.76501575
1.013333e-05,0.000132012,2.933333e-06,8.53e-05,28.83608059
1.013333e-05,0.000132012,2.933333e-06,8.96e-05,29.96029806
1.013333e-05,0.000132012,2.933333e-06,3.84e-05,17.1564641
1.013333e-05,0.000132012,2.933333e-06,4.27e-05,18.43015718
1.013333e-05,0.000132012,2.933333e-06,4.69e-05,19.62088892
1.013333e-05,0.000132012,2.933333e-06,5.12e-05,20.7485192
1.013333e-05,0.000132012,2.933333e-06,5.55e-05,21.82909658
1.013333e-05,0.000132012,2.933333e-06,5.97e-05,22.87582191
1.013333e-05,0.000132012,2.933333e-06,6.4e-05,23.90008721
1.013333e-05,0.000132012,2.933333e-06,6.83e-05,24.91223217
1.013333e-05,0.000132012,2.933333e-06,7.25e-05,25.92111916
1.013333e-05,0.000132012,2.933333e-06,7.68e-05,26.93947324
1.013333e-05,0.000132012,2.933333e-06,8.11e-05,27.97426305
1.013333e-05,0.000132012,2.933333e-06,8.53e-05,29.03923527
1.013333e-05,0.000132012,2.933333e-06,8.96e-05,30.13994196
1.013333e-05,0.000132012,3.2e-06,3.84e-05,17.30428478
1.013333e-05,0.000132012,3.2e-06,4.27e-05,18.57675604
1.013333e-05,0.000132012,3.2e-06,4.69e-05,19.76573463
1.013333e-05,0.000132012,3.2e-06,5.12e-05,20.89138761
1.013333e-05,0.000132012,3.2e-06,5.55e-05,21.96971392
1.013333e-05,0.000132012,3.2e-06,5.97e-05,23.01385985
1.013333e-05,0.000132012,3.2e-06,6.4e-05,24.03515395
1.013333e-05,0.000132012,3.2e-06,6.83e-05,25.04385656
1.013333e-05,0.000132012,3.2e-06,7.25e-05,26.04923759
1.013333e-05,0.000132012,3.2e-06,7.68e-05,27.05798472
1.013333e-05,0.000132012,3.2e-06,8.11e-05,28.09219178
1.013333e-05,0.000132012,3.2e-06,8.53e-05,29.15009393
1.013333e-05,0.000132012,3.2e-06,8.96e-05,30.24875022
1.013333e-05,0.000132012,3.2e-06,3.84e-05,16.55232153
1.013333e-05,0.000132012,3.2e-06,4.27e-05,17.83281438
1.013333e-05,0.000132012,3.2e-06,4.69e-05,19.0283789
1.013333e-05,0.000132012,3.2e-06,5.12e-05,20.16484892
1.013333e-05,0.000132012,3.2e-06,5.55e-05,21.25528509
1.013333e-05,0.000132012,3.2e-06,5.97e-05,22.31316725
1.013333e-05,0.000132012,3.2e-06,6.4e-05,23.35018931
1.013333e-05,0.000132012,3.2e-06,6.83e-05,24.37702085
1.013333e-05,0.000132012,3.2e-06,7.25e-05,25.40398426
1.013333e-05,0.000132012,3.2e-06,7.68e-05,26.44069717
1.013333e-05,0.000132012,3.2e-06,8.11e-05,27.49544596
1.013333e-05,0.000132012,3.2e-06,8.53e-05,28.59207586
1.013333e-05,0.000132012,3.2e-06,8.96e-05,29.73131371
1.013333e-05,0.000132012,3.466667e-06,3.84e-05,16.65840202
1.013333e-05,0.000132012,3.466667e-06,4.27e-05,17.93528668
1.013333e-05,0.000132012,3.466667e-06,4.69e-05,19.13254813
1.013333e-05,0.000132012,3.466667e-06,5.12e-05,20.26735485
1.013333e-05,0.000132012,3.466667e-06,5.55e-05,21.3559676
1.013333e-05,0.000132012,3.466667e-06,5.97e-05,22.41180884
1.013333e-05,0.000132012,3.466667e-06,6.4e-05,23.44651265
1.013333e-05,0.000132012,3.466667e-06,6.83e-05,24.47068289
1.013333e-05,0.000132012,3.466667e-06,7.25e-05,25.49455021
1.013333e-05,0.000132012,3.466667e-06,7.68e-05,26.52795919
1.013333e-05,0.000132012,3.466667e-06,8.11e-05,27.58082792
1.013333e-05,0.000132012,3.466667e-06,8.53e-05,28.66932553
1.013333e-05,0.000132012,3.466667e-06,8.96e-05,29.80287387
1.013333e-05,0.000132012,3.466667e-06,3.84e-05,8.250042393
1.013333e-05,0.000132012,3.466667e-06,4.27e-05,9.336379922
1.013333e-05,0.000132012,3.466667e-06,4.69e-05,10.31842717
1.013333e-05,0.000132012,3.466667e-06,5.12e-05,11.2155658
1.013333e-05,0.000132012,3.466667e-06,5.55e-05,12.04397949
1.013333e-05,0.000132012,3.466667e-06,5.97e-05,12.81383365
1.013333e-05,0.000132012,3.466667e-06,6.4e-05,13.53402442
1.013333e-05,0.000132012,3.466667e-06,6.83e-05,14.21160669
1.013333e-05,0.000132012,3.466667e-06,7.25e-05,14.85264644
1.013333e-05,0.000132012,3.466667e-06,7.68e-05,15.46147702
1.013333e-05,0.000132012,3.466667e-06,8.11e-05,16.04046136
1.013333e-05,0.000132012,3.466667e-06,8.53e-05,16.59525226
1.013333e-05,0.000132012,3.466667e-06,8.96e-05,17.1273482
1.013333e-05,0.000132012,3.733333e-06,3.84e-05,7.747950015
1.013333e-05,0.000132012,3.733333e-06,4.27e-05,8.834466882
1.013333e-05,0.000132012,3.733333e-06,4.69e-05,9.816852378
1.013333e-05,0.000132012,3.733333e-06,5.12e-05,10.71499363
1.013333e-05,0.000132012,3.733333e-06,5.55e-05,11.54308716
1.013333e-05,0.000132012,3.733333e-06,5.97e-05,12.31386483
1.013333e-05,0.000132012,3.733333e-06,6.4e-05,13.034924
1.013333e-05,0.000132012,3.733333e-06,6.83e-05,13.71338418
1.013333e-05,0.000132012,3.733333e-06,7.25e-05,14.35496671
1.013333e-05,0.000132012,3.733333e-06,7.68e-05,14.96523697
1.013333e-05,0.000132012,3.733333e-06,8.11e-05,15.54532217
1.013333e-05,0.000132012,3.733333e-06,8.53e-05,16.10032784
1.013333e-05,0.000132012,3.733333e-06,8.96e-05,16.63466148
1.013333e-05,0.000132012,3.733333e-06,3.84e-05,7.53383254
1.013333e-05,0.000132012,3.733333e-06,4.27e-05,8.620459173
1.013333e-05,0.000132012,3.733333e-06,4.69e-05,9.603017773
1.013333e-05,0.000132012,3.733333e-06,5.12e-05,10.5013867
1.013333e-05,0.000132012,3.733333e-06,5.55e-05,11.32942513
1.013333e-05,0.000132012,3.733333e-06,5.97e-05,12.1007357
1.013333e-05,0.000132012,3.733333e-06,6.4e-05,12.82223131
1.013333e-05,0.000132012,3.733333e-06,6.83e-05,13.50110838
1.013333e-05,0.000132012,3.733333e-06,7.25e-05,14.14312052
1.013333e-05,0.000132012,3.733333e-06,7.68e-05,14.75356508
1.013333e-05,0.000132012,3.733333e-06,8.11e-05,15.33420505
1.013333e-05,0.000132012,3.733333e-06,8.53e-05,15.8905243
1.013333e-05,0.000132012,3.733333e-06,8.96e-05,16.42484702
1.013333e-05,0.000132012,4.8e-06,3.84e-05,7.160393236
1.013333e-05,0.000132012,4.8e-06,4.27e-05,8.247269605
1.013333e-05,0.000132012,4.8e-06,4.69e-05,9.230176203
1.013333e-05,0.000132012,4.8e-06,5.12e-05,10.1289823
1.013333e-05,0.000132012,4.8e-06,5.55e-05,10.9584227
1.013333e-05,0.000132012,4.8e-06,5.97e-05,11.72904424
1.013333e-05,0.000132012,4.8e-06,6.4e-05,12.45146627
1.013333e-05,0.000132012,4.8e-06,6.83e-05,13.13116021
1.013333e-05,0.000132012,4.8e-06,7.25e-05,13.77397569
1.013333e-05,0.000132012,4.8e-06,7.68e-05,14.38463212
1.013333e-05,0.000132012,4.8e-06,8.11e-05,14.9677561
1.013333e-05,0.000132012,4.8e-06,8.53e-05,15.52431857
1.013333e-05,0.000132012,4.8e-06,8.96e-05,16.05938632
1.013333e-05,0.000132012,4.8e-06,3.84e-05,6.569219833
1.013333e-05,0.000132012,4.8e-06,4.27e-05,7.656766375
1.013333e-05,0.000132012,4.8e-06,4.69e-05,8.64038776
1.013333e-05,0.000132012,4.8e-06,5.12e-05,9.54000607
1.013333e-05,0.000132012,4.8e-06,5.55e-05,10.3703703
1.013333e-05,0.000132012,4.8e-06,5.97e-05,11.14271232
1.013333e-05,0.000132012,4.8e-06,6.4e-05,11.86492303
1.013333e-05,0.000132012,4.8e-06,6.83e-05,12.54632491
1.013333e-05,0.000132012,4.8e-06,7.25e-05,13.19062657
1.013333e-05,0.000132012,4.8e-06,7.68e-05,13.80274592
1.013333e-05,0.000132012,4.8e-06,8.11e-05,14.38597037
1.013333e-05,0.000132012,4.8e-06,8.53e-05,14.94594249
1.013333e-05,0.000132012,4.8e-06,8.96e-05,15.48214208
1.013333e-05,0.000132012,4.266667e-06,3.84e-05,6.701658262
1.013333e-05,0.000132012,4.266667e-06,4.27e-05,7.789003844
1.013333e-05,0.000132012,4.266667e-06,4.69e-05,8.772440989
1.013333e-05,0.000132012,4.266667e-06,5.12e-05,9.671862092
1.013333e-05,0.000132012,4.266667e-06,5.55e-05,10.50200762
1.013333e-05,0.000132012,4.266667e-06,5.97e-05,11.27410709
1.013333e-05,0.000132012,4.266667e-06,6.4e-05,11.99628851
1.013333e-05,0.000132012,4.266667e-06,6.83e-05,12.6772394
1.013333e-05,0.000132012,4.266667e-06,7.25e-05,13.32117572
1.013333e-05,0.000132012,4.266667e-06,7.68e-05,13.93294983
1.013333e-05,0.000132012,4.266667e-06,8.11e-05,14.51678869
1.013333e-05,0.000132012,4.266667e-06,8.53e-05,15.07457379
1.013333e-05,0.000132012,4.266667e-06,8.96e-05,15.61097142
1.013333e-05,0.000132012,4.266667e-06,3.84e-05,6.995844707
1.013333e-05,0.000132012,4.266667e-06,4.27e-05,8.082862911
1.013333e-05,0.000132012,4.266667e-06,4.69e-05,9.065944521
1.013333e-05,0.000132012,4.266667e-06,5.12e-05,9.964960436
1.013333e-05,0.000132012,4.266667e-06,5.55e-05,10.79464483
1.013333e-05,0.000132012,4.266667e-06,5.97e-05,11.56523182
1.013333e-05,0.000132012,4.266667e-06,6.4e-05,12.28816394
1.013333e-05,0.000132012,4.266667e-06,6.83e-05,12.96826799
1.013333e-05,0.000132012,4.266667e-06,7.25e-05,13.61146469
1.013333e-05,0.000132012,4.266667e-06,7.68e-05,14.22250981
1.013333e-05,0.000132012,4.266667e-06,8.11e-05,14.80600492
1.013333e-05,0.000132012,4.266667e-06,8.53e-05,15.36305506
1.013333e-05,0.000132012,4.266667e-06,8.96e-05,15.89856443
1.013333e-05,0.000132012,4.533333e-06,3.84e-05,6.44529765
1.013333e-05,0.000132012,4.533333e-06,4.27e-05,7.532847466
1.013333e-05,0.000132012,4.533333e-06,4.69e-05,8.516659964
1.013333e-05,0.000132012,4.533333e-06,5.12e-05,9.416473351
1.013333e-05,0.000132012,4.533333e-06,5.55e-05,10.24704947
1.013333e-05,0.000132012,4.533333e-06,5.97e-05,11.0196246
1.013333e-05,0.000132012,4.533333e-06,6.4e-05,11.74179326
1.013333e-05,0.000132012,4.533333e-06,6.83e-05,12.42367172
1.013333e-05,0.000132012,4.533333e-06,7.25e-05,13.0683402
1.013333e-05,0.000132012,4.533333e-06,7.68e-05,13.68079507
1.013333e-05,0.000132012,4.533333e-06,8.11e-05,14.26502864
1.013333e-05,0.000132012,4.533333e-06,8.53e-05,14.82488803
1.013333e-05,0.000132012,4.533333e-06,8.96e-05,15.36136712
1.013333e-05,0.000132012,4.533333e-06,3.84e-05,6.328880883
1.013333e-05,0.000132012,4.533333e-06,4.27e-05,7.416354645
1.013333e-05,0.000132012,4.533333e-06,4.69e-05,8.400367043
1.013333e-05,0.000132012,4.533333e-06,5.12e-05,9.300374853
1.013333e-05,0.000132012,4.533333e-06,5.55e-05,10.13115694
1.013333e-05,0.000132012,4.533333e-06,5.97e-05,10.90395651
1.013333e-05,0.000132012,4.533333e-06,6.4e-05,11.62753251
1.013333e-05,0.000132012,4.533333e-06,6.83e-05,12.30838995
1.013333e-05,0.000132012,4.533333e-06,7.25e-05,12.95343042
1.013333e-05,0.000132012,4.533333e-06,7.68e-05,13.56621331
1.013333e-05,0.000132012,4.533333e-06,8.11e-05,14.15077187
1.013333e-05,0.000132012,4.533333e-06,8.53e-05,14.71097386
1.013333e-05,0.000132012,4.533333e-06,8.96e-05,15.24784906
1.013333e-05,0.000132012,4e-06,3.84e-05,35.50657589
1.013333e-05,0.000132012,4e-06,4.27e-05,39.98233016
1.013333e-05,0.000132012,4e-06,4.69e-05,44.94271724
1.013333e-05,0.000132012,4e-06,5.12e-05,48.80948554
1.013333e-05,0.000132012,4e-06,5.55e-05,51.38519331
1.013333e-05,0.000132012,4e-06,5.97e-05,53.05894925
1.013333e-05,0.000132012,4e-06,6.4e-05,54.10962968
1.013333e-05,0.000132012,4e-06,6.83e-05,54.75935849
1.013333e-05,0.000132012,4e-06,7.25e-05,55.15944117
1.013333e-05,0.000132012,4e-06,7.68e-05,55.40153802
1.013333e-05,0.000132012,4e-06,8.11e-05,55.53880809
1.013333e-05,0.000132012,4e-06,8.53e-05,55.60173271
1.013333e-05,0.000132012,4e-06,8.96e-05,55.60764149
1.013333e-05,0.000132012,4e-06,3.84e-05,35.39359922
1.013333e-05,0.000132012,4e-06,4.27e-05,39.949797
1.013333e-05,0.000132012,4e-06,4.69e-05,44.96775065
1.013333e-05,0.000132012,4e-06,5.12e-05,48.81971182
1.013333e-05,0.000132012,4e-06,5.55e-05,51.36002021
1.013333e-05,0.000132012,4e-06,5.97e-05,53.00177184
1.013333e-05,0.000132012,4e-06,6.4e-05,54.03136367
