W,X,Y,UGF
6.68E-05,2.76E-06,9.07E-06,136127826
6.68E-05,2.76E-06,9.78E-06,137172118.9
6.68E-05,3.11E-06,1.12E-05,143310072.3
6.68E-05,3.11E-06,1.05E-05,142275688
6.68E-05,3.11E-06,4.80E-06,129504412.2
6.68E-05,3.11E-06,5.51E-06,132369291.3
6.68E-05,3.11E-06,6.22E-06,134660086.2
6.68E-05,3.11E-06,6.93E-06,136539910.7
6.68E-05,3.11E-06,7.64E-06,138114108.4
6.68E-05,3.11E-06,8.36E-06,139453971.5
6.68E-05,3.11E-06,9.07E-06,140609604
6.68E-05,3.11E-06,9.78E-06,141617332.7
6.68E-05,3.47E-06,1.12E-05,147151491.4
6.68E-05,3.47E-06,1.05E-05,146151400.7
6.68E-05,3.47E-06,4.80E-06,133475767.8
6.68E-05,3.47E-06,5.51E-06,136270184.7
6.68E-05,3.47E-06,6.22E-06,138502526.8
6.68E-05,3.47E-06,6.93E-06,140332769.1
6.68E-05,3.47E-06,7.64E-06,141864152
6.68E-05,3.47E-06,8.36E-06,143166500.4
6.68E-05,3.47E-06,9.07E-06,144288860.7
6.68E-05,3.47E-06,9.78E-06,145266776.2
6.68E-05,3.82E-06,1.12E-05,150369695.7
6.68E-05,3.82E-06,1.05E-05,149399334.9
6.68E-05,3.82E-06,4.80E-06,136787058
6.68E-05,3.82E-06,5.51E-06,139526066.2
6.68E-05,3.82E-06,6.22E-06,141712021.7
6.68E-05,3.82E-06,6.93E-06,143502596.3
6.68E-05,3.82E-06,7.64E-06,144999477.5
6.68E-05,3.82E-06,8.36E-06,146271400.6
6.68E-05,3.82E-06,9.07E-06,147366621.5
6.68E-05,3.82E-06,9.78E-06,148320095
6.68E-05,4.18E-06,1.12E-05,153107693.8
6.68E-05,4.18E-06,1.05E-05,152163270.9
6.68E-05,4.18E-06,4.80E-06,139593614.2
6.68E-05,4.18E-06,5.51E-06,142288533.7
6.68E-05,4.18E-06,6.22E-06,144437276.7
6.68E-05,4.18E-06,6.93E-06,146195793.5
6.68E-05,4.18E-06,7.64E-06,147664605.8
6.68E-05,4.18E-06,8.36E-06,148911626.6
6.68E-05,4.18E-06,9.07E-06,149984513.4
6.68E-05,4.18E-06,9.78E-06,150917773.1
6.68E-05,4.53E-06,1.12E-05,155469176.5
6.68E-05,4.53E-06,1.05E-05,154547676.3
6.68E-05,4.53E-06,4.80E-06,142008370.7
6.68E-05,4.53E-06,5.51E-06,144667690.3
6.68E-05,4.53E-06,6.22E-06,146786168.5
6.68E-05,4.53E-06,6.93E-06,148518441.1
6.68E-05,4.53E-06,7.64E-06,149964136.3
6.68E-05,4.53E-06,8.36E-06,151190535.4
6.68E-05,4.53E-06,9.07E-06,152244834.4
6.68E-05,4.53E-06,9.78E-06,153161193.6
6.68E-05,4.89E-06,1.12E-05,157531190
6.68E-05,4.89E-06,1.05E-05,156629709.1
6.68E-05,4.89E-06,4.80E-06,144114579
6.68E-05,4.89E-06,5.51E-06,146744705
6.68E-05,4.89E-06,6.22E-06,148838206.3
6.68E-05,4.89E-06,6.93E-06,150548693.4
6.68E-05,4.89E-06,7.64E-06,151975095.7
6.68E-05,4.89E-06,8.36E-06,153184199.6
6.68E-05,4.89E-06,9.07E-06,154222838.3
6.68E-05,4.89E-06,9.78E-06,155124899.4
6.68E-05,5.60E-06,1.12E-05,163735296.8
6.68E-05,5.60E-06,1.05E-05,161908379
6.68E-05,5.60E-06,4.80E-06,147634500.4
6.68E-05,5.60E-06,5.51E-06,150219822.5
6.68E-05,5.60E-06,6.22E-06,152274683.1
6.68E-05,5.60E-06,6.93E-06,153951217.6
6.68E-05,5.60E-06,7.64E-06,155347347.5
6.68E-05,5.60E-06,8.36E-06,156529142.7
6.68E-05,5.60E-06,9.07E-06,157542910.6
6.68E-05,5.60E-06,9.78E-06,158422142.2
6.68E-05,5.24E-06,1.12E-05,160300352.3
6.68E-05,5.24E-06,1.05E-05,158467770.9
6.68E-05,5.24E-06,4.80E-06,145974338
6.68E-05,5.24E-06,5.51E-06,148580164
6.68E-05,5.24E-06,6.22E-06,150652757.2
6.68E-05,5.24E-06,6.93E-06,152344912.4
6.68E-05,5.24E-06,7.64E-06,153755002.5
6.68E-05,5.24E-06,8.36E-06,154949418.1
6.68E-05,5.24E-06,9.07E-06,155974702.7
6.68E-05,5.24E-06,9.78E-06,156864525.1
7.25E-05,2.40E-06,1.12E-05,120292941.8
7.25E-05,2.40E-06,1.05E-05,118976157.7
7.25E-05,2.40E-06,4.80E-06,104502521.5
7.25E-05,2.40E-06,5.51E-06,108226340.7
7.25E-05,2.40E-06,6.22E-06,111197655.9
7.25E-05,2.40E-06,6.93E-06,113631813
7.25E-05,2.40E-06,7.64E-06,115667701.8
7.25E-05,2.40E-06,8.36E-06,117399159.4
7.25E-05,2.40E-06,9.07E-06,118892008.9
7.25E-05,2.40E-06,9.78E-06,120193876.9
7.25E-05,2.76E-06,1.12E-05,127837628.8
7.25E-05,2.76E-06,1.05E-05,126576008.6
7.25E-05,2.76E-06,4.80E-06,112287799.9
7.25E-05,2.76E-06,5.51E-06,115895323.8
7.25E-05,2.76E-06,6.22E-06,118772887.8
7.25E-05,2.76E-06,6.93E-06,121129032.2
7.25E-05,2.76E-06,7.64E-06,122760162.8
7.25E-05,2.76E-06,8.36E-06,124447941.5
7.25E-05,2.76E-06,9.07E-06,125901939.7
7.25E-05,2.76E-06,9.78E-06,127168777.4
7.25E-05,3.11E-06,1.12E-05,134067820
7.25E-05,3.11E-06,1.05E-05,132850410.8
7.25E-05,3.11E-06,4.80E-06,118261716.1
7.25E-05,3.11E-06,5.51E-06,121802573.4
7.25E-05,3.11E-06,6.22E-06,124626629.1
7.25E-05,3.11E-06,6.93E-06,126938373.2
7.25E-05,3.11E-06,7.64E-06,128869865.8
7.25E-05,3.11E-06,8.36E-06,130510434.5
7.25E-05,3.11E-06,9.07E-06,131922805.8
7.25E-05,3.11E-06,9.78E-06,133152409.3
7.25E-05,3.47E-06,1.12E-05,139306173
7.25E-05,3.47E-06,1.05E-05,138124735.6
7.25E-05,3.47E-06,4.80E-06,123601027.4
7.25E-05,3.47E-06,5.51E-06,127059519
7.25E-05,3.47E-06,6.22E-06,129818261.6
7.25E-05,3.47E-06,6.93E-06,132076446.4
7.25E-05,3.47E-06,7.64E-06,133962822.2
7.25E-05,3.47E-06,8.36E-06,135564544.6
7.25E-05,3.47E-06,9.07E-06,136942857.7
7.25E-05,3.47E-06,9.78E-06,138142146.2
7.25E-05,3.82E-06,1.12E-05,143773583.2
7.25E-05,3.82E-06,1.05E-05,142621795
7.25E-05,3.82E-06,4.80E-06,128121254.4
7.25E-05,3.82E-06,5.51E-06,131507870.3
7.25E-05,3.82E-06,6.22E-06,134210142.3
7.25E-05,3.82E-06,6.93E-06,136422422.9
7.25E-05,3.82E-06,7.64E-06,138270444.4
7.25E-05,3.82E-06,8.36E-06,139839389
7.25E-05,3.82E-06,9.07E-06,141189158.8
7.25E-05,3.82E-06,9.78E-06,142363195.1
7.25E-05,4.18E-06,1.12E-05,147627518.1
7.25E-05,4.18E-06,1.05E-05,146500461.6
7.25E-05,4.18E-06,4.80E-06,131996866.9
7.25E-05,4.18E-06,5.51E-06,135319281.6
7.25E-05,4.18E-06,6.22E-06,137971525.8
7.25E-05,4.18E-06,6.93E-06,140143475.2
7.25E-05,4.18E-06,7.64E-06,141958071.6
7.25E-05,4.18E-06,8.36E-06,143498673.3
7.25E-05,4.18E-06,9.07E-06,144823942.9
7.25E-05,4.18E-06,9.78E-06,145976452.5
7.25E-05,4.53E-06,1.12E-05,150983975.6
7.25E-05,4.53E-06,1.05E-05,149877792.8
7.25E-05,4.53E-06,4.80E-06,135357526.2
7.25E-05,4.53E-06,5.51E-06,138621132.6
7.25E-05,4.53E-06,6.22E-06,141227864.6
7.25E-05,4.53E-06,6.93E-06,143363394
7.25E-05,4.53E-06,7.64E-06,145148037.6
7.25E-05,4.53E-06,8.36E-06,146663436.4
7.25E-05,4.53E-06,9.07E-06,147967085.7
7.25E-05,4.53E-06,9.78E-06,149100739
7.25E-05,4.89E-06,1.12E-05,153930755.6
7.25E-05,4.89E-06,1.05E-05,152842404
7.25E-05,4.89E-06,4.80E-06,138298445.9
7.25E-05,4.89E-06,5.51E-06,141508069
7.25E-05,4.89E-06,6.22E-06,144073167.4
7.25E-05,4.89E-06,6.93E-06,146175532.1
7.25E-05,4.89E-06,7.64E-06,147933045.4
7.25E-05,4.89E-06,8.36E-06,149425749.2
7.25E-05,4.89E-06,9.07E-06,150710049.4
7.25E-05,4.89E-06,9.78E-06,151826933.1
7.25E-05,5.60E-06,1.12E-05,159125656.5
7.25E-05,5.60E-06,1.05E-05,157793501.1
7.25E-05,5.60E-06,4.80E-06,143199307.7
7.25E-05,5.60E-06,5.51E-06,146311711.4
7.25E-05,5.60E-06,6.22E-06,148801920.8
7.25E-05,5.60E-06,6.93E-06,150844820.7
7.25E-05,5.60E-06,7.64E-06,152553920.6
7.25E-05,5.60E-06,8.36E-06,154006368.6
7.25E-05,5.60E-06,9.07E-06,155256585.7
7.25E-05,5.60E-06,9.78E-06,156344156.2
7.25E-05,5.24E-06,1.12E-05,156535843.8
7.25E-05,5.24E-06,1.05E-05,155462917.2
7.25E-05,5.24E-06,4.80E-06,140893088.8
7.25E-05,5.24E-06,5.51E-06,144052482.5
7.25E-05,5.24E-06,6.22E-06,146578902.5
7.25E-05,5.24E-06,6.93E-06,148650544.7
7.25E-05,5.24E-06,7.64E-06,150383022.5
7.25E-05,5.24E-06,8.36E-06,151854880.9
7.25E-05,5.24E-06,9.07E-06,153121501.4
7.25E-05,5.24E-06,9.78E-06,154223148.7
7.82E-05,2.40E-06,1.12E-05,102496290.8
7.82E-05,2.40E-06,1.05E-05,100946950.9
7.82E-05,2.40E-06,4.80E-06,89114816.67
7.82E-05,2.40E-06,5.51E-06,92219563.78
7.82E-05,2.40E-06,6.22E-06,94709132.82
7.82E-05,2.40E-06,6.93E-06,96758652.46
7.82E-05,2.40E-06,7.64E-06,98481302.33
7.82E-05,2.40E-06,8.36E-06,99953679.95
7.82E-05,2.40E-06,9.07E-06,101673050.1
7.82E-05,2.40E-06,9.78E-06,103189239.1
7.82E-05,2.76E-06,1.12E-05,111315024.1
7.82E-05,2.76E-06,1.05E-05,109835442.5
7.82E-05,2.76E-06,4.80E-06,95894589.17
7.82E-05,2.76E-06,5.51E-06,98926087.7
7.82E-05,2.76E-06,6.22E-06,101852971.8
7.82E-05,2.76E-06,6.93E-06,104573403.8
7.82E-05,2.76E-06,7.64E-06,106581785.4
7.82E-05,2.76E-06,8.36E-06,108525996.3
7.82E-05,2.76E-06,9.07E-06,110202200.9
7.82E-05,2.76E-06,9.78E-06,111664141
7.82E-05,3.11E-06,1.12E-05,118715179.6
7.82E-05,3.11E-06,1.05E-05,117293722.1
7.82E-05,3.11E-06,4.80E-06,101890281.3
7.82E-05,3.11E-06,5.51E-06,105956616.3
7.82E-05,3.11E-06,6.22E-06,109195657.5
7.82E-05,3.11E-06,6.93E-06,111845026.2
7.82E-05,3.11E-06,7.64E-06,114057783.3
7.82E-05,3.11E-06,8.36E-06,115937223.5
7.82E-05,3.11E-06,9.07E-06,117555730.2
7.82E-05,3.11E-06,9.78E-06,118965627.2
7.82E-05,3.47E-06,1.12E-05,125042914.8
7.82E-05,3.47E-06,1.05E-05,123670649.2
7.82E-05,3.47E-06,4.80E-06,108578415.6
7.82E-05,3.47E-06,5.51E-06,112540254.3
7.82E-05,3.47E-06,6.22E-06,115693959.5
7.82E-05,3.47E-06,6.93E-06,118271555.1
7.82E-05,3.47E-06,7.64E-06,120422526.9
7.82E-05,3.47E-06,8.36E-06,122247775.7
7.82E-05,3.47E-06,9.07E-06,123818019.1
7.82E-05,3.47E-06,9.78E-06,125184384.6
7.82E-05,3.82E-06,1.12E-05,130534719.1
7.82E-05,3.82E-06,1.05E-05,129204587.7
7.82E-05,3.82E-06,4.80E-06,114349897.6
7.82E-05,3.82E-06,5.51E-06,118223100.1
7.82E-05,3.82E-06,6.22E-06,121304529.5
7.82E-05,3.82E-06,6.93E-06,123821403.2
7.82E-05,3.82E-06,7.64E-06,125920142.6
7.82E-05,3.82E-06,8.36E-06,127699600.4
7.82E-05,3.82E-06,9.07E-06,129229071.7
7.82E-05,3.82E-06,9.78E-06,130558664
7.82E-05,4.18E-06,1.12E-05,135358735
7.82E-05,4.18E-06,1.05E-05,134065032.4
7.82E-05,4.18E-06,4.80E-06,119388073.2
7.82E-05,4.18E-06,5.51E-06,123185456.8
7.82E-05,4.18E-06,6.22E-06,126205173.7
7.82E-05,4.18E-06,6.93E-06,128670268.7
7.82E-05,4.18E-06,7.64E-06,130724509.9
7.82E-05,4.18E-06,8.36E-06,132464980.3
7.82E-05,4.18E-06,9.07E-06,133959748.5
7.82E-05,4.18E-06,9.78E-06,135258044.1
7.82E-05,4.53E-06,1.12E-05,139638445.1
7.82E-05,4.53E-06,1.05E-05,138376473.8
7.82E-05,4.53E-06,4.80E-06,123828065.6
7.82E-05,4.53E-06,5.51E-06,127560128.8
7.82E-05,4.53E-06,6.22E-06,130526797.5
7.82E-05,4.53E-06,6.93E-06,132947457.4
7.82E-05,4.53E-06,7.64E-06,134963556.7
7.82E-05,4.53E-06,8.36E-06,136670635.3
7.82E-05,4.53E-06,9.07E-06,138135694.8
7.82E-05,4.53E-06,9.78E-06,139407203
7.82E-05,4.89E-06,1.12E-05,143466996.7
7.82E-05,4.89E-06,1.05E-05,142232830
7.82E-05,4.89E-06,4.80E-06,127772166.7
7.82E-05,4.89E-06,5.51E-06,131447596.5
7.82E-05,4.89E-06,6.22E-06,134368400.1
7.82E-05,4.89E-06,6.93E-06,136750722.5
7.82E-05,4.89E-06,7.64E-06,138733964.5
7.82E-05,4.89E-06,8.36E-06,140412308.4
7.82E-05,4.89E-06,9.07E-06,141851819.7
7.82E-05,4.89E-06,9.78E-06,143100300.1
7.82E-05,5.60E-06,1.12E-05,150042743.1
7.82E-05,5.60E-06,1.05E-05,148854697.6
7.82E-05,5.60E-06,4.80E-06,134472827.5
7.82E-05,5.60E-06,5.51E-06,138055544.4
7.82E-05,5.60E-06,6.22E-06,140901669.8
7.82E-05,5.60E-06,6.93E-06,143221832.7
7.82E-05,5.60E-06,7.64E-06,145151969.3
7.82E-05,5.60E-06,8.36E-06,146783977.8
7.82E-05,5.60E-06,9.07E-06,148182357.5
7.82E-05,5.60E-06,9.78E-06,149393799.9
7.82E-05,5.24E-06,1.12E-05,146916255.3
7.82E-05,5.24E-06,1.05E-05,145706570.2
7.82E-05,5.24E-06,4.80E-06,131299581.6
7.82E-05,5.24E-06,5.51E-06,134925619.9
7.82E-05,5.24E-06,6.22E-06,137806561.2
7.82E-05,5.24E-06,6.93E-06,140155652.2
7.82E-05,5.24E-06,7.64E-06,142110469.7
7.82E-05,5.24E-06,8.36E-06,143763991
7.82E-05,5.24E-06,9.07E-06,145181453.8
7.82E-05,5.24E-06,9.78E-06,146410072
8.96E-05,2.40E-06,1.12E-05,66022042.17
8.96E-05,2.40E-06,1.05E-05,64289921.1
8.96E-05,2.40E-06,4.80E-06,53852889.18
8.96E-05,2.40E-06,5.51E-06,56601312.76
8.96E-05,2.40E-06,6.22E-06,58805028.75
8.96E-05,2.40E-06,6.93E-06,60620360.79
8.96E-05,2.40E-06,7.64E-06,62148055.12
8.96E-05,2.40E-06,8.36E-06,63702618.65
8.96E-05,2.40E-06,9.07E-06,65612746.39
8.96E-05,2.40E-06,9.78E-06,67287369.33
8.96E-05,2.76E-06,1.12E-05,74618401.88
8.96E-05,2.76E-06,1.05E-05,72933349.79
8.96E-05,2.76E-06,4.80E-06,59141171.51
8.96E-05,2.76E-06,5.51E-06,61837514.24
8.96E-05,2.76E-06,6.22E-06,64625546.12
8.96E-05,2.76E-06,6.93E-06,67633906.22
8.96E-05,2.76E-06,7.64E-06,69982382.58
8.96E-05,2.76E-06,8.36E-06,72145793.83
8.96E-05,2.76E-06,9.07E-06,74018547.45
8.96E-05,2.76E-06,9.78E-06,75658953.53
8.96E-05,3.11E-06,1.12E-05,82047897.41
8.96E-05,3.11E-06,1.05E-05,80403472.14
8.96E-05,3.11E-06,4.80E-06,63903705.56
8.96E-05,3.11E-06,5.51E-06,68420064.18
8.96E-05,3.11E-06,6.22E-06,72029388.48
8.96E-05,3.11E-06,6.93E-06,74992215.16
8.96E-05,3.11E-06,7.64E-06,77476389.64
8.96E-05,3.11E-06,8.36E-06,79595188.93
8.96E-05,3.11E-06,9.07E-06,81427988.64
8.96E-05,3.11E-06,9.78E-06,83032161.54
8.96E-05,3.47E-06,1.12E-05,88572906.86
8.96E-05,3.47E-06,1.05E-05,86964012.98
8.96E-05,3.47E-06,4.80E-06,70711654.61
8.96E-05,3.47E-06,5.51E-06,75153145.14
8.96E-05,3.47E-06,6.22E-06,78701181.55
8.96E-05,3.47E-06,6.93E-06,81612318.59
8.96E-05,3.47E-06,7.64E-06,84051862.62
8.96E-05,3.47E-06,8.36E-06,86131392.66
8.96E-05,3.47E-06,9.07E-06,87929104.02
8.96E-05,3.47E-06,9.78E-06,89501522.23
8.96E-05,3.82E-06,1.12E-05,94377323.38
8.96E-05,3.82E-06,1.05E-05,92799833.96
8.96E-05,3.82E-06,4.80E-06,76761989.87
8.96E-05,3.82E-06,5.51E-06,81136306.66
8.96E-05,3.82E-06,6.22E-06,84629519.56
8.96E-05,3.82E-06,6.93E-06,87494547.47
8.96E-05,3.82E-06,7.64E-06,89894381.05
8.96E-05,3.82E-06,8.36E-06,91939052.28
8.96E-05,3.82E-06,9.07E-06,93705682.16
8.96E-05,3.82E-06,9.78E-06,95250025.83
8.96E-05,4.18E-06,1.12E-05,99594803.22
8.96E-05,4.18E-06,1.05E-05,98045310.83
8.96E-05,4.18E-06,4.80E-06,82193613.64
8.96E-05,4.18E-06,5.51E-06,86507283.97
8.96E-05,4.18E-06,6.22E-06,89951141.24
8.96E-05,4.18E-06,6.93E-06,92774767.54
8.96E-05,4.18E-06,7.64E-06,95139030.65
8.96E-05,4.18E-06,8.36E-06,97152545.82
8.96E-05,4.18E-06,9.07E-06,98891451.26
8.96E-05,4.18E-06,9.78E-06,100476290.5
8.96E-05,4.53E-06,1.12E-05,104931904.7
8.96E-05,4.53E-06,1.05E-05,103196533.1
8.96E-05,4.53E-06,4.80E-06,87110788.41
8.96E-05,4.53E-06,5.51E-06,91369419.66
8.96E-05,4.53E-06,6.22E-06,94768607.16
8.96E-05,4.53E-06,6.93E-06,97554856.82
8.96E-05,4.53E-06,7.64E-06,99887081.62
8.96E-05,4.53E-06,8.36E-06,102164012
8.96E-05,4.53E-06,9.07E-06,104140021.7
8.96E-05,4.53E-06,9.78E-06,105861523.6
8.96E-05,4.89E-06,1.12E-05,109806230.3
8.96E-05,4.89E-06,1.05E-05,108110203.3
8.96E-05,4.89E-06,4.80E-06,91593705.02
8.96E-05,4.89E-06,5.51E-06,95802166.81
8.96E-05,4.89E-06,6.22E-06,99160745.42
8.96E-05,4.89E-06,6.93E-06,102205770.6
8.96E-05,4.89E-06,7.64E-06,104854872.6
8.96E-05,4.89E-06,8.36E-06,107103021.8
8.96E-05,4.89E-06,9.07E-06,109037591.5
8.96E-05,4.89E-06,9.78E-06,110721710.7
8.96E-05,5.60E-06,1.12E-05,118301290.7
8.96E-05,5.60E-06,1.05E-05,116673676.5
8.96E-05,5.60E-06,4.80E-06,99495945.73
8.96E-05,5.60E-06,5.51E-06,104148862.1
8.96E-05,5.60E-06,6.22E-06,107907399.6
8.96E-05,5.60E-06,6.93E-06,110975346.2
8.96E-05,5.60E-06,7.64E-06,113532390.2
8.96E-05,5.60E-06,8.36E-06,115699753.5
8.96E-05,5.60E-06,9.07E-06,117562351.8
8.96E-05,5.60E-06,9.78E-06,119181545.2
8.96E-05,5.24E-06,1.12E-05,114240995.3
8.96E-05,5.24E-06,1.05E-05,112580715.2
8.96E-05,5.24E-06,4.80E-06,95705321.87
8.96E-05,5.24E-06,5.51E-06,99867883.09
8.96E-05,5.24E-06,6.22E-06,103666967.4
8.96E-05,5.24E-06,6.93E-06,106785912.1
8.96E-05,5.24E-06,7.64E-06,109386889.1
8.96E-05,5.24E-06,8.36E-06,111592804.5
8.96E-05,5.24E-06,9.07E-06,113489748.2
8.96E-05,5.24E-06,9.78E-06,115139925.3
8.39E-05,2.40E-06,1.12E-05,85431896.45
8.39E-05,2.40E-06,1.05E-05,83989209.43
8.39E-05,2.40E-06,4.80E-06,69983691
8.39E-05,2.40E-06,5.51E-06,73854307.4
8.39E-05,2.40E-06,6.22E-06,76952396.47
8.39E-05,2.40E-06,6.93E-06,79499259.22
8.39E-05,2.40E-06,7.64E-06,81637586.89
8.39E-05,2.40E-06,8.36E-06,83463753.75
8.39E-05,2.40E-06,9.07E-06,85045338.43
8.39E-05,2.40E-06,9.78E-06,86431218.64
8.39E-05,2.76E-06,1.12E-05,93210222.36
8.39E-05,2.76E-06,1.05E-05,91808848.32
8.39E-05,2.76E-06,4.80E-06,78014178.58
8.39E-05,2.76E-06,5.51E-06,81798801.34
8.39E-05,2.76E-06,6.22E-06,84826947.57
8.39E-05,2.76E-06,6.93E-06,87315162.84
8.39E-05,2.76E-06,7.64E-06,89214575.92
8.39E-05,2.76E-06,8.36E-06,91006137.21
8.39E-05,2.76E-06,9.07E-06,92556723.3
8.39E-05,2.76E-06,9.78E-06,93914479.26
8.39E-05,3.11E-06,1.12E-05,99906210.61
8.39E-05,3.11E-06,1.05E-05,98540047.26
8.39E-05,3.11E-06,4.80E-06,84682885.71
8.39E-05,3.11E-06,5.51E-06,88411857.66
8.39E-05,3.11E-06,6.22E-06,91394637.74
8.39E-05,3.11E-06,6.93E-06,93844708.2
8.39E-05,3.11E-06,7.64E-06,95899799.05
8.39E-05,3.11E-06,8.36E-06,97652981.57
8.39E-05,3.11E-06,9.07E-06,99169547.74
8.39E-05,3.11E-06,9.78E-06,100616993.2
8.39E-05,3.47E-06,1.12E-05,106993646.6
8.39E-05,3.47E-06,1.05E-05,105378288.4
8.39E-05,3.47E-06,4.80E-06,90713803.63
8.39E-05,3.47E-06,5.51E-06,94375929.2
8.39E-05,3.47E-06,6.22E-06,97304872.76
8.39E-05,3.47E-06,6.93E-06,99710211.97
8.39E-05,3.47E-06,7.64E-06,102140672
8.39E-05,3.47E-06,8.36E-06,104265675.2
8.39E-05,3.47E-06,9.07E-06,106096921.8
8.39E-05,3.47E-06,9.78E-06,107693439.4
8.39E-05,3.82E-06,1.12E-05,113202342
8.39E-05,3.82E-06,1.05E-05,111636818.1
8.39E-05,3.82E-06,4.80E-06,96033778.51
8.39E-05,3.82E-06,5.51E-06,99636885.22
8.39E-05,3.82E-06,6.22E-06,103116467.2
8.39E-05,3.82E-06,6.93E-06,106032588.8
8.39E-05,3.82E-06,7.64E-06,108467212.5
8.39E-05,3.82E-06,8.36E-06,110534448.9
8.39E-05,3.82E-06,9.07E-06,112314235.9
8.39E-05,3.82E-06,9.78E-06,113864340.1
8.39E-05,4.18E-06,1.12E-05,118692002.3
8.39E-05,4.18E-06,1.05E-05,117170405.3
8.39E-05,4.18E-06,4.80E-06,100955380.8
8.39E-05,4.18E-06,5.51E-06,105337958.2
8.39E-05,4.18E-06,6.22E-06,108824974
8.39E-05,4.18E-06,6.93E-06,111673953.9
8.39E-05,4.18E-06,7.64E-06,114050740.4
8.39E-05,4.18E-06,8.36E-06,116067228.8
8.39E-05,4.18E-06,9.07E-06,117801812.1
8.39E-05,4.18E-06,9.78E-06,119311145.3
8.39E-05,4.53E-06,1.12E-05,123595294.9
8.39E-05,4.53E-06,1.05E-05,122112765.7
8.39E-05,4.53E-06,4.80E-06,106200272.5
8.39E-05,4.53E-06,5.51E-06,110496422.6
8.39E-05,4.53E-06,6.22E-06,113912784.4
8.39E-05,4.53E-06,6.93E-06,116702297.3
8.39E-05,4.53E-06,7.64E-06,119027868.5
8.39E-05,4.53E-06,8.36E-06,120999423.9
8.39E-05,4.53E-06,9.07E-06,122693983.9
8.39E-05,4.53E-06,9.78E-06,124167216.1
8.39E-05,4.89E-06,1.12E-05,128012309.1
8.39E-05,4.89E-06,1.05E-05,126564786.8
8.39E-05,4.89E-06,4.80E-06,110912891.2
8.39E-05,4.89E-06,5.51E-06,115131953.3
8.39E-05,4.89E-06,6.22E-06,118485321.1
8.39E-05,4.89E-06,6.93E-06,121221828.7
8.39E-05,4.89E-06,7.64E-06,123501756.7
8.39E-05,4.89E-06,8.36E-06,125433269.9
8.39E-05,4.89E-06,9.07E-06,127092161.8
8.39E-05,4.89E-06,9.78E-06,128533217.9
8.39E-05,5.60E-06,1.12E-05,135679913.2
8.39E-05,5.60E-06,1.05E-05,134292577.1
8.39E-05,5.60E-06,4.80E-06,119059246.5
8.39E-05,5.60E-06,5.51E-06,123146942.6
8.39E-05,5.60E-06,6.22E-06,126393020.2
8.39E-05,5.60E-06,6.93E-06,129039280.3
8.39E-05,5.60E-06,7.64E-06,131241507.7
8.39E-05,5.60E-06,8.36E-06,133104855.2
8.39E-05,5.60E-06,9.07E-06,134703019.6
8.39E-05,5.60E-06,9.78E-06,136089280.6
8.39E-05,5.24E-06,1.12E-05,132020270
8.39E-05,5.24E-06,1.05E-05,130604314.6
8.39E-05,5.24E-06,4.80E-06,115177173.9
8.39E-05,5.24E-06,5.51E-06,119327117.4
8.39E-05,5.24E-06,6.22E-06,122624024.5
8.39E-05,5.24E-06,6.93E-06,125313035.4
8.39E-05,5.24E-06,7.64E-06,127552068.4
8.39E-05,5.24E-06,8.36E-06,129447705.3
8.39E-05,5.24E-06,9.07E-06,131074637.4
8.39E-05,5.24E-06,9.78E-06,132486858.3
