W,X,Y,Phase Margin 
6.68E-05,2.76E-06,6.93E-06,67.72894196
6.68E-05,2.76E-06,7.64E-06,67.33561047
6.68E-05,2.76E-06,8.36E-06,66.97048028
6.68E-05,2.76E-06,9.07E-06,66.62835273
6.68E-05,2.76E-06,9.78E-06,66.30531829
6.68E-05,3.11E-06,1.12E-05,66.65168095
6.68E-05,3.11E-06,1.05E-05,67.07084791
6.68E-05,3.11E-06,4.80E-06,67.29836996
6.68E-05,3.11E-06,5.51E-06,66.71789323
6.68E-05,3.11E-06,6.22E-06,66.20617691
6.68E-05,3.11E-06,6.93E-06,65.74632973
6.68E-05,3.11E-06,7.64E-06,65.32675473
6.68E-05,3.11E-06,8.36E-06,64.93921012
6.68E-05,3.11E-06,9.07E-06,64.57766909
6.68E-05,3.11E-06,9.78E-06,64.23761731
6.68E-05,3.47E-06,1.12E-05,64.69458133
6.68E-05,3.47E-06,1.05E-05,65.12196136
6.68E-05,3.47E-06,4.80E-06,65.75171143
6.68E-05,3.47E-06,5.51E-06,65.12070183
6.68E-05,3.47E-06,6.22E-06,64.56800864
6.68E-05,3.47E-06,6.93E-06,64.07419542
6.68E-05,3.47E-06,7.64E-06,63.62595278
6.68E-05,3.47E-06,8.36E-06,63.21384384
6.68E-05,3.47E-06,9.07E-06,62.83098227
6.68E-05,3.47E-06,9.78E-06,62.47221956
6.68E-05,3.82E-06,1.12E-05,62.96602301
6.68E-05,3.82E-06,1.05E-05,63.40165185
6.68E-05,3.82E-06,4.80E-06,64.47635937
6.68E-05,3.82E-06,5.51E-06,63.79387017
6.68E-05,3.82E-06,6.22E-06,63.19905023
6.68E-05,3.82E-06,6.93E-06,62.67004972
6.68E-05,3.82E-06,7.64E-06,62.19191713
6.68E-05,3.82E-06,8.36E-06,61.75405808
6.68E-05,3.82E-06,9.07E-06,61.34874594
6.68E-05,3.82E-06,9.78E-06,60.97020695
6.68E-05,4.18E-06,1.12E-05,61.44098816
6.68E-05,4.18E-06,1.05E-05,61.88530236
6.68E-05,4.18E-06,4.80E-06,63.42438269
6.68E-05,4.18E-06,5.51E-06,62.69137251
6.68E-05,4.18E-06,6.22E-06,62.05486681
6.68E-05,4.18E-06,6.93E-06,61.49079442
6.68E-05,4.18E-06,7.64E-06,60.98267985
6.68E-05,4.18E-06,8.36E-06,60.51884621
6.68E-05,4.18E-06,9.07E-06,60.09077547
6.68E-05,4.18E-06,9.78E-06,59.69210109
6.68E-05,4.53E-06,1.12E-05,60.09512563
6.68E-05,4.53E-06,1.05E-05,60.54844651
6.68E-05,4.53E-06,4.80E-06,62.55295451
6.68E-05,4.53E-06,5.51E-06,61.77161704
6.68E-05,4.53E-06,6.22E-06,61.09495922
6.68E-05,4.53E-06,6.93E-06,60.49689527
6.68E-05,4.53E-06,7.64E-06,59.95955939
6.68E-05,4.53E-06,8.36E-06,59.47028177
6.68E-05,4.53E-06,9.07E-06,59.01981478
6.68E-05,4.53E-06,9.78E-06,58.60124277
6.68E-05,4.89E-06,1.12E-05,58.90548189
6.68E-05,4.89E-06,1.05E-05,59.36852364
6.68E-05,4.89E-06,4.80E-06,61.82597218
6.68E-05,4.89E-06,5.51E-06,60.99916746
6.68E-05,4.89E-06,6.22E-06,60.2845262
6.68E-05,4.89E-06,6.93E-06,59.65414475
6.68E-05,4.89E-06,7.64E-06,59.08889809
6.68E-05,4.89E-06,8.36E-06,58.57521382
6.68E-05,4.89E-06,9.07E-06,58.10317881
6.68E-05,4.89E-06,9.78E-06,57.66537489
6.68E-05,5.60E-06,1.12E-05,57.45292816
6.68E-05,5.60E-06,1.05E-05,57.74261733
6.68E-05,5.60E-06,4.80E-06,60.69365785
6.68E-05,5.60E-06,5.51E-06,59.78528371
6.68E-05,5.60E-06,6.22E-06,59.00211465
6.68E-05,5.60E-06,6.93E-06,58.31311802
6.68E-05,5.60E-06,7.64E-06,57.69699518
6.68E-05,5.60E-06,8.36E-06,57.13861166
6.68E-05,5.60E-06,9.07E-06,56.62689961
6.68E-05,5.60E-06,9.78E-06,56.15356665
6.68E-05,5.24E-06,1.12E-05,58.03884477
6.68E-05,5.24E-06,1.05E-05,58.32477057
6.68E-05,5.24E-06,4.80E-06,61.21402974
6.68E-05,5.24E-06,5.51E-06,60.34487857
6.68E-05,5.24E-06,6.22E-06,59.5947132
6.68E-05,5.24E-06,6.93E-06,58.93398872
6.68E-05,5.24E-06,7.64E-06,58.34244054
6.68E-05,5.24E-06,8.36E-06,57.80567774
6.68E-05,5.24E-06,9.07E-06,57.31318244
6.68E-05,5.24E-06,9.78E-06,56.85707882
7.25E-05,2.40E-06,1.12E-05,82.49168382
7.25E-05,2.40E-06,1.05E-05,82.98958265
7.25E-05,2.40E-06,4.80E-06,85.09449012
7.25E-05,2.40E-06,5.51E-06,84.25935036
7.25E-05,2.40E-06,6.22E-06,83.53128733
7.25E-05,2.40E-06,6.93E-06,82.88549917
7.25E-05,2.40E-06,7.64E-06,82.304489
7.25E-05,2.40E-06,8.36E-06,81.77554797
7.25E-05,2.40E-06,9.07E-06,81.28921319
7.25E-05,2.40E-06,9.78E-06,80.8382866
7.25E-05,2.76E-06,1.12E-05,80.0131929
7.25E-05,2.76E-06,1.05E-05,80.54228233
7.25E-05,2.76E-06,4.80E-06,82.91895037
7.25E-05,2.76E-06,5.51E-06,82.02846692
7.25E-05,2.76E-06,6.22E-06,81.2521964
7.25E-05,2.76E-06,6.93E-06,80.56398056
7.25E-05,2.76E-06,7.64E-06,80.23508809
7.25E-05,2.76E-06,8.36E-06,79.66449676
7.25E-05,2.76E-06,9.07E-06,79.14072401
7.25E-05,2.76E-06,9.78E-06,78.6558955
7.25E-05,3.11E-06,1.12E-05,77.68970678
7.25E-05,3.11E-06,1.05E-05,78.24568947
7.25E-05,3.11E-06,4.80E-06,81.20629717
7.25E-05,3.11E-06,5.51E-06,80.25493661
7.25E-05,3.11E-06,6.22E-06,79.42608921
7.25E-05,3.11E-06,6.93E-06,78.69185773
7.25E-05,3.11E-06,7.64E-06,78.03242465
7.25E-05,3.11E-06,8.36E-06,77.43331514
7.25E-05,3.11E-06,9.07E-06,76.88370184
7.25E-05,3.11E-06,9.78E-06,76.37531705
7.25E-05,3.47E-06,1.12E-05,75.52587153
7.25E-05,3.47E-06,1.05E-05,76.10487999
7.25E-05,3.47E-06,4.80E-06,79.28359973
7.25E-05,3.47E-06,5.51E-06,78.29640161
7.25E-05,3.47E-06,6.22E-06,77.43571671
7.25E-05,3.47E-06,6.93E-06,76.67300701
7.25E-05,3.47E-06,7.64E-06,75.98792483
7.25E-05,3.47E-06,8.36E-06,75.36556394
7.25E-05,3.47E-06,9.07E-06,74.79474697
7.25E-05,3.47E-06,9.78E-06,74.26692132
7.25E-05,3.82E-06,1.12E-05,73.51922894
7.25E-05,3.82E-06,1.05E-05,74.11781881
7.25E-05,3.82E-06,4.80E-06,77.48822615
7.25E-05,3.82E-06,5.51E-06,76.47343275
7.25E-05,3.82E-06,6.22E-06,75.58790572
7.25E-05,3.82E-06,6.93E-06,74.80272745
7.25E-05,3.82E-06,7.64E-06,74.09721588
7.25E-05,3.82E-06,8.36E-06,73.45618133
7.25E-05,3.82E-06,9.07E-06,72.86820965
7.25E-05,3.82E-06,9.78E-06,72.32455115
7.25E-05,4.18E-06,1.12E-05,71.66322335
7.25E-05,4.18E-06,1.05E-05,72.27835449
7.25E-05,4.18E-06,4.80E-06,75.81679475
7.25E-05,4.18E-06,5.51E-06,74.78107735
7.25E-05,4.18E-06,6.22E-06,73.87646476
7.25E-05,4.18E-06,6.93E-06,73.07382536
7.25E-05,4.18E-06,7.64E-06,72.35227632
7.25E-05,4.18E-06,8.36E-06,71.69645048
7.25E-05,4.18E-06,9.07E-06,71.09478071
7.25E-05,4.18E-06,9.78E-06,70.53838691
7.25E-05,4.53E-06,1.12E-05,69.94902548
7.25E-05,4.53E-06,1.05E-05,70.57803517
7.25E-05,4.53E-06,4.80E-06,74.26278747
7.25E-05,4.53E-06,5.51E-06,73.21162189
7.25E-05,4.53E-06,6.22E-06,72.29271347
7.25E-05,4.53E-06,6.93E-06,71.47682307
7.25E-05,4.53E-06,7.64E-06,70.74296001
7.25E-05,4.53E-06,8.36E-06,70.07565685
7.25E-05,4.53E-06,9.07E-06,69.4632566
7.25E-05,4.53E-06,9.78E-06,68.8968001
7.25E-05,4.89E-06,1.12E-05,68.36669018
7.25E-05,4.89E-06,1.05E-05,69.00726234
7.25E-05,4.89E-06,4.80E-06,72.82082188
7.25E-05,4.89E-06,5.51E-06,71.7577784
7.25E-05,4.89E-06,6.22E-06,70.82787602
7.25E-05,4.89E-06,6.93E-06,70.00175426
7.25E-05,4.89E-06,7.64E-06,69.25832868
7.25E-05,4.89E-06,8.36E-06,68.58205527
7.25E-05,4.89E-06,9.07E-06,67.96121271
7.25E-05,4.89E-06,9.78E-06,67.3867871
7.25E-05,5.60E-06,1.12E-05,65.6655955
7.25E-05,5.60E-06,1.05E-05,66.21444787
7.25E-05,5.60E-06,4.80E-06,70.24804057
7.25E-05,5.60E-06,5.51E-06,69.16801305
7.25E-05,5.60E-06,6.22E-06,68.22272507
7.25E-05,5.60E-06,6.93E-06,67.38240437
7.25E-05,5.60E-06,7.64E-06,66.62572026
7.25E-05,5.60E-06,8.36E-06,65.93696807
7.25E-05,5.60E-06,9.07E-06,65.30431382
7.25E-05,5.60E-06,9.78E-06,64.71865988
7.25E-05,5.24E-06,1.12E-05,66.90590516
7.25E-05,5.24E-06,1.05E-05,67.55603824
7.25E-05,5.24E-06,4.80E-06,71.4847995
7.25E-05,5.24E-06,5.51E-06,70.41246624
7.25E-05,5.24E-06,6.22E-06,69.47404638
7.25E-05,5.24E-06,6.93E-06,68.64001328
7.25E-05,5.24E-06,7.64E-06,67.88917809
7.25E-05,5.24E-06,8.36E-06,67.20592455
7.25E-05,5.24E-06,9.07E-06,66.57847759
7.25E-05,5.24E-06,9.78E-06,65.99778118
7.82E-05,2.40E-06,1.12E-05,91.79368923
7.82E-05,2.40E-06,1.05E-05,92.29462797
7.82E-05,2.40E-06,4.80E-06,96.45258327
7.82E-05,2.40E-06,5.51E-06,95.14427287
7.82E-05,2.40E-06,6.22E-06,94.02711901
7.82E-05,2.40E-06,6.93E-06,93.05415801
7.82E-05,2.40E-06,7.64E-06,92.19291574
7.82E-05,2.40E-06,8.36E-06,91.42019925
7.82E-05,2.40E-06,9.07E-06,90.89966809
7.82E-05,2.40E-06,9.78E-06,90.42576265
7.82E-05,2.76E-06,1.12E-05,89.57103676
7.82E-05,2.76E-06,1.05E-05,90.10832455
7.82E-05,2.76E-06,4.80E-06,93.68886296
7.82E-05,2.76E-06,5.51E-06,92.29650545
7.82E-05,2.76E-06,6.22E-06,91.29270631
7.82E-05,2.76E-06,6.93E-06,90.5367479
7.82E-05,2.76E-06,7.64E-06,90.04049045
7.82E-05,2.76E-06,8.36E-06,89.42918799
7.82E-05,2.76E-06,9.07E-06,88.87174988
7.82E-05,2.76E-06,9.78E-06,88.35889414
7.82E-05,3.11E-06,1.12E-05,87.40937995
7.82E-05,3.11E-06,1.05E-05,87.97977678
7.82E-05,3.11E-06,4.80E-06,91.538888
7.82E-05,3.11E-06,5.51E-06,90.45742643
7.82E-05,3.11E-06,6.22E-06,89.52663853
7.82E-05,3.11E-06,6.93E-06,88.71092334
7.82E-05,3.11E-06,7.64E-06,87.98534277
7.82E-05,3.11E-06,8.36E-06,87.3318822
7.82E-05,3.11E-06,9.07E-06,86.73718702
7.82E-05,3.11E-06,9.78E-06,86.19113565
7.82E-05,3.47E-06,1.12E-05,85.32331871
7.82E-05,3.47E-06,1.05E-05,85.92374663
7.82E-05,3.47E-06,4.80E-06,89.78494834
7.82E-05,3.47E-06,5.51E-06,88.63274644
7.82E-05,3.47E-06,6.22E-06,87.64251444
7.82E-05,3.47E-06,6.93E-06,86.77605849
7.82E-05,3.47E-06,7.64E-06,86.00659008
7.82E-05,3.47E-06,8.36E-06,85.31474045
7.82E-05,3.47E-06,9.07E-06,84.68614182
7.82E-05,3.47E-06,9.78E-06,84.10989962
7.82E-05,3.82E-06,1.12E-05,83.32086017
7.82E-05,3.82E-06,1.05E-05,83.94842112
7.82E-05,3.82E-06,4.80E-06,88.09527442
7.82E-05,3.82E-06,5.51E-06,86.87864066
7.82E-05,3.82E-06,6.22E-06,85.83431326
7.82E-05,3.82E-06,6.93E-06,84.92172446
7.82E-05,3.82E-06,7.64E-06,84.11238869
7.82E-05,3.82E-06,8.36E-06,83.38569443
7.82E-05,3.82E-06,9.07E-06,82.72634393
7.82E-05,3.82E-06,9.78E-06,82.12273326
7.82E-05,4.18E-06,1.12E-05,81.4059323
7.82E-05,4.18E-06,1.05E-05,82.05792237
7.82E-05,4.18E-06,4.80E-06,86.47503125
7.82E-05,4.18E-06,5.51E-06,85.19990699
7.82E-05,4.18E-06,6.22E-06,84.10650828
7.82E-05,4.18E-06,6.93E-06,83.15210485
7.82E-05,4.18E-06,7.64E-06,82.30666204
7.82E-05,4.18E-06,8.36E-06,81.54843268
7.82E-05,4.18E-06,9.07E-06,80.86126894
7.82E-05,4.18E-06,9.78E-06,80.23291846
7.82E-05,4.53E-06,1.12E-05,79.57981545
7.82E-05,4.53E-06,1.05E-05,80.25373348
7.82E-05,4.53E-06,4.80E-06,84.92663607
7.82E-05,4.53E-06,5.51E-06,83.59859242
7.82E-05,4.53E-06,6.22E-06,82.4608175
7.82E-05,4.53E-06,6.93E-06,81.46862306
7.82E-05,4.53E-06,7.64E-06,80.590568
7.82E-05,4.53E-06,8.36E-06,79.80387261
7.82E-05,4.53E-06,9.07E-06,79.09161557
7.82E-05,4.53E-06,9.78E-06,78.44095438
7.82E-05,4.89E-06,1.12E-05,77.84201799
7.82E-05,4.89E-06,1.05E-05,78.53556842
7.82E-05,4.89E-06,4.80E-06,83.45064718
7.82E-05,4.89E-06,5.51E-06,82.07488397
7.82E-05,4.89E-06,6.22E-06,80.89709851
7.82E-05,4.89E-06,6.93E-06,79.87084185
7.82E-05,4.89E-06,7.64E-06,78.96340374
7.82E-05,4.89E-06,8.36E-06,78.15107089
7.82E-05,4.89E-06,9.07E-06,77.41622178
7.82E-05,4.89E-06,9.78E-06,76.7454794
7.82E-05,5.60E-06,1.12E-05,74.62378643
7.82E-05,5.60E-06,1.05E-05,75.35052135
7.82E-05,5.60E-06,4.80E-06,80.71209161
7.82E-05,5.60E-06,5.51E-06,79.25502309
7.82E-05,5.60E-06,6.22E-06,78.00902163
7.82E-05,5.60E-06,6.93E-06,76.92467634
7.82E-05,5.60E-06,7.64E-06,75.96712733
7.82E-05,5.60E-06,8.36E-06,75.11107311
7.82E-05,5.60E-06,9.07E-06,74.33769781
7.82E-05,5.60E-06,9.78E-06,73.63271098
7.82E-05,5.24E-06,1.12E-05,76.1908451
7.82E-05,5.24E-06,1.05E-05,76.90193561
7.82E-05,5.24E-06,4.80E-06,82.04633857
7.82E-05,5.24E-06,5.51E-06,80.62768739
7.82E-05,5.24E-06,6.22E-06,79.41393191
7.82E-05,5.24E-06,6.93E-06,78.35705185
7.82E-05,5.24E-06,7.64E-06,77.42319944
7.82E-05,5.24E-06,8.36E-06,76.58782234
7.82E-05,5.24E-06,9.07E-06,75.83266872
7.82E-05,5.24E-06,9.78E-06,75.14387986
8.96E-05,2.40E-06,1.12E-05,111.3031582
8.96E-05,2.40E-06,1.05E-05,111.9322702
8.96E-05,2.40E-06,4.80E-06,113.6416042
8.96E-05,2.40E-06,5.51E-06,113.1020417
8.96E-05,2.40E-06,6.22E-06,112.6355787
8.96E-05,2.40E-06,6.93E-06,112.2236207
8.96E-05,2.40E-06,7.64E-06,111.8534799
8.96E-05,2.40E-06,8.36E-06,111.4047745
8.96E-05,2.40E-06,9.07E-06,110.7376168
8.96E-05,2.40E-06,9.78E-06,110.1288919
8.96E-05,2.76E-06,1.12E-05,108.6847119
8.96E-05,2.76E-06,1.05E-05,109.3641244
8.96E-05,2.76E-06,4.80E-06,112.9398729
8.96E-05,2.76E-06,5.51E-06,112.3700801
8.96E-05,2.76E-06,6.22E-06,111.5882743
8.96E-05,2.76E-06,6.93E-06,110.5684376
8.96E-05,2.76E-06,7.64E-06,109.7924313
8.96E-05,2.76E-06,8.36E-06,108.9875837
8.96E-05,2.76E-06,9.07E-06,108.2610257
8.96E-05,2.76E-06,9.78E-06,107.5989707
8.96E-05,3.11E-06,1.12E-05,106.1582881
8.96E-05,3.11E-06,1.05E-05,106.8815917
8.96E-05,3.11E-06,4.80E-06,112.210669
8.96E-05,3.11E-06,5.51E-06,110.7204034
8.96E-05,3.11E-06,6.22E-06,109.4530367
8.96E-05,3.11E-06,6.93E-06,108.3548144
8.96E-05,3.11E-06,7.64E-06,107.3882699
8.96E-05,3.11E-06,8.36E-06,106.5264653
8.96E-05,3.11E-06,9.07E-06,105.7495193
8.96E-05,3.11E-06,9.78E-06,105.042426
8.96E-05,3.47E-06,1.12E-05,103.7373204
8.96E-05,3.47E-06,1.05E-05,104.4985114
8.96E-05,3.47E-06,4.80E-06,110.195242
8.96E-05,3.47E-06,5.51E-06,108.6088304
8.96E-05,3.47E-06,6.22E-06,107.2620787
8.96E-05,3.47E-06,6.93E-06,106.0969805
8.96E-05,3.47E-06,7.64E-06,105.0731333
8.96E-05,3.47E-06,8.36E-06,104.1615127
8.96E-05,3.47E-06,9.07E-06,103.3407157
8.96E-05,3.47E-06,9.78E-06,102.5946031
8.96E-05,3.82E-06,1.12E-05,101.4280199
8.96E-05,3.82E-06,1.05E-05,102.2215527
8.96E-05,3.82E-06,4.80E-06,108.2418235
8.96E-05,3.82E-06,5.51E-06,106.569555
8.96E-05,3.82E-06,6.22E-06,105.1525271
8.96E-05,3.82E-06,6.93E-06,103.9286871
8.96E-05,3.82E-06,7.64E-06,102.8548595
8.96E-05,3.82E-06,8.36E-06,101.9000624
8.96E-05,3.82E-06,9.07E-06,101.0414755
8.96E-05,3.82E-06,9.78E-06,100.2619091
8.96E-05,4.18E-06,1.12E-05,99.23216781
8.96E-05,4.18E-06,1.05E-05,100.0529849
8.96E-05,4.18E-06,4.80E-06,106.3562354
8.96E-05,4.18E-06,5.51E-06,104.6077408
8.96E-05,4.18E-06,6.22E-06,103.1289183
8.96E-05,4.18E-06,6.93E-06,101.8538738
8.96E-05,4.18E-06,7.64E-06,100.7368203
8.96E-05,4.18E-06,8.36E-06,99.74494684
8.96E-05,4.18E-06,9.07E-06,98.8541176
8.96E-05,4.18E-06,9.78E-06,98.10611161
8.96E-05,4.53E-06,1.12E-05,97.76999015
8.96E-05,4.53E-06,1.05E-05,98.39207159
8.96E-05,4.53E-06,4.80E-06,104.5415226
8.96E-05,4.53E-06,5.51E-06,102.7257493
8.96E-05,4.53E-06,6.22E-06,101.1929619
8.96E-05,4.53E-06,6.93E-06,99.87363033
8.96E-05,4.53E-06,7.64E-06,98.71951787
8.96E-05,4.53E-06,8.36E-06,97.96097875
8.96E-05,4.53E-06,9.07E-06,97.2888436
8.96E-05,4.53E-06,9.78E-06,96.67516964
8.96E-05,4.89E-06,1.12E-05,96.39165615
8.96E-05,4.89E-06,1.05E-05,97.03763296
8.96E-05,4.89E-06,4.80E-06,102.7988732
8.96E-05,4.89E-06,5.51E-06,100.9240722
8.96E-05,4.89E-06,6.22E-06,99.3444887
8.96E-05,4.89E-06,6.93E-06,98.24986806
8.96E-05,4.89E-06,7.64E-06,97.3837737
8.96E-05,4.89E-06,8.36E-06,96.60906167
8.96E-05,4.89E-06,9.07E-06,95.90891574
8.96E-05,4.89E-06,9.78E-06,95.2705465
8.96E-05,5.60E-06,1.12E-05,93.7175411
8.96E-05,5.60E-06,1.05E-05,94.40717627
8.96E-05,5.60E-06,4.80E-06,99.52852806
8.96E-05,5.60E-06,5.51E-06,98.0330873
8.96E-05,5.60E-06,6.22E-06,96.8126926
8.96E-05,5.60E-06,6.93E-06,95.75244473
8.96E-05,5.60E-06,7.64E-06,94.81792468
8.96E-05,5.60E-06,8.36E-06,93.98414506
8.96E-05,5.60E-06,9.07E-06,93.23250799
8.96E-05,5.60E-06,9.78E-06,92.54887234
8.96E-05,5.24E-06,1.12E-05,95.04031498
8.96E-05,5.24E-06,1.05E-05,95.70879833
8.96E-05,5.24E-06,4.80E-06,101.1281997
8.96E-05,5.24E-06,5.51E-06,99.20192795
8.96E-05,5.24E-06,6.22E-06,98.01034959
8.96E-05,5.24E-06,6.93E-06,96.98917873
8.96E-05,5.24E-06,7.64E-06,96.08796259
8.96E-05,5.24E-06,8.36E-06,95.2828966
8.96E-05,5.24E-06,9.07E-06,94.55626169
8.96E-05,5.24E-06,9.78E-06,93.89458268
8.39E-05,2.40E-06,1.12E-05,101.9612814
8.39E-05,2.40E-06,1.05E-05,102.6309371
8.39E-05,2.40E-06,4.80E-06,107.0649749
8.39E-05,2.40E-06,5.51E-06,105.7356812
8.39E-05,2.40E-06,6.22E-06,104.6029079
8.39E-05,2.40E-06,6.93E-06,103.6187837
8.39E-05,2.40E-06,7.64E-06,102.7501027
8.39E-05,2.40E-06,8.36E-06,101.973082
8.39E-05,2.40E-06,9.07E-06,101.270223
8.39E-05,2.40E-06,9.78E-06,100.628352
8.39E-05,2.76E-06,1.12E-05,98.94084924
8.39E-05,2.76E-06,1.05E-05,99.65586004
8.39E-05,2.76E-06,4.80E-06,104.5398978
8.39E-05,2.76E-06,5.51E-06,103.1008313
8.39E-05,2.76E-06,6.22E-06,101.8768584
8.39E-05,2.76E-06,6.93E-06,100.8153966
8.39E-05,2.76E-06,7.64E-06,100.0379405
8.39E-05,2.76E-06,8.36E-06,99.19959939
8.39E-05,2.76E-06,9.07E-06,98.44235293
8.39E-05,2.76E-06,9.78E-06,97.75172452
8.39E-05,3.11E-06,1.12E-05,96.09870678
8.39E-05,3.11E-06,1.05E-05,96.85069591
8.39E-05,3.11E-06,4.80E-06,102.2890071
8.39E-05,3.11E-06,5.51E-06,100.7507231
8.39E-05,3.11E-06,6.22E-06,99.44493691
8.39E-05,3.11E-06,6.93E-06,98.31455753
8.39E-05,3.11E-06,7.64E-06,97.32005118
8.39E-05,3.11E-06,8.36E-06,96.43315668
8.39E-05,3.11E-06,9.07E-06,95.63312159
8.39E-05,3.11E-06,9.78E-06,94.97875752
8.39E-05,3.47E-06,1.12E-05,94.29249868
8.39E-05,3.47E-06,1.05E-05,94.87128837
8.39E-05,3.47E-06,4.80E-06,99.98257099
8.39E-05,3.47E-06,5.51E-06,98.3643408
8.39E-05,3.47E-06,6.22E-06,96.99340796
8.39E-05,3.47E-06,6.93E-06,95.80872751
8.39E-05,3.47E-06,7.64E-06,95.01442862
8.39E-05,3.47E-06,8.36E-06,94.33749667
8.39E-05,3.47E-06,9.07E-06,93.72286189
8.39E-05,3.47E-06,9.78E-06,93.1598028
8.39E-05,3.82E-06,1.12E-05,92.53635048
8.39E-05,3.82E-06,1.05E-05,93.14421318
8.39E-05,3.82E-06,4.80E-06,97.80018369
8.39E-05,3.82E-06,5.51E-06,96.11463614
8.39E-05,3.82E-06,6.22E-06,95.03441099
8.39E-05,3.82E-06,6.93E-06,94.13443911
8.39E-05,3.82E-06,7.64E-06,93.33711632
8.39E-05,3.82E-06,8.36E-06,92.62195877
8.39E-05,3.82E-06,9.07E-06,91.9737625
8.39E-05,3.82E-06,9.78E-06,91.38099184
8.39E-05,4.18E-06,1.12E-05,90.82266852
8.39E-05,4.18E-06,1.05E-05,91.45748644
8.39E-05,4.18E-06,4.80E-06,95.84390573
8.39E-05,4.18E-06,5.51E-06,94.57359608
8.39E-05,4.18E-06,6.22E-06,93.4860065
8.39E-05,4.18E-06,6.93E-06,92.53809713
8.39E-05,4.18E-06,7.64E-06,91.6996541
8.39E-05,4.18E-06,8.36E-06,90.94881436
8.39E-05,4.18E-06,9.07E-06,90.26934809
8.39E-05,4.18E-06,9.78E-06,89.64894095
8.39E-05,4.53E-06,1.12E-05,89.155616
8.39E-05,4.53E-06,1.05E-05,89.81534264
8.39E-05,4.53E-06,4.80E-06,94.45111189
8.39E-05,4.53E-06,5.51E-06,93.11675907
8.39E-05,4.53E-06,6.22E-06,91.97601364
8.39E-05,4.53E-06,6.93E-06,90.98324995
8.39E-05,4.53E-06,7.64E-06,90.10642814
8.39E-05,4.53E-06,8.36E-06,89.32236102
8.39E-05,4.53E-06,9.07E-06,88.61383601
8.39E-05,4.53E-06,9.78E-06,87.96779442
8.39E-05,4.89E-06,1.12E-05,87.53773313
8.39E-05,4.89E-06,1.05E-05,88.22040176
8.39E-05,4.89E-06,4.80E-06,93.0924642
8.39E-05,4.89E-06,5.51E-06,91.69792912
8.39E-05,4.89E-06,6.22E-06,90.50739537
8.39E-05,4.89E-06,6.93E-06,89.47274435
8.39E-05,4.89E-06,7.64E-06,88.56017972
8.39E-05,4.89E-06,8.36E-06,87.74524357
8.39E-05,4.89E-06,9.07E-06,87.00978248
8.39E-05,4.89E-06,9.78E-06,86.34002684
8.39E-05,5.60E-06,1.12E-05,84.45430241
8.39E-05,5.60E-06,1.05E-05,85.17731004
8.39E-05,5.60E-06,4.80E-06,90.48524897
8.39E-05,5.60E-06,5.51E-06,88.98133354
8.39E-05,5.60E-06,6.22E-06,87.70078252
8.39E-05,5.60E-06,6.93E-06,86.59076072
8.39E-05,5.60E-06,7.64E-06,85.61416107
8.39E-05,5.60E-06,8.36E-06,84.74413982
8.39E-05,5.60E-06,9.07E-06,83.9607839
8.39E-05,5.60E-06,9.78E-06,83.24899906
8.39E-05,5.24E-06,1.12E-05,85.97042927
8.39E-05,5.24E-06,1.05E-05,86.67416046
8.39E-05,5.24E-06,4.80E-06,91.77007412
8.39E-05,5.24E-06,5.51E-06,90.31906913
8.39E-05,5.24E-06,6.22E-06,89.08198018
8.39E-05,5.24E-06,6.93E-06,88.00828607
8.39E-05,5.24E-06,7.64E-06,87.06250183
8.39E-05,5.24E-06,8.36E-06,86.21895104
8.39E-05,5.24E-06,9.07E-06,85.45858038
8.39E-05,5.24E-06,9.78E-06,84.76694197
