W,X,Y,Gain,ugf,pm
4.977778e-05,5.244444e-06,7.644444e-06,55.0289909162343,149523665.783024,61.45900066097332
4.977778e-05,5.244444e-06,8.355556e-06,55.0731983743362,150857894.4682052,60.83518644871359
4.977778e-05,5.244444e-06,9.066667e-06,55.1110977806376,152001165.8550552,60.26052171946176
4.977778e-05,5.244444e-06,9.777778e-06,55.1440569908635,152991823.8573322,59.72651109398264
5.546667e-05,2.4e-06,1.12e-05,53.4609304679219,141522799.0740254,56.8007151860833
5.546667e-05,2.4e-06,1.048889e-05,53.4406713189361,140613473.8501284,57.20287645150054
5.546667e-05,2.4e-06,4.8e-06,53.8974212901259,126356389.0227145,61.63854409610687
5.546667e-05,2.4e-06,5.511111e-06,53.966685015711,129225465.9660252,60.91531490586903
5.546667e-05,2.4e-06,6.222222e-06,54.0189154762636,131506233.6394275,60.28148366089108
5.546667e-05,2.4e-06,6.933333e-06,54.0595021228874,133367770.3151935,59.71525214294984
5.546667e-05,2.4e-06,7.644444e-06,54.0918320526069,134918861.8933006,59.20163980002953
5.546667e-05,2.4e-06,8.355556e-06,54.1181296670842,136232872.4595776,58.7299786277951
5.546667e-05,2.4e-06,9.066667e-06,54.1399089832224,137361193.6183031,58.29244520002523
5.546667e-05,2.4e-06,9.777778e-06,54.1582315816309,138340972.0295885,57.88315860541186
5.546667e-05,2.755556e-06,1.12e-05,53.5466143509542,144989753.3006073,56.65228030368664
5.546667e-05,2.755556e-06,1.048889e-05,53.5252708093782,144097004.5534511,57.07508670711105
5.546667e-05,2.755556e-06,4.8e-06,53.939441012134,129980137.4241077,61.79200590482151
5.546667e-05,2.755556e-06,5.511111e-06,54.0122722874643,132817561.154578,61.02406169602696
5.546667e-05,2.755556e-06,6.222222e-06,54.0674810930476,135071818.7771995,60.35235209361403
5.546667e-05,2.755556e-06,6.933333e-06,54.1106057293826,136910607.3188695,59.75343185854744
5.546667e-05,2.755556e-06,7.644444e-06,54.1451345840215,138441804.4294687,59.21117889724948
5.546667e-05,2.755556e-06,8.355556e-06,54.1733636705708,139738150.4277409,58.71410689455336
5.546667e-05,2.755556e-06,9.066667e-06,54.1968592322653,140850592.9052373,58.25378918812196
5.546667e-05,2.755556e-06,9.777778e-06,54.2167219319168,141815952.8151191,57.82388955764498
5.546667e-05,3.111111e-06,1.12e-05,53.6094454072083,147899339.5092506,56.48412478448301
5.546667e-05,3.111111e-06,1.048889e-05,53.5871939069615,147020064.4578449,56.92525971153106
5.546667e-05,3.111111e-06,4.8e-06,53.9661028260043,133015034.327052,61.88958110904319
5.546667e-05,3.111111e-06,5.511111e-06,54.041933041006,135827569.0323898,61.08125221056139
5.546667e-05,3.111111e-06,6.222222e-06,54.0996426360426,138060887.4993128,60.37537035651962
5.546667e-05,3.111111e-06,6.933333e-06,54.1448960151001,139881632.0295362,59.74699050408751
5.546667e-05,3.111111e-06,7.644444e-06,54.1812673273344,141396985.2104698,59.1789512614005
5.546667e-05,3.111111e-06,8.355556e-06,54.2111131889008,142679209.1956505,58.65902151506395
5.546667e-05,3.111111e-06,9.066667e-06,54.2360440206418,143778910.7385533,58.17822575245388
5.546667e-05,3.111111e-06,9.777778e-06,54.2571935311523,144732660.4790773,57.72981365585782
5.546667e-05,3.466667e-06,1.12e-05,53.6559844394578,150396193.9553418,56.30273718680921
5.546667e-05,3.466667e-06,1.048889e-05,53.632956357651,149528123.5223485,56.76038097456023
5.546667e-05,3.466667e-06,4.8e-06,53.9820177098827,135613594.8052188,61.94674227972473
5.546667e-05,3.466667e-06,5.511111e-06,54.0604193462953,138406094.9303421,61.10154844492848
5.546667e-05,3.466667e-06,6.222222e-06,54.1202711305551,140622481.7271285,60.36450113565105
5.546667e-05,3.466667e-06,6.933333e-06,54.1673463130985,142428574.0482688,59.7092767557245
5.546667e-05,3.466667e-06,7.644444e-06,54.2052930318447,143931010.5277939,59.11775884321407
5.546667e-05,3.466667e-06,8.355556e-06,54.2365201638287,145201678.4147687,58.57703204775281
5.546667e-05,3.466667e-06,9.066667e-06,54.2626762122408,146290916.8291533,58.07761680414203
5.546667e-05,3.466667e-06,9.777778e-06,54.284923362347,147235099.6119625,57.61238263359775
5.546667e-05,3.822222e-06,1.12e-05,53.6905931078354,152576382.1323772,56.11299625151957
5.546667e-05,3.822222e-06,1.048889e-05,53.6668898240301,151717804.9296665,56.58566602707496
5.546667e-05,3.822222e-06,4.8e-06,53.9902487208777,137877553.3338774,61.97404523841682
5.546667e-05,3.822222e-06,5.511111e-06,54.0708901933612,140653615.2333331,61.09492514166809
5.546667e-05,3.822222e-06,6.222222e-06,54.1326063018619,142856045.6364887,60.32922017190415
5.546667e-05,3.822222e-06,6.933333e-06,54.1812656679797,144650009.2373204,59.64933010447869
5.546667e-05,3.822222e-06,7.644444e-06,54.2205812303262,146141711.3990917,59.03625424345527
5.546667e-05,3.822222e-06,8.355556e-06,54.2530076197229,147402740.1397235,58.47644394754073
5.546667e-05,3.822222e-06,9.066667e-06,54.2802266687529,148483220.6139481,57.95995328900484
5.546667e-05,3.822222e-06,9.777778e-06,54.3034254775531,149419369.1094137,57.47930018025175
5.546667e-05,4.177778e-06,1.12e-05,53.7162744864181,154506691.401039,55.91845403285992
5.546667e-05,4.177778e-06,1.048889e-05,53.6919764189458,153656283.1218331,56.40490881757533
5.546667e-05,4.177778e-06,4.8e-06,53.9928935961195,139877790.4977995,61.97889816806929
5.546667e-05,4.177778e-06,5.511111e-06,54.0755112813904,142640149.3985501,61.06835389420285
5.546667e-05,4.177778e-06,6.222222e-06,54.1388709692839,144830890.9151575,60.27612524950813
5.546667e-05,4.177778e-06,6.933333e-06,54.1889258817832,146614652.8515972,59.57342245554912
5.546667e-05,4.177778e-06,7.644444e-06,54.2294464173305,148097290.5643451,58.94042113038895
5.546667e-05,4.177778e-06,8.355556e-06,54.2629277635912,149350149.795697,58.36298290477789
5.546667e-05,4.177778e-06,9.066667e-06,54.2910812877155,150423182.1440403,57.83072772428756
5.546667e-05,4.177778e-06,9.777778e-06,54.3151161616075,151352475.9020869,57.33584631630682
5.546667e-05,4.533333e-06,1.12e-05,53.735156401585,156235281.6956523,55.72166415804101
5.546667e-05,4.533333e-06,1.048889e-05,53.7103287555229,155391995.152238,56.22084471390207
5.546667e-05,4.533333e-06,4.8e-06,53.9914257889502,141665458.1369958,61.96662948572192
5.546667e-05,4.533333e-06,5.511111e-06,54.0758058154225,144416240.6498805,61.02682359900795
5.546667e-05,4.533333e-06,6.222222e-06,54.1406301114537,146597059.7989569,60.20991509606901
5.546667e-05,4.533333e-06,6.933333e-06,54.1919277221157,148372124.3092851,59.48600002094468
5.546667e-05,4.533333e-06,7.644444e-06,54.23352052606,149847003.5665256,58.8344827475113
5.546667e-05,4.533333e-06,8.355556e-06,54.2679400356285,151092844.8625324,58.24067292419335
5.546667e-05,4.533333e-06,9.066667e-06,54.2969240629934,152159457.3446057,57.69378430881702
5.546667e-05,4.533333e-06,9.777778e-06,54.3217015378031,153082824.0709057,57.18570161575884
5.546667e-05,4.888889e-06,1.12e-05,53.7487830212841,157797933.8757863,55.52445234247907
5.546667e-05,4.888889e-06,1.048889e-05,53.7234796192785,156960925.5800537,56.03544081286861
5.546667e-05,4.888889e-06,4.8e-06,53.9869024664688,143278557.2871082,61.94115412358013
5.546667e-05,4.888889e-06,5.511111e-06,54.0728683743164,146019448.0320054,60.97397818546882
5.546667e-05,4.888889e-06,6.222222e-06,54.1390096953667,148191747.0025916,60.13400227680987
5.546667e-05,4.888889e-06,6.933333e-06,54.1914240280672,149959310.4211053,59.39027423790972
5.546667e-05,4.888889e-06,7.644444e-06,54.233979780093,151427471.8723799,58.72147312231191
5.546667e-05,4.888889e-06,8.355556e-06,54.2692412851965,152667214.5518463,58.1123896629284
5.546667e-05,4.888889e-06,9.066667e-06,54.298970243729,153728229.5489178,57.55185591230362
5.546667e-05,4.888889e-06,9.777778e-06,54.3244134283496,154646412.5421722,57.03146912807436
5.546667e-05,5.6e-06,1.12e-05,53.7645626501662,163174727.4433292,55.48424965115324
5.546667e-05,5.6e-06,1.048889e-05,53.738436175674,161274006.1038199,55.87113560730705
5.546667e-05,5.6e-06,4.8e-06,53.9715787926823,146090311.3590478,61.86160151743749
5.546667e-05,5.6e-06,5.511111e-06,54.060295943506,148815237.6566927,60.8445150726686
5.546667e-05,5.6e-06,6.222222e-06,54.1287198319385,150973683.4476853,59.9625206854671
5.546667e-05,5.6e-06,6.933333e-06,54.1830677623898,152728970.8470627,59.1827382902543
5.546667e-05,5.6e-06,7.644444e-06,54.2272893538911,154186073.9177047,58.48251366309212
5.546667e-05,5.6e-06,8.355556e-06,54.2640062033541,155415724.4665751,57.84568424913056
5.546667e-05,5.6e-06,9.066667e-06,54.2950216731581,156467432.0343913,57.26038130580184
5.546667e-05,5.6e-06,9.777778e-06,54.3216136440654,157376957.5002661,56.71767464733372
5.546667e-05,5.244444e-06,1.12e-05,53.7582978790523,160182198.3556101,55.45244764212459
5.546667e-05,5.244444e-06,1.048889e-05,53.7325638131311,158390481.1558151,55.85011040423279
5.546667e-05,5.244444e-06,4.8e-06,53.9800958693773,144746014.852652,61.90540204712686
5.546667e-05,5.244444e-06,5.511111e-06,54.0674999688333,147478369.9135985,60.91252685789411
5.546667e-05,5.244444e-06,6.222222e-06,54.1348348548227,149643279.7340344,60.05090763307155
5.546667e-05,5.244444e-06,6.933333e-06,54.1882605736381,151404308.9351128,59.28860229925161
5.546667e-05,5.244444e-06,7.644444e-06,54.2316879049274,152866595.232435,58.60360518394054
5.546667e-05,5.244444e-06,8.355556e-06,54.2677110631926,154100985.0838332,57.98021734416463
5.546667e-05,5.244444e-06,9.066667e-06,54.2981134912108,155157070.9558105,57.40691078143023
5.546667e-05,5.244444e-06,9.777778e-06,54.3241581979202,156070675.3780663,56.87501171238222
6.115556e-05,2.4e-06,1.12e-05,50.8079769125762,140273577.067956,58.7640051624283
6.115556e-05,2.4e-06,1.048889e-05,50.8054854829775,139374092.2850437,59.09690076606099
6.115556e-05,2.4e-06,4.8e-06,51.7917181651836,126787240.5432781,61.27284700188736
6.115556e-05,2.4e-06,5.511111e-06,51.829825305045,129532518.0204027,60.64218175203238
6.115556e-05,2.4e-06,6.222222e-06,51.8545928737066,131713601.377495,60.09309644739326
6.115556e-05,2.4e-06,6.933333e-06,51.8706248937529,133492763.9501472,59.60516035595656
6.115556e-05,2.4e-06,7.644444e-06,51.8807493514599,134974394.604283,59.1644166066909
6.115556e-05,2.4e-06,8.355556e-06,51.8867786375485,136228877.3326775,58.76098565664297
6.115556e-05,2.4e-06,9.066667e-06,51.8899144612952,137305504.5082521,58.38766578693026
6.115556e-05,2.4e-06,9.777778e-06,51.8909760472962,138239896.2094897,58.03907600919668
6.115556e-05,2.755556e-06,1.12e-05,51.1197870280809,144456135.5601833,57.61655525608588
6.115556e-05,2.755556e-06,1.048889e-05,51.1143749878546,143580672.3253472,57.9826746418492
6.115556e-05,2.755556e-06,4.8e-06,52.0046815454577,130882756.5436293,60.95368238944697
6.115556e-05,2.755556e-06,5.511111e-06,52.049166356585,133595461.6026251,60.25324605451167
6.115556e-05,2.755556e-06,6.222222e-06,52.079421920429,135749467.5470657,59.64394985574445
6.115556e-05,2.755556e-06,6.933333e-06,52.1002610267808,137505511.6360137,59.10319487676628
6.115556e-05,2.755556e-06,7.644444e-06,52.1146564155367,138966985.235341,58.61549996741248
6.115556e-05,2.755556e-06,8.355556e-06,52.1245246313486,140203595.4922288,58.16987756750412
6.115556e-05,2.755556e-06,9.066667e-06,52.131144619179,141264158.6676501,57.75829788991405
6.115556e-05,2.755556e-06,9.777778e-06,52.1353943305555,142183949.6678666,57.37474646412983
6.115556e-05,3.111111e-06,1.12e-05,51.3620570640462,147833975.6135568,56.7417488819089
6.115556e-05,3.111111e-06,1.048889e-05,51.3543749239733,146976969.2449892,57.136559572298
6.115556e-05,3.111111e-06,4.8e-06,52.170002660838,134224792.8617957,60.73274153882043
6.115556e-05,3.111111e-06,5.511111e-06,52.2195853238861,136911306.9591224,59.97443868173037
6.115556e-05,3.111111e-06,6.222222e-06,52.2542121771561,139043429.5037341,59.31532799687989
6.115556e-05,3.111111e-06,6.933333e-06,52.2788683144049,140780709.019018,58.73095955708237
6.115556e-05,3.111111e-06,7.644444e-06,52.296645611965,142225761.737222,58.20455552213314
6.115556e-05,3.111111e-06,8.355556e-06,52.3095461174281,143447766.8408719,57.72418896967333
6.115556e-05,3.111111e-06,9.066667e-06,52.3189120309938,144495167.8691694,57.28113038606968
6.115556e-05,3.111111e-06,9.777778e-06,52.3256692945553,145402968.5799075,56.86883167700087
6.115556e-05,3.466667e-06,1.12e-05,51.5551937136386,150647902.2183793,56.05081003227616
6.115556e-05,3.466667e-06,1.048889e-05,51.5456938838787,149805693.3864179,56.47036581064114
6.115556e-05,3.466667e-06,4.8e-06,52.301222233618,137034355.3987496,60.5660189127375
6.115556e-05,3.466667e-06,5.511111e-06,52.3550106094202,139699354.1014299,59.75842340971776
6.115556e-05,3.466667e-06,6.222222e-06,52.3932328021153,141813405.6303451,59.05701150639059
6.115556e-05,3.466667e-06,6.933333e-06,52.4210198430969,143535118.5587468,58.43570584961545
6.115556e-05,3.466667e-06,7.644444e-06,52.4415643006018,144966494.0392944,57.8765919502332
6.115556e-05,3.466667e-06,8.355556e-06,52.4569403470698,146176290.9674688,57.3669218893643
6.115556e-05,3.466667e-06,9.066667e-06,52.4685434443804,147212655.2925958,56.89735635881641
6.115556e-05,3.466667e-06,9.777778e-06,52.4773398742839,148110373.6676256,56.46088352747401
6.115556e-05,3.822222e-06,1.12e-05,51.7123638831487,153050363.9346592,55.48552135929749
6.115556e-05,3.822222e-06,1.048889e-05,51.7013702362484,152220386.8254949,55.92655848477605
6.115556e-05,3.822222e-06,4.8e-06,52.4072096625556,139450372.750295,60.42949624920166
6.115556e-05,3.822222e-06,5.511111e-06,52.4645537254893,142097430.6293136,59.5789341810745
6.115556e-05,3.822222e-06,6.222222e-06,52.5058077316128,144196337.2800969,58.84076815265655
6.115556e-05,3.822222e-06,6.933333e-06,52.5362287729627,145904945.6675565,58.18745919165138
6.115556e-05,3.822222e-06,7.644444e-06,52.5590962521151,147324760.944041,57.60007443057305
6.115556e-05,3.822222e-06,8.355556e-06,52.5765464464216,148524202.154101,57.06513215495363
6.115556e-05,3.822222e-06,9.066667e-06,52.5900206154929,149551174.0083748,56.57274933142202
6.115556e-05,3.822222e-06,9.777778e-06,52.6005196817376,150440286.7527698,56.11550160735905
6.115556e-05,4.177778e-06,1.12e-05,51.8424219115046,155141844.0200897,55.00785948279647
6.115556e-05,4.177778e-06,1.048889e-05,51.8301732278828,154322205.3736525,55.46772787893034
6.115556e-05,4.177778e-06,4.8e-06,52.4940241888249,141564846.0052862,60.30991897898563
6.115556e-05,4.177778e-06,5.511111e-06,52.5544327527177,144196766.0285635,59.42119538983697
6.115556e-05,4.177778e-06,6.222222e-06,52.5982940533523,146282832.2246656,58.65048416202345
6.115556e-05,4.177778e-06,6.933333e-06,52.6309757653832,147980282.0899818,57.96891318963411
6.115556e-05,4.177778e-06,7.644444e-06,52.6558333643584,149390215.5905347,57.35662254848595
6.115556e-05,4.177778e-06,8.355556e-06,52.6750574706945,150580773.4565257,56.79946383560184
6.115556e-05,4.177778e-06,9.066667e-06,52.6901293730485,151599662.4061987,56.28706097911138
6.115556e-05,4.177778e-06,9.777778e-06,52.7020802390044,152481347.6099874,55.81161628172093
6.115556e-05,4.533333e-06,1.12e-05,51.9515381099967,156991105.2883255,54.59280665294057
6.115556e-05,4.533333e-06,1.048889e-05,51.9382153434492,156180353.2332387,55.06935899167063
6.115556e-05,4.533333e-06,4.8e-06,52.5659497221545,143441443.2162942,60.19989866119219
6.115556e-05,4.533333e-06,5.511111e-06,52.6290403635383,146060461.8285858,59.27677128570051
6.115556e-05,4.533333e-06,6.222222e-06,52.6751793546375,148135533.6544586,58.47679976495333
6.115556e-05,4.533333e-06,6.933333e-06,52.7098325863206,149823389.4798622,57.76988209388074
6.115556e-05,4.533333e-06,7.644444e-06,52.7364230283248,151224794.7348887,57.13530442957811
6.115556e-05,4.533333e-06,8.355556e-06,52.7571894686492,152407659.823569,56.55830525940208
6.115556e-05,4.533333e-06,9.066667e-06,52.773648643779,153419527.2770176,56.02805582150284
6.115556e-05,4.533333e-06,9.777778e-06,52.7868584819722,154294741.7401462,55.53641617145555
6.115556e-05,4.888889e-06,1.12e-05,52.0441451496028,158854988.8137038,54.25201745094802
6.115556e-05,4.888889e-06,1.048889e-05,52.0298888683292,157843824.8720996,54.7151659323641
6.115556e-05,4.888889e-06,4.8e-06,52.6261020124446,145125885.005974,60.09529338164939
6.115556e-05,4.888889e-06,5.511111e-06,52.6915695605639,147733810.9483294,59.14078147692707
6.115556e-05,4.888889e-06,6.222222e-06,52.739723863797,149799386.7861331,58.31418244623385
6.115556e-05,4.888889e-06,6.933333e-06,52.7761189417863,151478922.4654176,57.58424977763335
6.115556e-05,4.888889e-06,7.644444e-06,52.8042382727758,152872904.7689906,56.92947604332301
6.115556e-05,4.888889e-06,8.355556e-06,52.8263637918704,154049051.8058441,56.33453070219498
6.115556e-05,4.888889e-06,9.066667e-06,52.8440439645808,155054768.7592586,55.78816541197678
6.115556e-05,4.888889e-06,9.777778e-06,52.8583606551986,155924299.2749831,55.28192343414795
6.115556e-05,5.6e-06,1.12e-05,52.1920994984451,165440034.7572523,54.13873319682873
6.115556e-05,5.6e-06,1.048889e-05,52.1762897479695,163620379.1249443,54.50402635499911
6.115556e-05,5.6e-06,4.8e-06,52.7198116655916,148045656.9795213,59.89409150628656
6.115556e-05,5.6e-06,5.511111e-06,52.7893299580777,150635579.8814223,58.88386794028288
6.115556e-05,5.6e-06,6.222222e-06,52.8409120269293,152685642.1562141,58.0101470162341
6.115556e-05,5.6e-06,6.933333e-06,52.8802643607137,154351505.5125632,57.23960011679142
6.115556e-05,5.6e-06,7.644444e-06,52.9109750104591,155733225.5779143,56.54927844007191
6.115556e-05,5.6e-06,8.355556e-06,52.9354004067687,156898221.8585291,55.92281961845844
6.115556e-05,5.6e-06,9.066667e-06,52.9551437468617,157893685.6288784,55.34821572008635
6.115556e-05,5.6e-06,9.777778e-06,52.9713281482918,159097897.2159123,54.86372785016394
6.115556e-05,5.244444e-06,1.12e-05,52.1235110887895,162314223.5254769,54.19086714747707
6.115556e-05,5.244444e-06,1.048889e-05,52.1084329045894,160473682.518694,54.54832000461733
6.115556e-05,5.244444e-06,4.8e-06,52.6768015536729,146652038.9020708,59.99378482452497
6.115556e-05,5.244444e-06,5.511111e-06,52.7443974499856,149250351.8775988,59.01037319629513
6.115556e-05,5.244444e-06,6.222222e-06,52.794353818046,151307661.3905087,58.15930769023219
6.115556e-05,5.244444e-06,6.933333e-06,52.8323044354046,152979925.350628,57.40826957507389
6.115556e-05,5.244444e-06,7.644444e-06,52.8617875002858,154367396.742318,56.73500880129603
6.115556e-05,5.244444e-06,8.355556e-06,52.885123940287,155537631.9422126,56.12366295218929
6.115556e-05,5.244444e-06,9.066667e-06,52.9038908763279,156537920.3845162,55.56259194928421
6.115556e-05,5.244444e-06,9.777778e-06,52.9191917766921,157402420.4507876,55.04304361875187
6.684444e-05,2.4e-06,1.12e-05,45.7268482947995,132849052.9993414,71.34410436488564
6.684444e-05,2.4e-06,1.048889e-05,45.7604730721855,131727286.6536043,71.7431986101641
6.684444e-05,2.4e-06,4.8e-06,47.9403717099636,118612874.5100391,71.38984082256381
6.684444e-05,2.4e-06,5.511111e-06,47.9034713104631,121683274.8765887,70.89798159369334
6.684444e-05,2.4e-06,6.222222e-06,47.8622275197725,124141962.7892123,70.4574528909666
6.684444e-05,2.4e-06,6.933333e-06,47.8193782080661,126162347.1225653,70.05624519137903
6.684444e-05,2.4e-06,7.644444e-06,47.776408831454,127856567.1775166,69.68597676250188
6.684444e-05,2.4e-06,8.355556e-06,47.7341339720336,129300590.9161015,69.34060795615385
6.684444e-05,2.4e-06,9.066667e-06,47.6929936833886,130547850.0381671,69.01566983792428
6.684444e-05,2.4e-06,9.777778e-06,47.6532127143662,131637107.5365847,68.70778050540787
6.684444e-05,2.755556e-06,1.12e-05,46.5156963370745,138642363.1950236,68.86142113189274
6.684444e-05,2.755556e-06,1.048889e-05,46.5461383873848,137568011.4934243,69.27159869982363
6.684444e-05,2.755556e-06,4.8e-06,48.5557602482239,124655161.6734257,69.16467806934693
6.684444e-05,2.755556e-06,5.511111e-06,48.5328739404472,127610227.11198,68.63134919684629
6.684444e-05,2.755556e-06,6.222222e-06,48.5035762415477,129975103.1104817,68.15755229813205
6.684444e-05,2.755556e-06,6.933333e-06,48.4710751378011,131917232.1958613,67.72894196459411
6.684444e-05,2.755556e-06,7.644444e-06,48.4371873434635,133544833.4434555,67.33561046786559
6.684444e-05,2.755556e-06,8.355556e-06,48.4029688892864,134931188.8891346,66.97048028320684
6.684444e-05,2.755556e-06,9.066667e-06,48.3690407665944,136127826.0330403,66.62835272736858
6.684444e-05,2.755556e-06,9.777778e-06,48.3357664918992,137172118.870475,66.30531828841028
6.684444e-05,3.111111e-06,1.12e-05,47.1642099191912,143310072.2740608,66.65168094628021
6.684444e-05,3.111111e-06,1.048889e-05,47.1909738180775,142275688.0052779,67.0708479111256
6.684444e-05,3.111111e-06,4.8e-06,49.0385311074922,129504412.1797876,67.29836996128874
6.684444e-05,3.111111e-06,5.511111e-06,49.0277562686686,132369291.2970052,66.71789323272013
6.684444e-05,3.111111e-06,6.222222e-06,49.0088918843169,134660086.1916264,66.2061769142162
6.684444e-05,3.111111e-06,6.933333e-06,48.9855182133368,136539910.6933661,65.74632972690685
6.684444e-05,3.111111e-06,7.644444e-06,48.9597155427795,138114108.4026904,65.32675472805947
6.684444e-05,3.111111e-06,8.355556e-06,48.9327329538407,139453971.5471745,64.93921011833443
6.684444e-05,3.111111e-06,9.066667e-06,48.9053368118076,140609604.0466433,64.5776690915995
6.684444e-05,3.111111e-06,9.777778e-06,48.8780026638432,141617332.7427095,64.23761731498543
6.684444e-05,3.466667e-06,1.12e-05,47.6994223270853,147151491.3853033,64.69458133105655
6.684444e-05,3.466667e-06,1.048889e-05,47.722433783054,146151400.6526926,65.12196135997824
6.684444e-05,3.466667e-06,4.8e-06,49.4237754223026,133475767.818729,65.75171142711356
6.684444e-05,3.466667e-06,5.511111e-06,49.4232210614578,136270184.6764873,65.12070183489746
6.684444e-05,3.466667e-06,6.222222e-06,49.413219527599,138502526.8157457,64.56800863594263
6.684444e-05,3.466667e-06,6.933333e-06,49.3976485599373,140332769.120049,64.07419542480818
6.684444e-05,3.466667e-06,7.644444e-06,49.3787993786979,141864151.968343,63.62595277709556
6.684444e-05,3.466667e-06,8.355556e-06,49.3580758404239,143166500.3997634,63.21384384403374
6.684444e-05,3.466667e-06,9.066667e-06,49.3363610980974,144288860.6962935,62.83098227160895
6.684444e-05,3.466667e-06,9.777778e-06,49.31422089503,145266776.1716363,62.47221956281394
6.684444e-05,3.822222e-06,1.12e-05,48.1440521505508,150369695.691551,62.96602300967611
6.684444e-05,3.822222e-06,1.048889e-05,48.1634811513261,149399334.9026277,63.4016518487154
6.684444e-05,3.822222e-06,4.8e-06,49.7365178056063,136787057.9560707,64.47635937006585
6.684444e-05,3.822222e-06,5.511111e-06,49.7445310781539,139526066.2149149,63.7938701719612
6.684444e-05,3.822222e-06,6.222222e-06,49.7419885576579,141712021.6581917,63.19905023225396
6.684444e-05,3.822222e-06,6.933333e-06,49.7330099501466,143502596.251716,62.6700497183818
6.684444e-05,3.822222e-06,7.644444e-06,49.7200579601328,144999477.5015632,62.191917129472
6.684444e-05,3.822222e-06,8.355556e-06,49.7046622626237,146271400.582291,61.75405808189642
6.684444e-05,3.822222e-06,9.066667e-06,49.6878009692252,147366621.549918,61.34874593857216
6.684444e-05,3.822222e-06,9.777778e-06,49.6701131932375,148320095.0098737,60.97020694821102
6.684444e-05,4.177778e-06,1.12e-05,48.516484612941,153107693.8109032,61.44098816213101
6.684444e-05,4.177778e-06,1.048889e-05,48.532619247822,152163270.913911,61.88530235978583
6.684444e-05,4.177778e-06,4.8e-06,49.9945197540268,139593614.1847207,63.42438268990956
6.684444e-05,4.177778e-06,5.511111e-06,50.0097337244971,142288533.7083818,62.69137251451432
6.684444e-05,4.177778e-06,6.222222e-06,50.0134733946546,144437276.6537861,62.0548668084434
6.684444e-05,4.177778e-06,6.933333e-06,50.0100592288446,146195793.5180464,61.49079441671623
6.684444e-05,4.177778e-06,7.644444e-06,50.002095985446,147664605.7571608,60.98267985109566
6.684444e-05,4.177778e-06,8.355556e-06,49.9912174438473,148911626.5581846,60.51884621382025
6.684444e-05,4.177778e-06,9.066667e-06,49.9784802200914,149984513.4088253,60.09077547043718
6.684444e-05,4.177778e-06,9.777778e-06,49.9645840482542,150917773.1018112,59.69210108761605
6.684444e-05,4.533333e-06,1.12e-05,48.8312705884473,155469176.5030141,60.09512563453034
6.684444e-05,4.533333e-06,1.048889e-05,48.8445227425795,154547676.3074393,60.5484465064802
6.684444e-05,4.533333e-06,4.8e-06,50.2104770164583,142008370.726459,62.55295450824562
6.684444e-05,4.533333e-06,5.511111e-06,50.2317871143128,144667690.3179363,61.77161703568581
6.684444e-05,4.533333e-06,6.222222e-06,50.2408497473577,146786168.5086233,61.09495922387205
6.684444e-05,4.533333e-06,6.933333e-06,50.2421551411577,148518441.1452169,60.49689526652212
6.684444e-05,4.533333e-06,7.644444e-06,50.238427923856,149964136.3032229,59.95955938572774
6.684444e-05,4.533333e-06,8.355556e-06,50.2313895719532,151190535.3837447,59.47028176861333
6.684444e-05,4.533333e-06,9.066667e-06,50.222162740778,152244834.3530454,59.01981478314013
6.684444e-05,4.533333e-06,9.777778e-06,50.2114981006629,153161193.6324349,58.60124276549644
6.684444e-05,4.888889e-06,1.12e-05,49.0998589189516,157531189.9813058,58.90548188656361
6.684444e-05,4.888889e-06,1.048889e-05,49.110473473925,156629709.1232998,59.36852364138135
6.684444e-05,4.888889e-06,4.8e-06,50.3935839942883,144114579.0471143,61.82597218488494
6.684444e-05,4.888889e-06,5.511111e-06,50.4201039394065,146744704.9750159,60.99916746424085
6.684444e-05,4.888889e-06,6.222222e-06,50.4337155138462,148838206.2839133,60.28452619676668
6.684444e-05,4.888889e-06,6.933333e-06,50.4390549565884,150548693.372486,59.65414475358602
6.684444e-05,4.888889e-06,7.644444e-06,50.4389497641002,151975095.747953,59.08889809161815
6.684444e-05,4.888889e-06,8.355556e-06,50.4351965273764,153184199.6047286,58.5752138193563
6.684444e-05,4.888889e-06,9.066667e-06,50.4289743726025,154222838.2939928,58.10317881462799
6.684444e-05,4.888889e-06,9.777778e-06,50.4210774639077,155124899.4419715,57.66537488670266
6.684444e-05,5.6e-06,1.12e-05,49.5316261500576,163735296.8129966,57.4529281552266
6.684444e-05,5.6e-06,1.048889e-05,49.537831401893,161908379.0071127,57.74261733452209
6.684444e-05,5.6e-06,4.8e-06,50.6866005226886,147634500.408592,60.69365784963695
6.684444e-05,5.6e-06,5.511111e-06,50.7215401184197,150219822.5124876,59.78528370841979
6.684444e-05,5.6e-06,6.222222e-06,50.742495359736,152274683.1465958,59.00211464843399
6.684444e-05,5.6e-06,6.933333e-06,50.7543426283884,153951217.5679412,58.3131180202064
6.684444e-05,5.6e-06,7.644444e-06,50.7600780576592,155347347.4746716,57.69699517794305
6.684444e-05,5.6e-06,8.355556e-06,50.7616210295416,156529142.6981713,57.13861165697337
6.684444e-05,5.6e-06,9.066667e-06,50.7602427535594,157542910.6429073,56.6268996052728
6.684444e-05,5.6e-06,9.777778e-06,50.7568081579282,158422142.2213385,56.15356664824224
6.684444e-05,5.244444e-06,1.12e-05,49.3310064636561,160300352.2964675,58.03884477212175
