W,X,Y,Gain,ugf,pm
3.84e-05,4.533333e-06,8.355556e-06,55.5454108336611,132868756.01008,70.4336262477535
3.84e-05,4.533333e-06,9.066667e-06,55.5920650179412,134364592.9176598,69.87387959424565
3.84e-05,4.533333e-06,9.777778e-06,55.6331100684999,135667807.0720737,69.35233659250862
3.84e-05,4.888889e-06,1.12e-05,55.3044309459604,142343163.2855386,67.2771004046102
3.84e-05,4.888889e-06,1.048889e-05,55.2643829817092,141179322.3912134,67.79622857797814
3.84e-05,4.888889e-06,4.8e-06,55.0620466684749,121665963.7892252,74.26120785781814
3.84e-05,4.888889e-06,5.511111e-06,55.1778879127198,125410071.083241,73.29097463188549
3.84e-05,4.888889e-06,6.222222e-06,55.2701075823915,128390442.4363197,72.44517033355193
3.84e-05,4.888889e-06,6.933333e-06,55.3456411692257,130827220.4359589,71.69357620064399
3.84e-05,4.888889e-06,7.644444e-06,55.4089471190192,132861861.6717054,71.01536648000527
3.84e-05,4.888889e-06,8.355556e-06,55.4630205407514,134589661.0453615,70.39567619734045
3.84e-05,4.888889e-06,9.066667e-06,55.5099470120637,136077312.3496043,69.8235830362899
3.84e-05,4.888889e-06,9.777778e-06,55.5512228193117,137372984.9499379,69.29086356818522
3.84e-05,5.6e-06,1.12e-05,55.1602124195012,145271536.173227,67.06947779211313
3.84e-05,5.6e-06,1.048889e-05,55.1199528096229,144121892.7467653,67.60815976827313
3.84e-05,5.6e-06,4.8e-06,54.909746153612,124760392.421805,74.32603384605864
3.84e-05,5.6e-06,5.511111e-06,55.0269535439187,128479836.7574441,73.31150682072477
3.84e-05,5.6e-06,6.222222e-06,55.120244103376,131438983.5424616,72.42819078124806
3.84e-05,5.6e-06,6.933333e-06,55.1966357405108,133857105.7327857,71.64423472356539
3.84e-05,5.6e-06,7.644444e-06,55.2606415518649,135875074.8023539,70.93767816586882
3.84e-05,5.6e-06,8.355556e-06,55.3152943482934,137587776.1991773,70.29284116358733
3.84e-05,5.6e-06,9.066667e-06,55.3627065614643,139061607.5809724,69.6981999714882
3.84e-05,5.6e-06,9.777778e-06,55.4043941152734,140344518.0386037,69.14507699153482
3.84e-05,5.244444e-06,1.12e-05,55.2297896173703,143871113.5098764,67.17552793384786
3.84e-05,5.244444e-06,1.048889e-05,55.1896318027592,142714725.8657062,67.7047294605193
3.84e-05,5.244444e-06,4.8e-06,54.9832093371451,123281852.3836303,74.29978955292387
3.84e-05,5.244444e-06,5.511111e-06,55.0997590676838,127012901.019641,73.30677731164587
3.84e-05,5.244444e-06,6.222222e-06,55.1925340049207,129982047.220087,72.44167874288357
3.84e-05,5.244444e-06,6.933333e-06,55.2685124314477,132408968.6622187,71.6734365463361
3.84e-05,5.244444e-06,7.644444e-06,55.3321811634215,134434809.455539,70.98064204967346
3.84e-05,5.244444e-06,8.355556e-06,55.3865548787343,136154646.0083799,70.34801162694843
3.84e-05,5.244444e-06,9.066667e-06,55.4337330914304,137635014.1900536,69.7643140032714
3.84e-05,5.244444e-06,9.777778e-06,55.4752222775714,138923965.9596055,69.22109243371882
4.408889e-05,2.4e-06,1.12e-05,55.8193158497079,133935539.4977887,62.44617066776171
4.408889e-05,2.4e-06,1.048889e-05,55.7845016200339,132853501.783946,62.8606949862817
4.408889e-05,2.4e-06,4.8e-06,55.7659973375341,115258560.2386924,67.74629124795122
4.408889e-05,2.4e-06,5.511111e-06,55.8650539195931,118658236.9543427,67.01195574757718
4.408889e-05,2.4e-06,6.222222e-06,55.9433493907189,121367676.3608606,66.36646817602852
4.408889e-05,2.4e-06,6.933333e-06,56.0070842739011,123585162.6176592,65.7881962353309
4.408889e-05,2.4e-06,7.644444e-06,56.0602198501368,125438263.2602121,65.26227057863302
4.408889e-05,2.4e-06,8.355556e-06,56.1054015114549,127013007.0426432,64.77809914003304
4.408889e-05,2.4e-06,9.066667e-06,56.144460908685,128369658.9911964,64.32791124996001
4.408889e-05,2.4e-06,9.777778e-06,56.1787050488987,129551782.6011403,63.90586323120485
4.408889e-05,2.755556e-06,1.12e-05,55.7166549323763,137424406.9905946,62.46294093825996
4.408889e-05,2.755556e-06,1.048889e-05,55.6814870433299,136360275.7985441,62.89574507464786
4.408889e-05,2.755556e-06,4.8e-06,55.6484260415504,118973937.5668029,68.0128151020011
4.408889e-05,2.755556e-06,5.511111e-06,55.7493348797757,122338800.6548665,67.23818861952309
4.408889e-05,2.755556e-06,6.222222e-06,55.8291082619241,125018836.2910498,66.5585576927261
4.408889e-05,2.755556e-06,6.933333e-06,55.8940494978237,127210912.761745,65.95080651119925
4.408889e-05,2.755556e-06,7.644444e-06,55.94818828971,129041658.385087,65.39903768287459
4.408889e-05,2.755556e-06,8.355556e-06,55.9942174035144,130596451.8393566,64.89192236342681
4.408889e-05,2.755556e-06,9.066667e-06,56.0340023516995,131935092.1096305,64.42114692132552
4.408889e-05,2.755556e-06,9.777778e-06,56.0688749889215,133100798.5592725,63.98045802566359
4.408889e-05,3.111111e-06,1.12e-05,55.6230754958022,140359511.8488096,62.43199585003669
4.408889e-05,3.111111e-06,1.048889e-05,55.5876021897408,139309922.650038,62.88133270766751
4.408889e-05,3.111111e-06,4.8e-06,55.5422035219262,122086429.8898862,68.20929426369788
4.408889e-05,3.111111e-06,5.511111e-06,55.6447024935376,125423908.5403259,67.3980284547891
4.408889e-05,3.111111e-06,6.222222e-06,55.7257445670026,128080721.9652243,66.6873547567318
4.408889e-05,3.111111e-06,6.933333e-06,55.7917212124981,130252656.1960303,66.05280700568365
4.408889e-05,3.111111e-06,7.644444e-06,55.8467208383379,132065619.7678012,65.47755167914418
4.408889e-05,3.111111e-06,8.355556e-06,55.8934768727911,133604492.169666,64.94958885951627
4.408889e-05,3.111111e-06,9.066667e-06,55.9338839037328,134928713.9462962,64.46011029512684
4.408889e-05,3.111111e-06,9.777778e-06,55.9692951294203,136081239.4322951,64.00248943858622
4.408889e-05,3.466667e-06,1.12e-05,55.5372987077069,142881943.0213174,62.36894574258006
4.408889e-05,3.466667e-06,1.048889e-05,55.5015575382143,141844462.9231026,62.83336209966627
4.408889e-05,3.466667e-06,4.8e-06,55.4455033956524,124751645.8344601,68.35492348218338
4.408889e-05,3.466667e-06,5.511111e-06,55.5493914115733,128067011.1813709,67.51005997927511
4.408889e-05,3.466667e-06,6.222222e-06,55.6315416530114,130704996.2093671,66.77092825713204
4.408889e-05,3.466667e-06,6.933333e-06,55.698422551768,132860538.9187174,66.11182186343288
4.408889e-05,3.466667e-06,7.644444e-06,55.7541737808537,134658982.2265856,65.51504722042384
4.408889e-05,3.466667e-06,8.355556e-06,55.8015642875185,136184812.4892678,64.96798778080931
4.408889e-05,3.466667e-06,9.066667e-06,55.842514065362,137497187.4672295,64.46138076741758
4.408889e-05,3.466667e-06,9.777778e-06,55.8783949684597,138638852.0993169,63.9882566619005
4.408889e-05,3.822222e-06,1.12e-05,55.4582715149643,145086444.7517901,62.28386419986111
4.408889e-05,3.822222e-06,1.048889e-05,55.4222924466118,144059251.2205698,62.76213125937883
4.408889e-05,3.822222e-06,4.8e-06,55.3568960856032,127073642.2442861,68.46255546214337
4.408889e-05,3.822222e-06,5.511111e-06,55.4620145543902,130370770.9127401,67.58666882463697
4.408889e-05,3.822222e-06,6.222222e-06,55.5451463519711,132993164.9354262,66.82126838211687
4.408889e-05,3.822222e-06,6.933333e-06,55.6128280548864,135135084.6226943,66.1394999660736
4.408889e-05,3.822222e-06,7.644444e-06,55.6692447397094,136921419.4796282,65.52287400063254
4.408889e-05,3.822222e-06,8.355556e-06,55.7171968201017,138436339.9640781,64.95820319501217
4.408889e-05,3.822222e-06,9.066667e-06,55.7586268026965,139738776.170987,64.43580406636295
4.408889e-05,3.822222e-06,9.777778e-06,55.7949230776758,140871304.1869345,63.94838965519877
4.408889e-05,4.177778e-06,1.12e-05,55.3851244922007,147039376.6715705,62.18349372796425
4.408889e-05,4.177778e-06,1.048889e-05,55.3489319243682,146021064.8319964,62.67455809385118
4.408889e-05,4.177778e-06,4.8e-06,55.2752432623605,129125026.7573074,68.54112932995027
4.408889e-05,4.177778e-06,5.511111e-06,55.381464258182,132406853.6976345,67.63642860486159
4.408889e-05,4.177778e-06,6.222222e-06,55.4654754734838,135016112.3538154,66.84663896210989
4.408889e-05,4.177778e-06,6.933333e-06,55.5338745279145,137146512.8028269,66.14383752645546
4.408889e-05,4.177778e-06,7.644444e-06,55.5908871790291,138922575.1675664,65.50879344943972
4.408889e-05,4.177778e-06,8.355556e-06,55.6393420404753,140428211.8843948,64.9277879303441
4.408889e-05,4.177778e-06,9.066667e-06,55.6812017995168,141722166.7067515,64.3907457170983
4.408889e-05,4.177778e-06,9.777778e-06,55.7178696725967,142846877.277032,63.8900842653897
4.408889e-05,4.533333e-06,1.12e-05,55.3171356644385,148788836.88593,62.07248111102526
4.408889e-05,4.533333e-06,1.048889e-05,55.2807498050023,147778297.9782753,62.57542919831045
4.408889e-05,4.533333e-06,4.8e-06,55.1996248852225,130958245.665365,68.59705812390222
4.408889e-05,4.533333e-06,5.511111e-06,55.3068432688247,134227046.7298391,67.6654608637638
4.408889e-05,4.533333e-06,6.222222e-06,55.3916499513536,136825077.8757432,66.85291426373752
4.408889e-05,4.533333e-06,6.933333e-06,55.460697765895,138945596.5757927,66.13049502235651
4.408889e-05,4.533333e-06,7.644444e-06,55.518249273444,140712817.9968674,65.4782783529089
4.408889e-05,4.533333e-06,8.355556e-06,55.5671586046695,142210440.9591497,64.88204790350741
4.408889e-05,4.533333e-06,9.066667e-06,55.6094067110811,143497054.59707,64.33136171375598
4.408889e-05,4.533333e-06,9.777778e-06,55.6464102302146,144614981.4621159,63.81836059291804
4.408889e-05,4.888889e-06,1.12e-05,55.2537012736181,150370690.8025728,61.95410540187427
4.408889e-05,4.888889e-06,1.048889e-05,55.2171391018546,149367032.2901541,62.46813696321385
4.408889e-05,4.888889e-06,4.8e-06,55.1292875126261,132612283.6703638,68.63506276638452
4.408889e-05,4.888889e-06,5.511111e-06,55.2374154977371,135869859.4561845,67.67825021373226
4.408889e-05,4.888889e-06,6.222222e-06,55.3229475494129,138458175.5007102,66.84437827424863
4.408889e-05,4.888889e-06,6.933333e-06,55.3925868519956,140570112.9369561,66.10358286495493
4.408889e-05,4.888889e-06,7.644444e-06,55.4506295348192,142329632.3541604,65.43528663961924
4.408889e-05,4.888889e-06,8.355556e-06,55.4999530065867,143820253.7056883,64.82480539954025
4.408889e-05,4.888889e-06,9.066667e-06,55.5425548833691,145100436.3460192,64.26135240856651
4.408889e-05,4.888889e-06,9.777778e-06,55.579864050433,146212406.0303788,63.73680841111327
4.408889e-05,5.6e-06,1.12e-05,55.138538239704,153135099.1247491,61.70406450930582
4.408889e-05,5.6e-06,1.048889e-05,55.1016647526151,152143133.1601007,62.23821961170245
4.408889e-05,5.6e-06,4.8e-06,55.0020604579675,135494950.3901848,68.67067659175007
4.408889e-05,5.6e-06,5.511111e-06,55.1117954496969,138734157.7063194,67.6677323578928
4.408889e-05,5.6e-06,6.222222e-06,55.1986087925773,141306481.1126946,66.79487170439016
4.408889e-05,5.6e-06,6.933333e-06,55.269292633867,143404219.0285768,66.02050090757224
4.408889e-05,5.6e-06,7.644444e-06,55.3282024262431,145150935.3202201,65.32284298811138
4.408889e-05,5.6e-06,8.355556e-06,55.378256725308,146629869.8420438,64.68635383064017
4.408889e-05,5.6e-06,9.066667e-06,55.4214826102778,147899277.9289032,64.0996131303079
4.408889e-05,5.6e-06,9.777778e-06,55.4593306251697,149001232.678361,63.55402384663182
4.408889e-05,5.244444e-06,1.12e-05,55.1943126808656,151812328.7303707,61.83072538175447
4.408889e-05,5.244444e-06,1.048889e-05,55.1575886410778,150814819.9399301,62.35513339470651
4.408889e-05,5.244444e-06,4.8e-06,55.0636069041098,134116826.7863418,68.65869490994639
4.408889e-05,5.244444e-06,5.511111e-06,55.1725701978854,137364626.4820793,67.67815397539472
4.408889e-05,5.244444e-06,6.222222e-06,55.2587682933303,139944447.0891749,66.82422321023168
4.408889e-05,5.244444e-06,6.933333e-06,55.328950614891,142048853.9780549,66.06615033826301
4.408889e-05,5.244444e-06,7.644444e-06,55.3874441242306,143801593.2189902,65.38274196128258
4.408889e-05,5.244444e-06,8.355556e-06,55.4371476140623,145286033.5522114,64.75887225551301
4.408889e-05,5.244444e-06,9.066667e-06,55.4800740114882,146560524.3320222,64.18342907885675
4.408889e-05,5.244444e-06,9.777778e-06,55.5176634563257,147667209.0931945,63.64804776055734
4.977778e-05,2.4e-06,1.12e-05,55.000966790636,139096485.9625751,59.01927953627929
4.977778e-05,2.4e-06,1.048889e-05,54.9717805149231,138121056.0640741,59.43011893958635
4.977778e-05,2.4e-06,4.8e-06,55.1388924199527,122477356.6711327,64.12011610378867
4.977778e-05,2.4e-06,5.511111e-06,55.2262320527173,125552938.3738383,63.39074059736824
4.977778e-05,2.4e-06,6.222222e-06,55.2942873378089,128000672.7246723,62.75026493188587
4.977778e-05,2.4e-06,6.933333e-06,55.3489360863252,130000937.8355136,62.17704754570084
4.977778e-05,2.4e-06,7.644444e-06,55.3939114292206,131669790.7941086,61.6562114615859
4.977778e-05,2.4e-06,8.355556e-06,55.4316916724167,133085501.967176,61.17715911418629
4.977778e-05,2.4e-06,9.066667e-06,55.4639825281828,134302902.8866864,60.73211613322513
4.977778e-05,2.4e-06,9.777778e-06,55.4919937808015,135361629.576665,60.31523647343815
4.977778e-05,2.755556e-06,1.12e-05,54.9689254246645,142504057.9340064,58.97682540402926
4.977778e-05,2.755556e-06,1.048889e-05,54.9391312841293,141545333.1587617,59.40657321887457
4.977778e-05,2.755556e-06,4.8e-06,55.081395093396,126076242.8313875,64.33930501254338
4.977778e-05,2.755556e-06,5.511111e-06,55.1712165017995,129119900.0692551,63.56789450754241
4.977778e-05,2.755556e-06,6.222222e-06,55.2413002287479,131540739.0319666,62.89183904507261
4.977778e-05,2.755556e-06,6.933333e-06,55.2976437627864,133517809.639229,62.28793816443338
4.977778e-05,2.755556e-06,7.644444e-06,55.3440607244347,135166290.7412286,61.74023485091436
4.977778e-05,2.755556e-06,8.355556e-06,55.3830857013468,136563846.5668014,61.23735765148578
4.977778e-05,2.755556e-06,9.066667e-06,55.4164650216826,137764875.2331566,60.77096197738943
4.977778e-05,2.755556e-06,9.777778e-06,55.4454385555817,138808693.4906697,60.33477161724792
4.977778e-05,3.111111e-06,1.12e-05,54.9341813780028,145372462.5942518,58.89247984866211
4.977778e-05,3.111111e-06,1.048889e-05,54.9038688872675,144427275.0650309,59.33932233871464
4.977778e-05,3.111111e-06,4.8e-06,55.0253510278503,129093629.2499877,64.49299836915621
4.977778e-05,3.111111e-06,5.511111e-06,55.1172795668715,132112279.0556946,63.68336183401794
4.977778e-05,3.111111e-06,6.222222e-06,55.1890842071876,134511957.1568804,62.97496074053759
4.977778e-05,3.111111e-06,6.933333e-06,55.246864457526,136470704.1012325,62.34317389219358
4.977778e-05,3.111111e-06,7.644444e-06,55.2945025421203,138103029.6096746,61.77105977336508
4.977778e-05,3.111111e-06,8.355556e-06,55.3345810140498,139486135.1933155,61.24654144436394
4.977778e-05,3.111111e-06,9.066667e-06,55.3688808131211,140674087.5916107,60.76075449409768
4.977778e-05,3.111111e-06,9.777778e-06,55.3986674460993,141705959.1308739,60.30703057967834
4.977778e-05,3.466667e-06,1.12e-05,54.8983060495889,147838906.3921604,58.78081693004995
4.977778e-05,3.466667e-06,1.048889e-05,54.8675441485236,146904964.9398002,59.24324053455324
4.977778e-05,3.466667e-06,4.8e-06,54.9712964897777,131679237.5709868,64.59955993241438
4.977778e-05,3.466667e-06,5.511111e-06,55.0650474423409,134677792.1596005,63.75487776648787
4.977778e-05,3.466667e-06,6.222222e-06,55.1383394015072,137060389.0822422,63.01683374830704
4.977778e-05,3.466667e-06,6.933333e-06,55.1973604427999,139004283.7105348,62.35950043205219
4.977778e-05,3.466667e-06,7.644444e-06,55.2460523394977,140623463.7632878,61.76503106840912
4.977778e-05,3.466667e-06,8.355556e-06,55.2870392748752,141994768.9791884,61.22070004543278
4.977778e-05,3.466667e-06,9.066667e-06,55.3221322264749,143172006.554128,60.71716502788055
4.977778e-05,3.466667e-06,9.777778e-06,55.3526189484178,144194057.0925357,60.24739718714538
4.977778e-05,3.822222e-06,1.12e-05,54.8622311079216,149995556.4403694,58.65115087961387
4.977778e-05,3.822222e-06,1.048889e-05,54.8310742898058,149071145.0713312,59.1278722452096
4.977778e-05,3.822222e-06,4.8e-06,54.9194571040243,133933278.3269923,64.67123158429428
4.977778e-05,3.822222e-06,5.511111e-06,55.0148078376344,136915351.0179001,63.79420161635247
4.977778e-05,3.822222e-06,6.222222e-06,55.0894045402233,139283873.2635784,63.0288088393863
4.977778e-05,3.822222e-06,6.933333e-06,55.1495133100767,141215478.4268981,62.34791606813137
4.977778e-05,3.822222e-06,7.644444e-06,55.1991283734692,142823739.3719545,61.73283821335667
4.977778e-05,3.822222e-06,8.355556e-06,55.2409105794316,144185207.6131013,61.17024898034278
4.977778e-05,3.822222e-06,9.066667e-06,55.2766973590008,145353483.1570659,60.65036352713587
4.977778e-05,3.822222e-06,9.777778e-06,55.307796057579,146367293.3056732,60.16581930781081
4.977778e-05,4.177778e-06,1.12e-05,54.8265141817743,151906986.7998382,58.50964527790362
4.977778e-05,4.177778e-06,1.048889e-05,54.7950064417073,150990783.4589785,58.99956173567739
4.977778e-05,4.177778e-06,4.8e-06,54.8698900431205,135925728.6902287,64.71648853971622
4.977778e-05,4.177778e-06,5.511111e-06,54.9666623853478,138894054.0062932,63.80942990972927
4.977778e-05,4.177778e-06,6.222222e-06,55.0424177779973,141250781.2490637,63.01866158419036
4.977778e-05,4.177778e-06,6.933333e-06,55.1034918854524,143172043.8608235,62.31591917796658
4.977778e-05,4.177778e-06,7.644444e-06,55.1539256961238,144771080.0823444,61.68173652601723
4.977778e-05,4.177778e-06,8.355556e-06,55.1964127436755,146124208.3051666,61.10222776386183
4.977778e-05,4.177778e-06,9.066667e-06,55.2328140383718,147284860.5857667,60.56719590488385
4.977778e-05,4.177778e-06,9.777778e-06,55.2644543868596,148291639.7266422,60.06896764599848
4.977778e-05,4.533333e-06,1.12e-05,54.7914873454182,153620014.4596607,58.36049207281987
4.977778e-05,4.533333e-06,1.048889e-05,54.7596648332757,152710976.5405393,58.86264555072619
4.977778e-05,4.533333e-06,4.8e-06,54.8225613755141,137707168.1692171,64.74138198192854
4.977778e-05,4.533333e-06,5.511111e-06,54.9206099619964,140663864.7047081,63.80631101774604
4.977778e-05,4.533333e-06,6.222222e-06,54.9974049330469,143010566.6534733,62.9918834526731
4.977778e-05,4.533333e-06,6.933333e-06,55.05934460503,144923000.9949765,62.26877916595144
4.977778e-05,4.533333e-06,7.644444e-06,55.110512076404,146514132.8143757,61.61680053681692
4.977778e-05,4.533333e-06,8.355556e-06,55.1536303109823,147860089.6206446,61.02153777966649
4.977778e-05,4.533333e-06,9.066667e-06,55.1905815486557,149014165.613864,60.47240810432102
4.977778e-05,4.533333e-06,9.777778e-06,55.2227063162601,150014861.1955037,59.96144737923511
4.977778e-05,4.888889e-06,1.12e-05,54.7573433953497,155169558.6452788,58.20660446699018
4.977778e-05,4.888889e-06,1.048889e-05,54.7252362601825,154266847.646823,58.72015453634342
4.977778e-05,4.888889e-06,4.8e-06,54.7773891721586,139315215.5282652,64.75034428571779
4.977778e-05,4.888889e-06,5.511111e-06,54.8765934625061,142261957.3443799,63.78903121335809
4.977778e-05,4.888889e-06,6.222222e-06,54.9543292791993,144600035.2385196,62.95245174603098
4.977778e-05,4.888889e-06,6.933333e-06,55.0170518457803,146504842.6469027,62.21029255861463
4.977778e-05,4.888889e-06,7.644444e-06,55.0688825055017,148089119.501706,61.54166802282685
4.977778e-05,4.888889e-06,8.355556e-06,55.1125709484921,149428835.4386465,60.93167566423112
4.977778e-05,4.888889e-06,9.066667e-06,55.1500186922845,150577170.3307703,60.36936997780422
4.977778e-05,4.888889e-06,9.777778e-06,55.182580537425,151572539.4636292,59.84651347840013
4.977778e-05,5.6e-06,1.12e-05,54.6920697384918,157879014.6168798,57.89227651500322
4.977778e-05,5.6e-06,1.048889e-05,54.6594660452015,156987017.1768269,58.42647083772181
4.977778e-05,5.6e-06,4.8e-06,54.6930825695912,142119404.1836158,64.732955888223
4.977778e-05,5.6e-06,5.511111e-06,54.7943093067356,145050023.6304077,63.72369143067841
4.977778e-05,5.6e-06,6.222222e-06,54.8736902459015,147374031.9211845,62.84666906755508
4.977778e-05,5.6e-06,6.933333e-06,54.9377806183618,149266317.5423878,62.06974865375609
4.977778e-05,5.6e-06,7.644444e-06,54.9907689684683,150839276.9909338,61.37077951796945
4.977778e-05,5.6e-06,8.355556e-06,55.035451941916,152168637.7166869,60.73395362900223
4.977778e-05,5.6e-06,9.066667e-06,55.0737649212023,153307403.4125602,60.14765909042256
4.977778e-05,5.6e-06,9.777778e-06,55.1070877785771,154293857.7042841,59.60315641201117
4.977778e-05,5.244444e-06,1.12e-05,54.7241876251059,156582293.6248559,58.05004135168015
4.977778e-05,5.244444e-06,1.048889e-05,54.6918213344707,155685223.8435507,58.57424466630819
4.977778e-05,5.244444e-06,4.8e-06,54.7342679373163,140778531.3426105,64.74669271342829
4.977778e-05,5.244444e-06,5.511111e-06,54.8345265772426,143716663.6309727,63.76070490473191
4.977778e-05,5.244444e-06,6.222222e-06,54.9131202530153,146047245.7959999,62.9033084896415
4.977778e-05,5.244444e-06,6.933333e-06,54.9765562553894,147945395.5530712,62.14325215689553
