W,X,Y,Gain
5.546667e-05,3.822222e-06,8.355556e-06,54.2530076197229
5.546667e-05,3.822222e-06,9.066667e-06,54.2802266687529
5.546667e-05,3.822222e-06,9.777778e-06,54.3034254775531
5.546667e-05,4.177778e-06,1.12e-05,53.7162744864181
5.546667e-05,4.177778e-06,1.048889e-05,53.6919764189458
5.546667e-05,4.177778e-06,4.8e-06,53.9928935961195
5.546667e-05,4.177778e-06,5.511111e-06,54.0755112813904
5.546667e-05,4.177778e-06,6.222222e-06,54.1388709692839
5.546667e-05,4.177778e-06,6.933333e-06,54.1889258817832
5.546667e-05,4.177778e-06,7.644444e-06,54.2294464173305
5.546667e-05,4.177778e-06,8.355556e-06,54.2629277635912
5.546667e-05,4.177778e-06,9.066667e-06,54.2910812877155
5.546667e-05,4.177778e-06,9.777778e-06,54.3151161616075
5.546667e-05,4.533333e-06,1.12e-05,53.735156401585
5.546667e-05,4.533333e-06,1.048889e-05,53.7103287555229
5.546667e-05,4.533333e-06,4.8e-06,53.9914257889502
5.546667e-05,4.533333e-06,5.511111e-06,54.0758058154225
5.546667e-05,4.533333e-06,6.222222e-06,54.1406301114537
5.546667e-05,4.533333e-06,6.933333e-06,54.1919277221157
5.546667e-05,4.533333e-06,7.644444e-06,54.23352052606
5.546667e-05,4.533333e-06,8.355556e-06,54.2679400356285
5.546667e-05,4.533333e-06,9.066667e-06,54.2969240629934
5.546667e-05,4.533333e-06,9.777778e-06,54.3217015378031
5.546667e-05,4.888889e-06,1.12e-05,53.7487830212841
5.546667e-05,4.888889e-06,1.048889e-05,53.7234796192785
5.546667e-05,4.888889e-06,4.8e-06,53.9869024664688
5.546667e-05,4.888889e-06,5.511111e-06,54.0728683743164
5.546667e-05,4.888889e-06,6.222222e-06,54.1390096953667
5.546667e-05,4.888889e-06,6.933333e-06,54.1914240280672
5.546667e-05,4.888889e-06,7.644444e-06,54.233979780093
5.546667e-05,4.888889e-06,8.355556e-06,54.2692412851965
5.546667e-05,4.888889e-06,9.066667e-06,54.298970243729
5.546667e-05,4.888889e-06,9.777778e-06,54.3244134283496
5.546667e-05,5.6e-06,1.12e-05,53.7645626501662
5.546667e-05,5.6e-06,1.048889e-05,53.738436175674
5.546667e-05,5.6e-06,4.8e-06,53.9715787926823
5.546667e-05,5.6e-06,5.511111e-06,54.060295943506
5.546667e-05,5.6e-06,6.222222e-06,54.1287198319385
5.546667e-05,5.6e-06,6.933333e-06,54.1830677623898
5.546667e-05,5.6e-06,7.644444e-06,54.2272893538911
5.546667e-05,5.6e-06,8.355556e-06,54.2640062033541
5.546667e-05,5.6e-06,9.066667e-06,54.2950216731581
5.546667e-05,5.6e-06,9.777778e-06,54.3216136440654
5.546667e-05,5.244444e-06,1.12e-05,53.7582978790523
5.546667e-05,5.244444e-06,1.048889e-05,53.7325638131311
5.546667e-05,5.244444e-06,4.8e-06,53.9800958693773
5.546667e-05,5.244444e-06,5.511111e-06,54.0674999688333
5.546667e-05,5.244444e-06,6.222222e-06,54.1348348548227
5.546667e-05,5.244444e-06,6.933333e-06,54.1882605736381
5.546667e-05,5.244444e-06,7.644444e-06,54.2316879049274
5.546667e-05,5.244444e-06,8.355556e-06,54.2677110631926
5.546667e-05,5.244444e-06,9.066667e-06,54.2981134912108
5.546667e-05,5.244444e-06,9.777778e-06,54.3241581979202
6.115556e-05,2.4e-06,1.12e-05,50.8079769125762
6.115556e-05,2.4e-06,1.048889e-05,50.8054854829775
6.115556e-05,2.4e-06,4.8e-06,51.7917181651836
6.115556e-05,2.4e-06,5.511111e-06,51.829825305045
6.115556e-05,2.4e-06,6.222222e-06,51.8545928737066
6.115556e-05,2.4e-06,6.933333e-06,51.8706248937529
6.115556e-05,2.4e-06,7.644444e-06,51.8807493514599
6.115556e-05,2.4e-06,8.355556e-06,51.8867786375485
6.115556e-05,2.4e-06,9.066667e-06,51.8899144612952
6.115556e-05,2.4e-06,9.777778e-06,51.8909760472962
6.115556e-05,2.755556e-06,1.12e-05,51.1197870280809
6.115556e-05,2.755556e-06,1.048889e-05,51.1143749878546
6.115556e-05,2.755556e-06,4.8e-06,52.0046815454577
6.115556e-05,2.755556e-06,5.511111e-06,52.049166356585
6.115556e-05,2.755556e-06,6.222222e-06,52.079421920429
6.115556e-05,2.755556e-06,6.933333e-06,52.1002610267808
6.115556e-05,2.755556e-06,7.644444e-06,52.1146564155367
6.115556e-05,2.755556e-06,8.355556e-06,52.1245246313486
6.115556e-05,2.755556e-06,9.066667e-06,52.131144619179
6.115556e-05,2.755556e-06,9.777778e-06,52.1353943305555
6.115556e-05,3.111111e-06,1.12e-05,51.3620570640462
6.115556e-05,3.111111e-06,1.048889e-05,51.3543749239733
6.115556e-05,3.111111e-06,4.8e-06,52.170002660838
6.115556e-05,3.111111e-06,5.511111e-06,52.2195853238861
6.115556e-05,3.111111e-06,6.222222e-06,52.2542121771561
6.115556e-05,3.111111e-06,6.933333e-06,52.2788683144049
6.115556e-05,3.111111e-06,7.644444e-06,52.296645611965
6.115556e-05,3.111111e-06,8.355556e-06,52.3095461174281
6.115556e-05,3.111111e-06,9.066667e-06,52.3189120309938
6.115556e-05,3.111111e-06,9.777778e-06,52.3256692945553
6.115556e-05,3.466667e-06,1.12e-05,51.5551937136386
6.115556e-05,3.466667e-06,1.048889e-05,51.5456938838787
6.115556e-05,3.466667e-06,4.8e-06,52.301222233618
6.115556e-05,3.466667e-06,5.511111e-06,52.3550106094202
6.115556e-05,3.466667e-06,6.222222e-06,52.3932328021153
6.115556e-05,3.466667e-06,6.933333e-06,52.4210198430969
6.115556e-05,3.466667e-06,7.644444e-06,52.4415643006018
6.115556e-05,3.466667e-06,8.355556e-06,52.4569403470698
6.115556e-05,3.466667e-06,9.066667e-06,52.4685434443804
6.115556e-05,3.466667e-06,9.777778e-06,52.4773398742839
6.115556e-05,3.822222e-06,1.12e-05,51.7123638831487
6.115556e-05,3.822222e-06,1.048889e-05,51.7013702362484
6.115556e-05,3.822222e-06,4.8e-06,52.4072096625556
6.115556e-05,3.822222e-06,5.511111e-06,52.4645537254893
6.115556e-05,3.822222e-06,6.222222e-06,52.5058077316128
6.115556e-05,3.822222e-06,6.933333e-06,52.5362287729627
