W,X,Y,Gain
6.115556e-05,3.822222e-06,7.644444e-06,52.5590962521151
6.115556e-05,3.822222e-06,8.355556e-06,52.5765464464216
6.115556e-05,3.822222e-06,9.066667e-06,52.5900206154929
6.115556e-05,3.822222e-06,9.777778e-06,52.6005196817376
6.115556e-05,4.177778e-06,1.12e-05,51.8424219115046
6.115556e-05,4.177778e-06,1.048889e-05,51.8301732278828
6.115556e-05,4.177778e-06,4.8e-06,52.4940241888249
6.115556e-05,4.177778e-06,5.511111e-06,52.5544327527177
6.115556e-05,4.177778e-06,6.222222e-06,52.5982940533523
6.115556e-05,4.177778e-06,6.933333e-06,52.6309757653832
6.115556e-05,4.177778e-06,7.644444e-06,52.6558333643584
6.115556e-05,4.177778e-06,8.355556e-06,52.6750574706945
6.115556e-05,4.177778e-06,9.066667e-06,52.6901293730485
6.115556e-05,4.177778e-06,9.777778e-06,52.7020802390044
6.115556e-05,4.533333e-06,1.12e-05,51.9515381099967
6.115556e-05,4.533333e-06,1.048889e-05,51.9382153434492
6.115556e-05,4.533333e-06,4.8e-06,52.5659497221545
6.115556e-05,4.533333e-06,5.511111e-06,52.6290403635383
6.115556e-05,4.533333e-06,6.222222e-06,52.6751793546375
6.115556e-05,4.533333e-06,6.933333e-06,52.7098325863206
6.115556e-05,4.533333e-06,7.644444e-06,52.7364230283248
6.115556e-05,4.533333e-06,8.355556e-06,52.7571894686492
6.115556e-05,4.533333e-06,9.066667e-06,52.773648643779
6.115556e-05,4.533333e-06,9.777778e-06,52.7868584819722
6.115556e-05,4.888889e-06,1.12e-05,52.0441451496028
6.115556e-05,4.888889e-06,1.048889e-05,52.0298888683292
6.115556e-05,4.888889e-06,4.8e-06,52.6261020124446
6.115556e-05,4.888889e-06,5.511111e-06,52.6915695605639
6.115556e-05,4.888889e-06,6.222222e-06,52.739723863797
6.115556e-05,4.888889e-06,6.933333e-06,52.7761189417863
6.115556e-05,4.888889e-06,7.644444e-06,52.8042382727758
6.115556e-05,4.888889e-06,8.355556e-06,52.8263637918704
6.115556e-05,4.888889e-06,9.066667e-06,52.8440439645808
6.115556e-05,4.888889e-06,9.777778e-06,52.8583606551986
6.115556e-05,5.6e-06,1.12e-05,52.1920994984451
6.115556e-05,5.6e-06,1.048889e-05,52.1762897479695
6.115556e-05,5.6e-06,4.8e-06,52.7198116655916
6.115556e-05,5.6e-06,5.511111e-06,52.7893299580777
6.115556e-05,5.6e-06,6.222222e-06,52.8409120269293
6.115556e-05,5.6e-06,6.933333e-06,52.8802643607137
6.115556e-05,5.6e-06,7.644444e-06,52.9109750104591
6.115556e-05,5.6e-06,8.355556e-06,52.9354004067687
6.115556e-05,5.6e-06,9.066667e-06,52.9551437468617
6.115556e-05,5.6e-06,9.777778e-06,52.9713281482918
6.115556e-05,5.244444e-06,1.12e-05,52.1235110887895
6.115556e-05,5.244444e-06,1.048889e-05,52.1084329045894
6.115556e-05,5.244444e-06,4.8e-06,52.6768015536729
6.115556e-05,5.244444e-06,5.511111e-06,52.7443974499856
6.115556e-05,5.244444e-06,6.222222e-06,52.794353818046
6.115556e-05,5.244444e-06,6.933333e-06,52.8323044354046
6.115556e-05,5.244444e-06,7.644444e-06,52.8617875002858
6.115556e-05,5.244444e-06,8.355556e-06,52.885123940287
6.115556e-05,5.244444e-06,9.066667e-06,52.9038908763279
6.115556e-05,5.244444e-06,9.777778e-06,52.9191917766921
6.684444e-05,2.4e-06,1.12e-05,45.7268482947995
6.684444e-05,2.4e-06,1.048889e-05,45.7604730721855
6.684444e-05,2.4e-06,4.8e-06,47.9403717099636
6.684444e-05,2.4e-06,5.511111e-06,47.9034713104631
6.684444e-05,2.4e-06,6.222222e-06,47.8622275197725
6.684444e-05,2.4e-06,6.933333e-06,47.8193782080661
6.684444e-05,2.4e-06,7.644444e-06,47.776408831454
6.684444e-05,2.4e-06,8.355556e-06,47.7341339720336
6.684444e-05,2.4e-06,9.066667e-06,47.6929936833886
6.684444e-05,2.4e-06,9.777778e-06,47.6532127143662
6.684444e-05,2.755556e-06,1.12e-05,46.5156963370745
6.684444e-05,2.755556e-06,1.048889e-05,46.5461383873848
6.684444e-05,2.755556e-06,4.8e-06,48.5557602482239
6.684444e-05,2.755556e-06,5.511111e-06,48.5328739404472
6.684444e-05,2.755556e-06,6.222222e-06,48.5035762415477
6.684444e-05,2.755556e-06,6.933333e-06,48.4710751378011
6.684444e-05,2.755556e-06,7.644444e-06,48.4371873434635
6.684444e-05,2.755556e-06,8.355556e-06,48.4029688892864
6.684444e-05,2.755556e-06,9.066667e-06,48.3690407665944
6.684444e-05,2.755556e-06,9.777778e-06,48.3357664918992
6.684444e-05,3.111111e-06,1.12e-05,47.1642099191912
6.684444e-05,3.111111e-06,1.048889e-05,47.1909738180775
6.684444e-05,3.111111e-06,4.8e-06,49.0385311074922
6.684444e-05,3.111111e-06,5.511111e-06,49.0277562686686
6.684444e-05,3.111111e-06,6.222222e-06,49.0088918843169
6.684444e-05,3.111111e-06,6.933333e-06,48.9855182133368
6.684444e-05,3.111111e-06,7.644444e-06,48.9597155427795
6.684444e-05,3.111111e-06,8.355556e-06,48.9327329538407
6.684444e-05,3.111111e-06,9.066667e-06,48.9053368118076
6.684444e-05,3.111111e-06,9.777778e-06,48.8780026638432
6.684444e-05,3.466667e-06,1.12e-05,47.6994223270853
6.684444e-05,3.466667e-06,1.048889e-05,47.722433783054
6.684444e-05,3.466667e-06,4.8e-06,49.4237754223026
6.684444e-05,3.466667e-06,5.511111e-06,49.4232210614578
6.684444e-05,3.466667e-06,6.222222e-06,49.413219527599
6.684444e-05,3.466667e-06,6.933333e-06,49.3976485599373
6.684444e-05,3.466667e-06,7.644444e-06,49.3787993786979
6.684444e-05,3.466667e-06,8.355556e-06,49.3580758404239
6.684444e-05,3.466667e-06,9.066667e-06,49.3363610980974
6.684444e-05,3.466667e-06,9.777778e-06,49.31422089503
6.684444e-05,3.822222e-06,1.12e-05,48.1440521505508
6.684444e-05,3.822222e-06,1.048889e-05,48.1634811513261
6.684444e-05,3.822222e-06,4.8e-06,49.7365178056063
6.684444e-05,3.822222e-06,5.511111e-06,49.7445310781539
6.684444e-05,3.822222e-06,6.222222e-06,49.7419885576579
6.684444e-05,3.822222e-06,6.933333e-06,49.7330099501466
6.684444e-05,3.822222e-06,7.644444e-06,49.7200579601328
6.684444e-05,3.822222e-06,8.355556e-06,49.7046622626237
6.684444e-05,3.822222e-06,9.066667e-06,49.6878009692252
6.684444e-05,3.822222e-06,9.777778e-06,49.6701131932375
6.684444e-05,4.177778e-06,1.12e-05,48.516484612941
6.684444e-05,4.177778e-06,1.048889e-05,48.532619247822
6.684444e-05,4.177778e-06,4.8e-06,49.9945197540268
6.684444e-05,4.177778e-06,5.511111e-06,50.0097337244971
6.684444e-05,4.177778e-06,6.222222e-06,50.0134733946546
6.684444e-05,4.177778e-06,6.933333e-06,50.0100592288446
6.684444e-05,4.177778e-06,7.644444e-06,50.002095985446
6.684444e-05,4.177778e-06,8.355556e-06,49.9912174438473
6.684444e-05,4.177778e-06,9.066667e-06,49.9784802200914
6.684444e-05,4.177778e-06,9.777778e-06,49.9645840482542
6.684444e-05,4.533333e-06,1.12e-05,48.8312705884473
6.684444e-05,4.533333e-06,1.048889e-05,48.8445227425795
6.684444e-05,4.533333e-06,4.8e-06,50.2104770164583
6.684444e-05,4.533333e-06,5.511111e-06,50.2317871143128
6.684444e-05,4.533333e-06,6.222222e-06,50.2408497473577
6.684444e-05,4.533333e-06,6.933333e-06,50.2421551411577
6.684444e-05,4.533333e-06,7.644444e-06,50.238427923856
6.684444e-05,4.533333e-06,8.355556e-06,50.2313895719532
6.684444e-05,4.533333e-06,9.066667e-06,50.222162740778
6.684444e-05,4.533333e-06,9.777778e-06,50.2114981006629
6.684444e-05,4.888889e-06,1.12e-05,49.0998589189516
6.684444e-05,4.888889e-06,1.048889e-05,49.110473473925
6.684444e-05,4.888889e-06,4.8e-06,50.3935839942883
6.684444e-05,4.888889e-06,5.511111e-06,50.4201039394065
6.684444e-05,4.888889e-06,6.222222e-06,50.4337155138462
6.684444e-05,4.888889e-06,6.933333e-06,50.4390549565884
6.684444e-05,4.888889e-06,7.644444e-06,50.4389497641002
6.684444e-05,4.888889e-06,8.355556e-06,50.4351965273764
6.684444e-05,4.888889e-06,9.066667e-06,50.4289743726025
6.684444e-05,4.888889e-06,9.777778e-06,50.4210774639077
6.684444e-05,5.6e-06,1.12e-05,49.5316261500576
6.684444e-05,5.6e-06,1.048889e-05,49.537831401893
6.684444e-05,5.6e-06,4.8e-06,50.6866005226886
6.684444e-05,5.6e-06,5.511111e-06,50.7215401184197
6.684444e-05,5.6e-06,6.222222e-06,50.742495359736
6.684444e-05,5.6e-06,6.933333e-06,50.7543426283884
6.684444e-05,5.6e-06,7.644444e-06,50.7600780576592
6.684444e-05,5.6e-06,8.355556e-06,50.7616210295416
6.684444e-05,5.6e-06,9.066667e-06,50.7602427535594
6.684444e-05,5.6e-06,9.777778e-06,50.7568081579282
6.684444e-05,5.244444e-06,1.12e-05,49.3310064636561
6.684444e-05,5.244444e-06,1.048889e-05,49.3392826009812
6.684444e-05,5.244444e-06,4.8e-06,50.5506052146256
6.684444e-05,5.244444e-06,5.511111e-06,50.5816228377457
6.684444e-05,5.244444e-06,6.222222e-06,50.5991591218863
6.684444e-05,5.244444e-06,6.933333e-06,50.6079777650136
6.684444e-05,5.244444e-06,7.644444e-06,50.6109958590663
6.684444e-05,5.244444e-06,8.355556e-06,50.6100752903407
6.684444e-05,5.244444e-06,9.066667e-06,50.6064441897746
6.684444e-05,5.244444e-06,9.777778e-06,50.6009344072276
7.253333e-05,2.4e-06,1.12e-05,39.4105649062395
7.253333e-05,2.4e-06,1.048889e-05,39.4393310795659
7.253333e-05,2.4e-06,4.8e-06,41.7717577290055
7.253333e-05,2.4e-06,5.511111e-06,41.7010073149564
7.253333e-05,2.4e-06,6.222222e-06,41.6332112801442
7.253333e-05,2.4e-06,6.933333e-06,41.5691274333282
7.253333e-05,2.4e-06,7.644444e-06,41.5089175754409
7.253333e-05,2.4e-06,8.355556e-06,41.4524766943249
7.253333e-05,2.4e-06,9.066667e-06,41.3995855103076
7.253333e-05,2.4e-06,9.777778e-06,41.3499834605053
7.253333e-05,2.755556e-06,1.12e-05,40.2165116484314
7.253333e-05,2.755556e-06,1.048889e-05,40.249076982899
7.253333e-05,2.755556e-06,4.8e-06,42.6740497971471
7.253333e-05,2.755556e-06,5.511111e-06,42.5998881845212
7.253333e-05,2.755556e-06,6.222222e-06,42.5286666503776
7.253333e-05,2.755556e-06,6.933333e-06,42.461218960625
7.253333e-05,2.755556e-06,7.644444e-06,42.2461102064411
7.253333e-05,2.755556e-06,8.355556e-06,42.1896613337903
7.253333e-05,2.755556e-06,9.066667e-06,42.1365991481406
7.253333e-05,2.755556e-06,9.777778e-06,42.0867111430482
7.253333e-05,3.111111e-06,1.12e-05,40.9555460814288
7.253333e-05,3.111111e-06,1.048889e-05,40.9912566650005
7.253333e-05,3.111111e-06,4.8e-06,43.3108368407635
7.253333e-05,3.111111e-06,5.511111e-06,43.2406217027804
7.253333e-05,3.111111e-06,6.222222e-06,43.1723212309149
7.253333e-05,3.111111e-06,6.933333e-06,43.1070757109646
7.253333e-05,3.111111e-06,7.644444e-06,43.0452840094662
7.253333e-05,3.111111e-06,8.355556e-06,42.9869934640398
7.253333e-05,3.111111e-06,9.066667e-06,42.9320854709739
7.253333e-05,3.111111e-06,9.777778e-06,42.8803674346552
7.253333e-05,3.466667e-06,1.12e-05,41.6337544711056
7.253333e-05,3.466667e-06,1.048889e-05,41.6719457271256
7.253333e-05,3.466667e-06,4.8e-06,44.027920290194
7.253333e-05,3.466667e-06,5.511111e-06,43.95856280341
7.253333e-05,3.466667e-06,6.222222e-06,43.8905196204943
7.253333e-05,3.466667e-06,6.933333e-06,43.8251339202719
7.253333e-05,3.466667e-06,7.644444e-06,43.7629329308212
7.253333e-05,3.466667e-06,8.355556e-06,43.7040483231107
7.253333e-05,3.466667e-06,9.066667e-06,43.6484185941951
7.253333e-05,3.466667e-06,9.777778e-06,43.5958907595202
7.253333e-05,3.822222e-06,1.12e-05,42.2561170412118
7.253333e-05,3.822222e-06,1.048889e-05,42.2961399798252
7.253333e-05,3.822222e-06,4.8e-06,44.664430833412
7.253333e-05,3.822222e-06,5.511111e-06,44.5976678593349
7.253333e-05,3.822222e-06,6.222222e-06,44.5314020556433
7.253333e-05,3.822222e-06,6.933333e-06,44.4672222115246
7.253333e-05,3.822222e-06,7.644444e-06,44.4058156890154
7.253333e-05,3.822222e-06,8.355556e-06,44.3474226438313
7.253333e-05,3.822222e-06,9.066667e-06,44.2920573951371
7.253333e-05,3.822222e-06,9.777778e-06,44.2396213360406
7.253333e-05,4.177778e-06,1.12e-05,42.8269636666358
7.253333e-05,4.177778e-06,1.048889e-05,42.8682067749126
7.253333e-05,4.177778e-06,4.8e-06,45.2282726754692
7.253333e-05,4.177778e-06,5.511111e-06,45.1654391421523
7.253333e-05,4.177778e-06,6.222222e-06,45.1021444438826
7.253333e-05,4.177778e-06,6.933333e-06,45.0402459239734
7.253333e-05,4.177778e-06,7.644444e-06,44.9806094795585
7.253333e-05,4.177778e-06,8.355556e-06,44.9235985248658
7.253333e-05,4.177778e-06,9.066667e-06,44.8693151436728
7.253333e-05,4.177778e-06,9.777778e-06,44.8177248467518
7.253333e-05,4.533333e-06,1.12e-05,43.3502324008949
7.253333e-05,4.533333e-06,1.048889e-05,43.3921382033071
7.253333e-05,4.533333e-06,4.8e-06,45.7277601275558
7.253333e-05,4.533333e-06,5.511111e-06,45.6696832184426
7.253333e-05,4.533333e-06,6.222222e-06,45.6101387978858
7.253333e-05,4.533333e-06,6.933333e-06,45.5512517994302
7.253333e-05,4.533333e-06,7.644444e-06,45.4940687544697
7.253333e-05,4.533333e-06,8.355556e-06,45.4390795983671
7.253333e-05,4.533333e-06,9.066667e-06,45.3864777533163
7.253333e-05,4.533333e-06,9.777778e-06,45.3362963514289
7.253333e-05,4.888889e-06,1.12e-05,43.8296070577768
7.253333e-05,4.888889e-06,1.048889e-05,43.8716829622962
7.253333e-05,4.888889e-06,4.8e-06,46.1699662900472
7.253333e-05,4.888889e-06,5.511111e-06,46.1173595853727
7.253333e-05,4.888889e-06,6.222222e-06,46.062229331086
7.253333e-05,4.888889e-06,6.933333e-06,46.0069713107405
7.253333e-05,4.888889e-06,7.644444e-06,45.952816751513
7.253333e-05,4.888889e-06,8.355556e-06,45.9003861883451
7.253333e-05,4.888889e-06,9.066667e-06,45.8499681786817
7.253333e-05,4.888889e-06,9.777778e-06,45.8016668969672
7.253333e-05,5.6e-06,1.12e-05,44.6704814239395
7.253333e-05,5.6e-06,1.048889e-05,44.7117015478282
7.253333e-05,5.6e-06,4.8e-06,46.9091598991887
7.253333e-05,5.6e-06,5.511111e-06,46.868254602557
7.253333e-05,5.6e-06,6.222222e-06,46.8227852263698
7.253333e-05,5.6e-06,6.933333e-06,46.775647458849
7.253333e-05,5.6e-06,7.644444e-06,46.7284178402155
7.253333e-05,5.6e-06,8.355556e-06,46.681964025048
7.253333e-05,5.6e-06,9.066667e-06,46.6367566247061
7.253333e-05,5.6e-06,9.777778e-06,46.5930372196637
7.253333e-05,5.244444e-06,1.12e-05,44.268581475845
7.253333e-05,5.244444e-06,1.048889e-05,44.3104051644546
7.253333e-05,5.244444e-06,4.8e-06,46.5616474900362
7.253333e-05,5.244444e-06,5.511111e-06,46.5148380712035
7.253333e-05,5.244444e-06,6.222222e-06,46.464464286388
7.253333e-05,5.244444e-06,6.933333e-06,46.4131803183734
7.253333e-05,5.244444e-06,7.644444e-06,46.3623952356889
7.253333e-05,5.244444e-06,8.355556e-06,46.3128564107
7.253333e-05,5.244444e-06,9.066667e-06,46.2649455433845
7.253333e-05,5.244444e-06,9.777778e-06,46.2188368948058
7.822222e-05,2.4e-06,1.12e-05,34.8724194748883
7.822222e-05,2.4e-06,1.048889e-05,34.8823901099693
7.822222e-05,2.4e-06,4.8e-06,36.5452922659955
7.822222e-05,2.4e-06,5.511111e-06,36.519384348565
7.822222e-05,2.4e-06,6.222222e-06,36.4907227648037
7.822222e-05,2.4e-06,6.933333e-06,36.4612745430677
7.822222e-05,2.4e-06,7.644444e-06,36.4320713278499
7.822222e-05,2.4e-06,8.355556e-06,36.4036531378555
7.822222e-05,2.4e-06,9.066667e-06,36.3762913333309
7.822222e-05,2.4e-06,9.777778e-06,36.3501066767985
7.822222e-05,2.755556e-06,1.12e-05,35.4655220412907
7.822222e-05,2.755556e-06,1.048889e-05,35.4787068272183
7.822222e-05,2.755556e-06,4.8e-06,37.2503453266347
7.822222e-05,2.755556e-06,5.511111e-06,37.2172120690428
7.822222e-05,2.755556e-06,6.222222e-06,37.1822325887611
7.822222e-05,2.755556e-06,6.933333e-06,37.1471772616609
7.822222e-05,2.755556e-06,7.644444e-06,37.0340726257474
7.822222e-05,2.755556e-06,8.355556e-06,37.0027075418645
7.822222e-05,2.755556e-06,9.066667e-06,36.9726300492716
7.822222e-05,2.755556e-06,9.777778e-06,36.9439311142227
7.822222e-05,3.111111e-06,1.12e-05,36.0170108291505
7.822222e-05,3.111111e-06,1.048889e-05,36.0332875392755
7.822222e-05,3.111111e-06,4.8e-06,37.8194525679871
7.822222e-05,3.111111e-06,5.511111e-06,37.7824374796764
7.822222e-05,3.111111e-06,6.222222e-06,37.7439632788337
7.822222e-05,3.111111e-06,6.933333e-06,37.7057363880115
7.822222e-05,3.111111e-06,7.644444e-06,37.6686003010243
7.822222e-05,3.111111e-06,8.355556e-06,37.6329545351616
7.822222e-05,3.111111e-06,9.066667e-06,37.5989626095062
7.822222e-05,3.111111e-06,9.777778e-06,37.5666606108476
7.822222e-05,3.466667e-06,1.12e-05,36.5328980896739
7.822222e-05,3.466667e-06,1.048889e-05,36.5521361939301
7.822222e-05,3.466667e-06,4.8e-06,38.4348672716469
7.822222e-05,3.466667e-06,5.511111e-06,38.3915661436683
7.822222e-05,3.466667e-06,6.222222e-06,38.3475714227368
7.822222e-05,3.466667e-06,6.933333e-06,38.3044287271019
7.822222e-05,3.466667e-06,7.644444e-06,38.2628665548639
7.822222e-05,3.466667e-06,8.355556e-06,38.2231993502292
7.822222e-05,3.466667e-06,9.066667e-06,38.1855259252255
7.822222e-05,3.466667e-06,9.777778e-06,38.1498319995219
7.822222e-05,3.822222e-06,1.12e-05,37.0177409178029
7.822222e-05,3.822222e-06,1.048889e-05,37.0398031528792
7.822222e-05,3.822222e-06,4.8e-06,39.0126869239697
7.822222e-05,3.822222e-06,5.511111e-06,38.963623530714
7.822222e-05,3.822222e-06,6.222222e-06,38.9145471302992
7.822222e-05,3.822222e-06,6.933333e-06,38.8668645025506
7.822222e-05,3.822222e-06,7.644444e-06,38.8212037589682
7.822222e-05,3.822222e-06,8.355556e-06,38.77780443116
7.822222e-05,3.822222e-06,9.066667e-06,38.7367079515692
7.822222e-05,3.822222e-06,9.777778e-06,38.697855117776
7.822222e-05,4.177778e-06,1.12e-05,37.4750847498384
7.822222e-05,4.177778e-06,1.048889e-05,37.4998283734266
7.822222e-05,4.177778e-06,4.8e-06,39.5561389732704
7.822222e-05,4.177778e-06,5.511111e-06,39.5018854618572
7.822222e-05,4.177778e-06,6.222222e-06,39.4482049825903
7.822222e-05,4.177778e-06,6.933333e-06,39.3963899840614
7.822222e-05,4.177778e-06,7.644444e-06,39.3469845251909
7.822222e-05,4.177778e-06,8.355556e-06,39.3001645971693
7.822222e-05,4.177778e-06,9.066667e-06,39.2559224560109
7.822222e-05,4.177778e-06,9.777778e-06,39.2141600706302
7.822222e-05,4.533333e-06,1.12e-05,37.9077513272324
7.822222e-05,4.533333e-06,1.048889e-05,37.9350292682205
7.822222e-05,4.533333e-06,4.8e-06,40.0678269439403
7.822222e-05,4.533333e-06,5.511111e-06,40.0089871101651
7.822222e-05,4.533333e-06,6.222222e-06,39.9512059715845
7.822222e-05,4.533333e-06,6.933333e-06,39.8956875727144
7.822222e-05,4.533333e-06,7.644444e-06,39.8429092575076
7.822222e-05,4.533333e-06,8.355556e-06,39.7929955756472
7.822222e-05,4.533333e-06,9.066667e-06,39.7458983478453
7.822222e-05,4.533333e-06,9.777778e-06,39.701487213566
7.822222e-05,4.888889e-06,1.12e-05,38.3180321843868
7.822222e-05,4.888889e-06,1.048889e-05,38.3476941587251
7.822222e-05,4.888889e-06,4.8e-06,40.5499191561303
7.822222e-05,4.888889e-06,5.511111e-06,40.4871135421114
7.822222e-05,4.888889e-06,6.222222e-06,40.4257493903272
7.822222e-05,4.888889e-06,6.933333e-06,40.3669687150797
7.822222e-05,4.888889e-06,7.644444e-06,40.3111998588401
7.822222e-05,4.888889e-06,8.355556e-06,40.25852833266
7.822222e-05,4.888889e-06,9.066667e-06,40.2088745056698
7.822222e-05,4.888889e-06,9.777778e-06,40.1620823807962
7.822222e-05,5.6e-06,1.12e-05,39.0787158359714
7.822222e-05,5.6e-06,1.048889e-05,39.1126876402347
7.822222e-05,5.6e-06,4.8e-06,41.4325479797985
7.822222e-05,5.6e-06,5.511111e-06,41.3636743534667
7.822222e-05,5.6e-06,6.222222e-06,41.2967029591206
7.822222e-05,5.6e-06,6.933333e-06,41.232728624268
7.822222e-05,5.6e-06,7.644444e-06,41.1721337085264
7.822222e-05,5.6e-06,8.355556e-06,41.1149622881214
7.822222e-05,5.6e-06,9.066667e-06,41.0610984993864
7.822222e-05,5.6e-06,9.777778e-06,41.0103550203342
7.822222e-05,5.244444e-06,1.12e-05,38.707822476249
7.822222e-05,5.244444e-06,1.048889e-05,38.7397160848822
7.822222e-05,5.244444e-06,4.8e-06,41.0042778174525
7.822222e-05,5.244444e-06,5.511111e-06,40.9381303840302
7.822222e-05,5.244444e-06,6.222222e-06,40.8737046496765
7.822222e-05,5.244444e-06,6.933333e-06,40.8121065839422
7.822222e-05,5.244444e-06,7.644444e-06,40.7537330753207
7.822222e-05,5.244444e-06,8.355556e-06,40.6986429354808
7.822222e-05,5.244444e-06,9.066667e-06,40.6467340506451
7.822222e-05,5.244444e-06,9.777778e-06,40.5978314875264
8.96e-05,2.4e-06,1.12e-05,29.5042595610957
8.96e-05,2.4e-06,1.048889e-05,29.4957150693666
8.96e-05,2.4e-06,4.8e-06,30.435276408177
8.96e-05,2.4e-06,5.511111e-06,30.4638920908023
8.96e-05,2.4e-06,6.222222e-06,30.4817980198071
8.96e-05,2.4e-06,6.933333e-06,30.4928437953434
8.96e-05,2.4e-06,7.644444e-06,30.4993614636178
8.96e-05,2.4e-06,8.355556e-06,30.5028240198941
8.96e-05,2.4e-06,9.066667e-06,30.5041931949111
8.96e-05,2.4e-06,9.777778e-06,30.5041138771616
8.96e-05,2.755556e-06,1.12e-05,29.8741326253117
8.96e-05,2.755556e-06,1.048889e-05,29.8670401160266
8.96e-05,2.755556e-06,4.8e-06,30.8539079669589
8.96e-05,2.755556e-06,5.511111e-06,30.8798049041111
8.96e-05,2.755556e-06,6.222222e-06,30.8952707300414
8.96e-05,2.755556e-06,6.933333e-06,30.9041027980729
8.96e-05,2.755556e-06,7.644444e-06,30.8773469887925
8.96e-05,2.755556e-06,8.355556e-06,30.8795038285959
8.96e-05,2.755556e-06,9.066667e-06,30.8796482215799
8.96e-05,2.755556e-06,9.777778e-06,30.8784174707478
8.96e-05,3.111111e-06,1.12e-05,30.2134697239214
8.96e-05,3.111111e-06,1.048889e-05,30.207785453762
8.96e-05,3.111111e-06,4.8e-06,31.2070850692076
8.96e-05,3.111111e-06,5.511111e-06,31.2311905329898
8.96e-05,3.111111e-06,6.222222e-06,31.2450160997673
8.96e-05,3.111111e-06,6.933333e-06,31.2523372365952
8.96e-05,3.111111e-06,7.644444e-06,31.2554307232951
8.96e-05,3.111111e-06,8.355556e-06,31.2557269479571
8.96e-05,3.111111e-06,9.066667e-06,31.2541539182429
8.96e-05,3.111111e-06,9.777778e-06,31.2513292621304
8.96e-05,3.466667e-06,1.12e-05,30.5273796339501
8.96e-05,3.466667e-06,1.048889e-05,30.523061240204
8.96e-05,3.466667e-06,4.8e-06,31.5681049938604
8.96e-05,3.466667e-06,5.511111e-06,31.589405432278
8.96e-05,3.466667e-06,6.222222e-06,31.6007495321198
8.96e-05,3.466667e-06,6.933333e-06,31.6058456096832
8.96e-05,3.466667e-06,7.644444e-06,31.6069227636824
8.96e-05,3.466667e-06,8.355556e-06,31.6053762035642
8.96e-05,3.466667e-06,9.066667e-06,31.6021071733418
8.96e-05,3.466667e-06,9.777778e-06,31.5977124213963
8.96e-05,3.822222e-06,1.12e-05,30.8197369804856
8.96e-05,3.822222e-06,1.048889e-05,30.8167441335914
8.96e-05,3.822222e-06,4.8e-06,31.9064266216212
8.96e-05,3.822222e-06,5.511111e-06,31.9249191861629
8.96e-05,3.822222e-06,6.222222e-06,31.933790619833
8.96e-05,3.822222e-06,6.933333e-06,31.9366778703935
8.96e-05,3.822222e-06,7.644444e-06,31.9357596993058
8.96e-05,3.822222e-06,8.355556e-06,31.9323944057637
8.96e-05,3.822222e-06,9.066667e-06,31.9274553114763
8.96e-05,3.822222e-06,9.777778e-06,31.9215174946565
8.96e-05,4.177778e-06,1.12e-05,31.0935555913478
8.96e-05,4.177778e-06,1.048889e-05,31.0918501630086
8.96e-05,4.177778e-06,4.8e-06,32.2250878679305
8.96e-05,4.177778e-06,5.511111e-06,32.2407844779365
8.96e-05,4.177778e-06,6.222222e-06,32.2472024703328
8.96e-05,4.177778e-06,6.933333e-06,32.2479045332089
8.96e-05,4.177778e-06,7.644444e-06,32.2450172965808
8.96e-05,4.177778e-06,8.355556e-06,32.2398609997486
8.96e-05,4.177778e-06,9.066667e-06,32.233280288489
8.96e-05,4.177778e-06,9.777778e-06,32.2258280694805
8.96e-05,4.533333e-06,1.12e-05,31.3512298697457
8.96e-05,4.533333e-06,1.048889e-05,31.350775890581
8.96e-05,4.533333e-06,4.8e-06,32.5265159709587
8.96e-05,4.533333e-06,5.511111e-06,32.5394386851251
8.96e-05,4.533333e-06,6.222222e-06,32.5434294657106
8.96e-05,4.533333e-06,6.933333e-06,32.5419748171799
8.96e-05,4.533333e-06,7.644444e-06,32.5371480705979
8.96e-05,4.533333e-06,8.355556e-06,32.5302306776858
8.96e-05,4.533333e-06,9.066667e-06,32.5220381477639
8.96e-05,4.533333e-06,9.777778e-06,32.5131009230997
8.96e-05,4.888889e-06,1.12e-05,31.5946965508875
8.96e-05,4.888889e-06,1.048889e-05,31.595460080769
8.96e-05,4.888889e-06,4.8e-06,32.8126835049203
8.96e-05,4.888889e-06,5.511111e-06,32.8228615176091
8.96e-05,4.888889e-06,6.222222e-06,32.8244561257389
8.96e-05,4.888889e-06,6.933333e-06,32.8208764511779
8.96e-05,4.888889e-06,7.644444e-06,32.8141418268952
8.96e-05,4.888889e-06,8.355556e-06,32.8054945041169
8.96e-05,4.888889e-06,9.066667e-06,32.7957206130275
8.96e-05,4.888889e-06,9.777778e-06,32.7853279934572
8.96e-05,5.6e-06,1.12e-05,32.0451039973878
8.96e-05,5.6e-06,1.048889e-05,32.0482080391304
8.96e-05,5.6e-06,4.8e-06,33.34547652539
8.96e-05,5.6e-06,5.511111e-06,33.3502718087096
8.96e-05,5.6e-06,6.222222e-06,33.3471796151747
8.96e-05,5.6e-06,6.933333e-06,33.3394528082606
8.96e-05,5.6e-06,7.644444e-06,33.3290019829468
8.96e-05,5.6e-06,8.355556e-06,33.316990657643
8.96e-05,5.6e-06,9.066667e-06,33.3041461028239
8.96e-05,5.6e-06,9.777778e-06,33.2909309824179
8.96e-05,5.244444e-06,1.12e-05,31.8255464903607
8.96e-05,5.244444e-06,1.048889e-05,31.8274954586071
8.96e-05,5.244444e-06,4.8e-06,33.0852173245421
