a,b,c,d,gain,pm,ugf
1.12e-05,0.000132012,4.266667e-06,7.25e-05,14.36520941,85.5853826,8.088465092
1.12e-05,0.000132012,4.266667e-06,7.68e-05,14.98037725,85.41535279,8.60703352
1.12e-05,0.000132012,4.266667e-06,8.11e-05,15.56744539,85.24285244,9.073358572
1.12e-05,0.000132012,4.266667e-06,8.53e-05,16.12966144,85.06857184,9.495547903
1.12e-05,0.000132012,4.266667e-06,8.96e-05,16.66978686,84.8934119,9.880007839
1.12e-05,0.000132012,4.533333e-06,3.84e-05,7.078997588,99.45785989,3.799162638
1.12e-05,0.000132012,4.533333e-06,4.27e-05,8.169048853,96.14243056,4.286798274000001
1.12e-05,0.000132012,4.533333e-06,4.69e-05,9.15564979,93.59378307,4.772887345
1.12e-05,0.000132012,4.533333e-06,5.12e-05,10.05872846,92.37727855,5.3895286979999995
1.12e-05,0.000132012,4.533333e-06,5.55e-05,10.89276366,91.23424204,5.904187669
1.12e-05,0.000132012,4.533333e-06,5.97e-05,11.66907413,90.15064803,6.3416042290000005
1.12e-05,0.000132012,4.533333e-06,6.4e-05,12.39639411,89.11840755,6.718747245
1.12e-05,0.000132012,4.533333e-06,6.83e-05,13.08130231,88.4511949,7.192147349000001
1.12e-05,0.000132012,4.533333e-06,7.25e-05,13.72890157,88.25708472,7.806238635
1.12e-05,0.000132012,4.533333e-06,7.68e-05,14.34625581,88.05518864,8.355028681
1.12e-05,0.000132012,4.533333e-06,8.11e-05,14.93556465,87.85103059,8.848078941999999
1.12e-05,0.000132012,4.533333e-06,8.53e-05,15.50008522,87.64531785,9.294066820000001
1.12e-05,0.000132012,4.533333e-06,8.96e-05,16.04259404,87.43891679,9.699854376
1.12e-05,0.000132012,4e-06,3.84e-05,36.87881435,97.48893279,58.44719908
1.12e-05,0.000132012,4e-06,4.27e-05,41.8930602,92.3237253,73.12535644
1.12e-05,0.000132012,4e-06,4.69e-05,46.808501,87.83429907,83.12079483
1.12e-05,0.000132012,4e-06,5.12e-05,50.2190822,85.10860944,94.25425876
1.12e-05,0.000132012,4e-06,5.55e-05,52.41700525,82.14122872,102.3698021
1.12e-05,0.000132012,4e-06,5.97e-05,53.79708638,78.51464608,108.5330565
1.12e-05,0.000132012,4e-06,6.4e-05,54.64092815,74.38641083,113.34484459999999
1.12e-05,0.000132012,4e-06,6.83e-05,55.15480711,70.3108262,117.15622570000001
1.12e-05,0.000132012,4e-06,7.25e-05,55.46588177,66.67270769,120.185223
1.12e-05,0.000132012,4e-06,7.68e-05,55.64730239,63.55373999,122.5938395
1.12e-05,0.000132012,4e-06,8.11e-05,55.74030208,60.89792651,124.51333659999999
1.12e-05,0.000132012,4e-06,8.53e-05,55.76800394,58.65328973,126.1989698
1.12e-05,0.000132012,4e-06,8.96e-05,55.74307626,56.93292742,128.6775207
1.12e-05,0.000132012,5.6e-06,3.84e-05,36.70432495,97.28726933,63.18001647
1.12e-05,0.000132012,5.6e-06,4.27e-05,41.94359765,91.3134411,77.73495860999999
1.12e-05,0.000132012,5.6e-06,4.69e-05,46.91292972,86.93783319,90.08948113
1.12e-05,0.000132012,5.6e-06,5.12e-05,50.23117151,83.92638604,100.7003193
1.12e-05,0.000132012,5.6e-06,5.55e-05,52.32880733,80.74591243,108.4423314
1.12e-05,0.000132012,5.6e-06,5.97e-05,53.6342512,77.05074667,114.3077332
1.12e-05,0.000132012,5.6e-06,6.4e-05,54.43462645,72.99736913,118.82817759999999
1.12e-05,0.000132012,5.6e-06,6.83e-05,54.92729103,69.05428794,122.3553064
1.12e-05,0.000132012,5.6e-06,7.25e-05,55.23097945,65.53603396,125.13263309999999
1.12e-05,0.000132012,5.6e-06,7.68e-05,55.41340831,62.80298643,128.5947531
1.12e-05,0.000132012,5.6e-06,8.11e-05,55.5127831,60.5637445,132.00517390000002
1.12e-05,0.000132012,5.6e-06,8.53e-05,55.55068482,58.61630616,134.8404065
1.12e-05,0.000132012,5.6e-06,8.96e-05,55.5391147,56.91423638,137.18640069999998
1.12e-05,0.000132012,5.066667e-06,3.84e-05,36.58617462,96.99367908,66.79051864
1.12e-05,0.000132012,5.066667e-06,4.27e-05,42.00357706,90.38505094,81.23622562
